# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.069536	0.069536
2	0.376097	0.306561
3	0.672461	0.296364
4	0.979313	0.306852
5	1.293352	0.314039
6	1.620521	0.327169
7	1.960510	0.339989
8	2.310191	0.349681
9	2.683452	0.373261
10	3.067202	0.383750
11	3.472201	0.404999
12	3.902043	0.429842
13	4.357233	0.455190
14	4.838489	0.481256
15	5.348414	0.509925
16	5.889883	0.541469
17	6.462099	0.572216
18	7.056477	0.594378
19	7.692771	0.636294
20	8.373137	0.680366
21	9.089126	0.715989
22	9.857966	0.768840
23	10.681212	0.823246
24	11.558785	0.877573
25	12.511139	0.952354
26	13.534175	1.023036
27	14.635351	1.101176
28	15.824768	1.189417
29	17.118723	1.293955
30	18.526286	1.407563
31	20.065657	1.539371
32	21.745790	1.680133
33	23.559382	1.813592
34	25.539957	1.980575
35	27.673279	2.133322
36	29.969661	2.296382
37	32.442156	2.472495
38	35.072039	2.629883
39	37.851173	2.779134
40	40.766932	2.915759
41	43.812537	3.045605
42	46.947665	3.135128
43	50.155262	3.207597
44	53.410776	3.255514
45	56.675730	3.264954
46	59.941112	3.265382
47	63.169142	3.228030
48	66.317555	3.148413
49	69.356925	3.039370
50	72.256970	2.900045
51	75.026877	2.769907
52	77.633647	2.606770
53	80.058710	2.425063
54	82.283730	2.225020
55	84.317642	2.033912
56	86.155727	1.838085
57	87.822613	1.666886
58	89.302198	1.479585
59	90.599979	1.297781
60	91.755541	1.155562
61	92.752005	0.996464
62	93.616118	0.864113
63	94.352036	0.735918
64	94.981610	0.629574
65	95.521525	0.539915
66	95.972014	0.450489
67	96.352035	0.380021
68	96.671940	0.319905
69	96.939499	0.267559
70	97.160072	0.220573
71	97.345605	0.185533
72	97.503907	0.158302
73	97.639677	0.135770
74	97.756509	0.116832
75	97.851645	0.095136
76	97.936079	0.084434
77	98.010549	0.074470
78	98.076123	0.065574
79	98.134860	0.058737
80	98.188080	0.053220
81	98.235765	0.047685
82	98.279915	0.044150
83	98.320937	0.041022
84	98.361571	0.040634
85	98.400263	0.038692
86	98.436954	0.036691
87	98.472111	0.035157
88	98.505558	0.033447
89	98.537956	0.032398
90	98.568373	0.030417
91	98.597392	0.029019
92	98.625983	0.028591
93	98.653623	0.027640
94	98.680661	0.027038
95	98.707329	0.026668
96	98.733123	0.025794
97	98.756567	0.023444
98	98.779972	0.023405
99	98.803494	0.023522
100	98.825151	0.021657
101	98.847197	0.022046
102	98.868815	0.021618
103	98.889268	0.020453
104	98.909663	0.020395
105	98.929145	0.019482
106	98.948355	0.019210
107	98.967099	0.018744
108	98.985085	0.017986
109	99.002430	0.017345
