# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.080606	0.080606
2	0.418617	0.338011
3	0.761283	0.342666
4	1.129928	0.368645
5	1.516367	0.386439
6	1.919939	0.403572
7	2.348567	0.428628
8	2.805100	0.456533
9	3.288194	0.483094
10	3.803105	0.514911
11	4.356875	0.553770
12	4.946414	0.589539
13	5.577420	0.631006
14	6.251256	0.673836
15	6.968063	0.716807
16	7.736167	0.768104
17	8.550111	0.813944
18	9.389432	0.839321
19	10.286590	0.897158
20	11.238094	0.951504
21	12.272511	1.034417
22	13.386470	1.113959
23	14.616102	1.229632
24	15.963293	1.347191
25	17.450712	1.487419
26	19.116535	1.665823
27	20.989972	1.873437
28	23.107253	2.117281
29	25.458889	2.351636
30	28.068452	2.609563
31	30.937668	2.869216
32	34.061862	3.124194
33	37.422698	3.360836
34	41.001760	3.579062
35	44.770420	3.768660
36	48.662999	3.892579
37	52.631630	3.968631
38	56.635127	4.003497
39	60.604961	3.969834
40	64.491120	3.886159
41	68.244153	3.753033
42	71.813265	3.569112
43	75.145333	3.332068
44	78.240659	3.095326
45	81.068910	2.828251
46	83.602762	2.533852
47	85.869599	2.266837
48	87.856342	1.986743
49	89.570774	1.714432
50	91.045173	1.474399
51	92.300022	1.254849
52	93.357349	1.057327
53	94.233964	0.876615
54	94.965276	0.731312
55	95.565768	0.600492
56	96.053155	0.487387
57	96.444730	0.391575
58	96.761537	0.316807
59	97.020888	0.259351
60	97.233717	0.212829
61	97.409794	0.176077
62	97.554074	0.144280
63	97.674863	0.120789
64	97.774547	0.099684
65	97.860890	0.086343
66	97.933752	0.072862
67	98.002963	0.069211
68	98.063086	0.060123
69	98.117853	0.054767
70	98.169069	0.051216
71	98.217316	0.048247
72	98.261912	0.044596
73	98.304442	0.042530
74	98.345347	0.040905
75	98.384085	0.038738
76	98.422201	0.038116
77	98.458592	0.036391
78	98.493599	0.035007
79	98.526820	0.033221
80	98.559881	0.033061
81	98.590815	0.030934
82	98.620947	0.030132
83	98.649394	0.028447
84	98.677901	0.028507
85	98.704984	0.027083
86	98.731746	0.026762
87	98.757685	0.025939
88	98.783223	0.025538
89	98.806253	0.023030
90	98.831269	0.025016
91	98.852735	0.021466
92	98.874401	0.021666
93	98.894843	0.020442
94	98.915045	0.020202
95	98.935046	0.020001
96	98.955569	0.020523
97	98.974226	0.018657
98	98.993164	0.018938
99	99.012483	0.019319
