# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.087668	0.087668
2	0.426030	0.338362
3	0.755929	0.329899
4	1.100039	0.344110
5	1.450214	0.350175
6	1.812599	0.362385
7	2.176233	0.363634
8	2.560520	0.384287
9	2.953132	0.392612
10	3.358608	0.405476
11	3.776809	0.418201
12	4.206288	0.429479
13	4.649899	0.443611
14	5.095056	0.445157
15	5.556010	0.460954
16	6.020909	0.464899
17	6.492071	0.471162
18	6.965017	0.472946
19	7.441947	0.476930
20	7.938401	0.496454
21	8.452951	0.514550
22	8.988194	0.535243
23	9.540067	0.551873
24	10.112395	0.572328
25	10.718656	0.606261
26	11.362458	0.643802
27	12.041006	0.678548
28	12.760544	0.719538
29	13.541724	0.781180
30	14.400166	0.858442
31	15.333928	0.933762
32	16.357240	1.023312
33	17.499180	1.141940
34	18.777389	1.278209
35	20.205146	1.427757
36	21.789805	1.584659
37	23.554973	1.765168
38	25.500333	1.945360
39	27.662394	2.162061
40	30.019493	2.357099
41	32.567546	2.548053
42	35.321142	2.753596
43	38.258794	2.937652
44	41.347541	3.088747
45	44.588175	3.240634
46	47.941967	3.353792
47	51.365826	3.423859
48	54.826373	3.460547
49	58.269795	3.443422
50	61.671553	3.401758
51	65.010003	3.338450
52	68.243066	3.233063
53	71.312686	3.069620
54	74.236821	2.924135
55	76.984411	2.747590
56	79.552464	2.568053
57	81.896481	2.344017
58	84.029366	2.132885
59	85.957283	1.927917
60	87.681620	1.724337
61	89.197461	1.515841
62	90.530950	1.333489
63	91.696041	1.165091
64	92.698561	1.002520
65	93.553515	0.854954
66	94.286273	0.732758
67	94.911106	0.624833
68	95.428827	0.517721
69	95.864549	0.435722
70	96.226458	0.361909
71	96.526685	0.300227
72	96.781938	0.255253
73	96.994517	0.212579
74	97.172865	0.178348
75	97.322632	0.149767
76	97.448475	0.125843
77	97.555547	0.107072
78	97.647972	0.092425
79	97.728009	0.080037
80	97.798789	0.070780
81	97.862791	0.064002
82	97.917041	0.054250
83	97.968952	0.051911
84	98.017493	0.048541
85	98.061892	0.044399
86	98.103575	0.041683
87	98.143356	0.039781
88	98.179489	0.036133
89	98.215365	0.035876
90	98.251142	0.035777
91	98.285452	0.034310
92	98.318474	0.033022
93	98.348721	0.030247
94	98.377620	0.028899
95	98.408204	0.030584
96	98.435517	0.027313
97	98.463544	0.028027
98	98.491194	0.027650
99	98.518349	0.027155
100	98.542332	0.023983
101	98.567049	0.024717
102	98.591409	0.024360
103	98.614560	0.023151
104	98.636145	0.021585
105	98.657611	0.021466
106	98.679156	0.021545
107	98.699710	0.020554
108	98.718976	0.019266
109	98.739074	0.020098
110	98.758162	0.019088
111	98.775902	0.017740
112	98.794791	0.018889
113	98.813185	0.018394
114	98.830548	0.017363
115	98.848089	0.017541
116	98.864719	0.016630
117	98.881567	0.016848
118	98.897820	0.016253
119	98.913241	0.015421
120	98.928602	0.015361
121	98.942655	0.014053
122	98.957362	0.014707
123	98.971197	0.013835
124	98.984655	0.013458
125	98.998212	0.013557
126	99.012344	0.014132
