# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.090050	0.090050
2	0.437843	0.347793
3	0.756067	0.318224
4	1.088927	0.332860
5	1.420505	0.331578
6	1.758731	0.338226
7	2.107412	0.348681
8	2.462405	0.354993
9	2.826551	0.364146
10	3.205117	0.378566
11	3.592659	0.387542
12	3.981581	0.388922
13	4.382497	0.400916
14	4.795288	0.412791
15	5.216187	0.420899
16	5.649020	0.432833
17	6.088777	0.439757
18	6.529264	0.440487
19	6.976714	0.447450
20	7.436947	0.460233
21	7.914914	0.477967
22	8.406334	0.491420
23	8.916474	0.510140
24	9.445571	0.529097
25	10.005836	0.560265
26	10.591764	0.585928
27	11.213594	0.621830
28	11.880341	0.666747
29	12.594293	0.713952
30	13.363774	0.769481
31	14.214981	0.851207
32	15.144600	0.929619
33	16.170325	1.025725
34	17.320365	1.150040
35	18.599454	1.279089
36	20.043809	1.444355
37	21.644060	1.600251
38	23.443980	1.799920
39	25.434712	1.990732
40	27.629512	2.194800
41	30.042050	2.412538
42	32.655717	2.613667
43	35.467988	2.812271
44	38.474641	3.006653
45	41.635869	3.161228
46	44.926994	3.291125
47	48.322668	3.395674
48	51.791586	3.468918
49	55.283465	3.491879
50	58.774160	3.490695
51	62.207787	3.433627
52	65.571978	3.364191
53	68.803984	3.232006
54	71.901831	3.097847
55	74.805947	2.904116
56	77.543712	2.737765
57	80.068039	2.524327
58	82.380190	2.312151
59	84.490088	2.109898
60	86.362443	1.872355
61	88.032249	1.669806
62	89.518246	1.485997
63	90.807908	1.289662
64	91.930134	1.122226
65	92.898692	0.968558
66	93.722302	0.823610
67	94.427377	0.705075
68	95.022044	0.594667
69	95.516837	0.494793
70	95.935013	0.418176
71	96.286475	0.351462
72	96.574340	0.287865
73	96.814270	0.239930
74	97.014333	0.200063
75	97.181572	0.167239
76	97.323068	0.141496
77	97.442254	0.119186
78	97.546053	0.103799
79	97.635511	0.089458
80	97.715304	0.079793
81	97.785963	0.070659
82	97.847844	0.061881
83	97.903235	0.055391
84	97.955332	0.052097
85	98.002123	0.046791
86	98.045974	0.043851
87	98.088208	0.042234
88	98.126477	0.038269
89	98.165002	0.038525
90	98.203784	0.038782
91	98.238463	0.034679
92	98.273674	0.035211
93	98.305670	0.031996
94	98.338731	0.033061
95	98.370056	0.031325
96	98.401618	0.031562
97	98.431602	0.029984
98	98.460619	0.029017
99	98.489281	0.028662
100	98.517351	0.028070
101	98.545047	0.027696
102	98.571599	0.026552
103	98.597066	0.025467
104	98.622710	0.025644
105	98.645691	0.022981
106	98.668416	0.022725
107	98.691476	0.023060
108	98.714575	0.023099
109	98.736688	0.022113
110	98.758209	0.021521
111	98.779178	0.020969
112	98.800956	0.021778
113	98.821274	0.020318
114	98.840507	0.019233
115	98.861476	0.020969
116	98.880926	0.019450
117	98.899705	0.018779
118	98.919096	0.019391
119	98.936475	0.017379
120	98.954840	0.018365
121	98.972337	0.017497
122	98.989775	0.017438
123	99.005951	0.016176
