# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.063677	0.063677
2	0.359699	0.296022
3	0.644650	0.284951
4	0.933531	0.288881
5	1.225703	0.292172
6	1.527251	0.301548
7	1.831592	0.304341
8	2.142117	0.310525
9	2.463475	0.321358
10	2.793091	0.329616
11	3.136971	0.343880
12	3.493020	0.356049
13	3.861058	0.368038
14	4.234762	0.373704
15	4.620854	0.386092
16	5.021170	0.400316
17	5.440816	0.419646
18	5.870038	0.429222
19	6.308636	0.438598
20	6.776878	0.468242
21	7.269936	0.493058
22	7.783522	0.513586
23	8.316937	0.533415
24	8.872056	0.555119
25	9.444750	0.572694
26	10.032725	0.587975
27	10.636440	0.603715
28	11.258688	0.622248
29	11.897852	0.639164
30	12.570311	0.672459
31	13.274788	0.704477
32	14.015652	0.740864
33	14.807087	0.791435
34	15.659705	0.852618
35	16.587231	0.927526
36	17.603271	1.016040
37	18.744810	1.141539
38	20.002830	1.258020
39	21.400613	1.397783
40	22.981407	1.580794
41	24.734780	1.753373
42	26.673099	1.938319
43	28.810429	2.137330
44	31.162150	2.351721
45	33.695866	2.533716
46	36.424543	2.728677
47	39.326077	2.901534
48	42.380141	3.054064
49	45.563913	3.183772
50	48.851819	3.287906
51	52.191432	3.339613
52	55.552470	3.361038
53	58.912810	3.360340
54	62.223398	3.310588
55	65.462548	3.239150
56	68.588787	3.126239
57	71.584221	2.995434
58	74.415894	2.831673
59	77.084804	2.668910
60	79.553526	2.468722
61	81.829242	2.275716
62	83.899264	2.070022
63	85.762037	1.862773
64	87.430866	1.668829
65	88.914190	1.483324
66	90.221065	1.306875
67	91.351711	1.130646
68	92.329329	0.977618
69	93.183044	0.853715
70	93.911181	0.728137
71	94.530536	0.619355
72	95.060420	0.529884
73	95.503566	0.443146
74	95.871544	0.367978
75	96.186298	0.314754
76	96.448826	0.262528
77	96.669342	0.220516
78	96.855605	0.186263
79	97.013102	0.157497
80	97.145324	0.132222
81	97.257397	0.112073
82	97.357102	0.099705
83	97.442204	0.085102
84	97.519287	0.077083
85	97.586355	0.067068
86	97.645364	0.059009
87	97.699825	0.054461
88	97.753188	0.053363
89	97.800846	0.047658
90	97.843198	0.042352
91	97.885988	0.042790
92	97.925946	0.039958
93	97.963749	0.037803
94	98.001492	0.037743
95	98.036323	0.034831
96	98.070476	0.034153
97	98.103531	0.033055
98	98.134452	0.030921
99	98.164196	0.029744
100	98.194000	0.029804
101	98.222667	0.028667
102	98.250436	0.027769
103	98.278724	0.028288
104	98.305974	0.027250
105	98.332506	0.026532
106	98.357003	0.024497
107	98.381002	0.023999
108	98.405040	0.024038
109	98.429338	0.024298
110	98.452698	0.023360
111	98.477415	0.024717
112	98.498820	0.021405
113	98.521103	0.022283
114	98.543067	0.021964
115	98.564831	0.021764
116	98.585478	0.020647
117	98.603532	0.018054
118	98.622264	0.018732
119	98.640697	0.018433
120	98.658870	0.018173
121	98.677343	0.018473
122	98.695457	0.018114
123	98.713251	0.017794
124	98.729011	0.015760
125	98.744671	0.015660
126	98.760630	0.015959
127	98.777886	0.017256
128	98.792229	0.014343
129	98.807989	0.015760
130	98.823410	0.015421
131	98.839369	0.015959
132	98.854510	0.015141
133	98.869192	0.014682
134	98.883436	0.014244
135	98.897041	0.013605
136	98.911903	0.014862
137	98.926805	0.014902
138	98.940071	0.013266
139	98.953916	0.013845
140	98.967042	0.013126
141	98.980607	0.013565
142	98.992756	0.012149
143	99.004506	0.011750
