# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.088341	0.088341
2	0.405676	0.317335
3	0.711934	0.306258
4	1.030806	0.318872
5	1.375440	0.344634
6	1.763515	0.388075
7	2.188724	0.425209
8	2.672847	0.484123
9	3.209202	0.536355
10	3.811843	0.602641
11	4.478365	0.666522
12	5.214602	0.736237
13	6.029995	0.815393
14	6.914906	0.884911
15	7.868054	0.953148
16	8.889833	1.021779
17	9.967767	1.077934
18	11.077631	1.109864
19	12.248637	1.171006
20	13.478340	1.229703
21	14.763744	1.285404
22	16.106524	1.342780
23	17.494914	1.388390
24	18.928499	1.433585
25	20.413962	1.485463
26	21.926842	1.512880
27	23.470943	1.544101
28	25.049340	1.578397
29	26.652098	1.602758
30	28.279041	1.626943
31	29.931410	1.652369
32	31.594206	1.662796
33	33.264551	1.670345
34	34.962135	1.697584
35	36.673063	1.710928
36	38.395798	1.722735
37	40.134025	1.738227
38	41.885379	1.751354
39	43.663184	1.777805
40	45.462099	1.798915
41	47.274515	1.812416
42	49.100531	1.826016
43	50.950081	1.849550
44	52.817272	1.867191
45	54.700764	1.883492
46	56.617073	1.916309
47	58.537186	1.920113
48	60.463961	1.926775
49	62.413541	1.949580
50	64.346722	1.933181
51	66.284042	1.937320
52	68.212611	1.928569
53	70.126279	1.913668
54	72.017024	1.890745
55	73.867639	1.850615
56	75.683781	1.816142
57	77.454431	1.770650
58	79.169518	1.715087
59	80.822774	1.653256
60	82.416604	1.593830
61	83.928479	1.511875
62	85.345902	1.417423
63	86.676245	1.330343
64	87.932892	1.256647
65	89.090573	1.157681
66	90.162298	1.071725
67	91.147258	0.984960
68	92.040802	0.893544
69	92.858009	0.817207
70	93.590324	0.732315
71	94.247740	0.657416
72	94.839107	0.591367
73	95.352263	0.513156
74	95.803450	0.451187
75	96.206761	0.403311
76	96.554627	0.347866
77	96.856943	0.302316
78	97.120706	0.263763
79	97.349719	0.229013
80	97.545856	0.196137
81	97.717079	0.171223
82	97.868493	0.151414
83	97.994658	0.126165
84	98.106553	0.111895
85	98.202108	0.095555
86	98.283314	0.081206
87	98.356124	0.072810
88	98.418665	0.062541
89	98.474701	0.056036
90	98.524174	0.049473
91	98.567852	0.043678
92	98.607253	0.039401
93	98.644486	0.037233
94	98.675865	0.031379
95	98.705746	0.029881
96	98.735686	0.029940
97	98.764325	0.028639
98	98.790343	0.026018
99	98.813305	0.022962
100	98.837352	0.024047
101	98.859940	0.022588
102	98.881129	0.021189
103	98.902239	0.021110
104	98.924492	0.022253
105	98.945345	0.020853
106	98.965647	0.020302
107	98.983840	0.018193
108	99.002446	0.018606
