# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.057730	0.057730
2	0.336610	0.278880
3	0.603335	0.266725
4	0.863993	0.260658
5	1.124651	0.260658
6	1.389686	0.265035
7	1.652990	0.263304
8	1.922321	0.269331
9	2.195850	0.273529
10	2.471746	0.275896
11	2.753152	0.281406
12	3.044783	0.291631
13	3.337926	0.293143
14	3.642229	0.304303
15	3.951705	0.309476
16	4.272261	0.320556
17	4.596000	0.323739
18	4.920057	0.324057
19	5.257542	0.337485
20	5.595067	0.337525
21	5.954752	0.359685
22	6.327368	0.372616
23	6.723000	0.395632
24	7.139022	0.416022
25	7.567776	0.428754
26	8.008705	0.440929
27	8.464354	0.455649
28	8.932934	0.468580
29	9.417607	0.484673
30	9.918732	0.501125
31	10.426939	0.508207
32	10.950801	0.523862
33	11.480313	0.529512
34	12.024705	0.544392
35	12.581669	0.556964
36	13.153832	0.572163
37	13.741611	0.587779
38	14.347094	0.605483
39	14.990135	0.643041
40	15.664866	0.674731
41	16.383799	0.718933
42	17.149640	0.765841
43	17.973270	0.823630
44	18.875378	0.902108
45	19.863464	0.988086
46	20.948747	1.085283
47	22.145351	1.196604
48	23.468216	1.322865
49	24.929556	1.461340
50	26.535280	1.605724
51	28.287953	1.752673
52	30.199194	1.911241
53	32.265003	2.065809
54	34.498709	2.233706
55	36.877435	2.378726
56	39.394378	2.516943
57	42.052800	2.658422
58	44.820633	2.767833
59	47.692845	2.872212
60	50.647593	2.954748
61	53.643699	2.996106
62	56.648916	3.005217
63	59.644146	2.995230
64	62.614749	2.970603
65	65.525593	2.910844
66	68.365280	2.839687
67	71.109918	2.744638
68	73.727639	2.617721
69	76.196819	2.469180
70	78.510356	2.313537
71	80.682812	2.172456
72	82.681363	1.998551
73	84.503821	1.822458
74	86.158322	1.654501
75	87.660463	1.502141
76	89.013486	1.353023
77	90.214148	1.200662
78	91.265812	1.051664
79	92.194736	0.928924
80	93.002850	0.808114
81	93.700478	0.697628
82	94.304509	0.604031
83	94.813273	0.508764
84	95.255037	0.441764
85	95.631492	0.376455
86	95.954296	0.322804
87	96.228601	0.274305
88	96.457410	0.228809
89	96.653257	0.195847
90	96.820796	0.167539
91	96.962434	0.141638
92	97.087283	0.124849
93	97.192119	0.104836
94	97.282791	0.090672
95	97.361667	0.078876
96	97.432566	0.070899
97	97.495189	0.062623
98	97.552481	0.057292
99	97.601657	0.049176
100	97.650534	0.048877
101	97.694915	0.044381
102	97.736571	0.041656
103	97.776337	0.039766
104	97.813557	0.037220
105	97.849603	0.036046
106	97.883640	0.034037
107	97.915946	0.032306
108	97.948531	0.032585
109	97.978828	0.030297
110	98.008230	0.029402
111	98.038070	0.029840
112	98.066119	0.028049
113	98.093611	0.027492
114	98.119611	0.026000
115	98.146447	0.026836
116	98.172606	0.026159
117	98.199103	0.026497
118	98.224188	0.025085
119	98.248637	0.024449
120	98.273563	0.024926
121	98.296897	0.023334
122	98.319794	0.022897
123	98.341517	0.021723
124	98.362007	0.020490
125	98.383511	0.021504
126	98.405930	0.022419
127	98.426678	0.020748
128	98.446969	0.020291
129	98.466027	0.019058
130	98.485642	0.019615
131	98.506430	0.020788
132	98.525647	0.019217
133	98.543153	0.017506
134	98.561435	0.018282
135	98.578762	0.017327
136	98.596109	0.017347
137	98.613495	0.017386
138	98.630424	0.016929
139	98.647174	0.016750
140	98.663705	0.016531
141	98.680037	0.016332
142	98.695912	0.015875
143	98.712224	0.016312
144	98.727820	0.015596
145	98.742998	0.015178
146	98.758057	0.015059
147	98.772957	0.014900
148	98.787360	0.014403
149	98.801404	0.014044
150	98.815568	0.014164
151	98.830070	0.014502
152	98.843697	0.013627
153	98.856926	0.013229
154	98.870035	0.013109
155	98.882229	0.012194
156	98.894224	0.011995
157	98.906916	0.012692
158	98.918315	0.011399
159	98.930629	0.012314
160	98.942605	0.011976
161	98.954043	0.011438
162	98.965104	0.011061
163	98.976801	0.011697
164	98.987782	0.010981
165	98.999280	0.011498
166	99.009505	0.010225
