# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.069867	0.069867
2	0.385520	0.315653
3	0.654694	0.269174
4	0.917401	0.262707
5	1.174553	0.257152
6	1.430971	0.256418
7	1.690206	0.259235
8	1.956226	0.266020
9	2.226669	0.270443
10	2.503123	0.276454
11	2.787115	0.283992
12	3.079518	0.292403
13	3.375036	0.295518
14	3.684579	0.309543
15	3.999339	0.314760
16	4.322014	0.322675
17	4.651335	0.329321
18	4.980953	0.329618
19	5.314896	0.333943
20	5.662130	0.347234
21	6.014522	0.352392
22	6.378618	0.364096
23	6.763940	0.385322
24	7.159081	0.395141
25	7.573286	0.414205
26	8.005940	0.432654
27	8.457122	0.451182
28	8.939250	0.482128
29	9.448655	0.509405
30	9.989323	0.540668
31	10.573951	0.584628
32	11.207220	0.633269
33	11.884866	0.677646
34	12.623412	0.738546
35	13.438134	0.814722
36	14.334189	0.896055
37	15.321576	0.987387
38	16.397576	1.076000
39	17.586352	1.188776
40	18.889967	1.303615
41	20.311594	1.421627
42	21.883668	1.572074
43	23.575084	1.691416
44	25.406116	1.831032
45	27.372340	1.966224
46	29.484210	2.111870
47	31.723178	2.238968
48	34.074684	2.351506
49	36.552197	2.477513
50	39.145818	2.593621
51	41.822776	2.676958
52	44.569423	2.746647
53	47.387564	2.818141
54	50.229906	2.842342
55	53.097700	2.867794
56	55.971048	2.873348
57	58.817001	2.845953
58	61.638851	2.821850
59	64.401685	2.762834
60	67.099889	2.698204
61	69.701326	2.601437
62	72.203378	2.502052
63	74.579125	2.375747
64	76.827992	2.248867
65	78.962338	2.134346
66	80.942011	1.979673
67	82.782743	1.840732
68	84.487569	1.704826
69	86.049685	1.562116
70	87.475399	1.425714
71	88.775820	1.300421
72	89.939660	1.163840
73	90.981560	1.041900
74	91.907788	0.926228
75	92.725367	0.817579
76	93.448658	0.723291
77	94.083276	0.634618
78	94.630392	0.547116
79	95.111052	0.480660
80	95.528391	0.417339
81	95.886119	0.357728
82	96.202168	0.316049
83	96.476420	0.274252
84	96.706554	0.230134
85	96.901476	0.194922
86	97.066563	0.165087
87	97.211852	0.145289
88	97.337324	0.125472
89	97.447580	0.110256
90	97.544327	0.096747
91	97.629568	0.085241
92	97.706517	0.076949
93	97.772615	0.066098
94	97.832088	0.059473
95	97.888089	0.056001
96	97.938397	0.050308
97	97.985590	0.047193
98	98.028201	0.042611
99	98.069820	0.041619
100	98.106400	0.036580
101	98.140243	0.033843
102	98.173510	0.033267
103	98.206877	0.033367
104	98.238855	0.031978
105	98.268591	0.029736
106	98.298664	0.030073
107	98.327587	0.028923
108	98.356351	0.028764
109	98.383806	0.027455
110	98.410428	0.026622
111	98.436018	0.025590
112	98.461092	0.025074
113	98.484381	0.023289
114	98.508483	0.024102
115	98.532328	0.023845
116	98.555359	0.023031
117	98.577418	0.022059
118	98.597811	0.020393
119	98.618482	0.020671
120	98.638676	0.020194
121	98.658236	0.019560
122	98.677696	0.019460
123	98.695986	0.018290
124	98.714098	0.018112
125	98.732547	0.018449
126	98.750698	0.018151
127	98.768433	0.017735
128	98.785533	0.017100
129	98.802038	0.016505
130	98.818622	0.016584
131	98.833758	0.015136
132	98.849767	0.016009
133	98.866629	0.016862
134	98.882558	0.015929
135	98.898111	0.015553
136	98.913902	0.015791
137	98.928324	0.014422
138	98.942904	0.014580
139	98.957365	0.014461
140	98.971311	0.013946
141	98.984820	0.013509
142	98.998746	0.013926
143	99.012156	0.013410
