# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.060551	0.060551
2	0.325368	0.264817
3	0.564777	0.239409
4	0.817027	0.252250
5	1.071427	0.254400
6	1.342421	0.270994
7	1.625767	0.283346
8	1.922502	0.296735
9	2.238508	0.316006
10	2.574665	0.336157
11	2.928354	0.353689
12	3.305810	0.377456
13	3.701815	0.396005
14	4.120453	0.418638
15	4.562076	0.441623
16	5.035577	0.473501
17	5.538670	0.503093
18	6.050108	0.511438
19	6.590591	0.540483
20	7.162834	0.572243
21	7.772155	0.609321
22	8.420859	0.648704
23	9.104686	0.683827
24	9.831473	0.726787
25	10.600048	0.768575
26	11.418189	0.818141
27	12.275518	0.857329
28	13.179326	0.903808
29	14.133892	0.954566
30	15.132298	0.998406
31	16.198194	1.065896
32	17.317135	1.118941
33	18.481656	1.164521
34	19.709053	1.227397
35	21.017231	1.308178
36	22.394853	1.377622
37	23.856695	1.461842
38	25.413409	1.556714
39	27.045059	1.631650
40	28.755652	1.710593
41	30.557521	1.801869
42	32.433935	1.876414
43	34.398772	1.964837
44	36.430023	2.031251
45	38.542953	2.112930
46	40.717353	2.174400
47	42.943743	2.226390
48	45.214188	2.270445
49	47.531756	2.317568
50	49.873658	2.341902
51	52.240773	2.367115
52	54.622782	2.382009
53	56.989448	2.366666
54	59.343038	2.353590
55	61.676067	2.333029
56	63.963164	2.287097
57	66.198701	2.235537
58	68.388815	2.190114
59	70.515271	2.126456
60	72.567377	2.052106
61	74.539856	1.972479
62	76.427900	1.888044
63	78.205689	1.777789
64	79.885362	1.679673
65	81.480385	1.595023
66	82.986242	1.505857
67	84.386126	1.399884
68	85.702337	1.316211
69	86.925806	1.223469
70	88.069589	1.143783
71	89.114611	1.045022
72	90.072481	0.957870
73	90.948769	0.876288
74	91.750375	0.801606
75	92.472901	0.722526
76	93.140466	0.667565
77	93.735167	0.594701
78	94.266796	0.531629
79	94.747373	0.480577
80	95.179732	0.432359
81	95.564225	0.384493
82	95.911894	0.347669
83	96.215880	0.303986
84	96.494692	0.278812
85	96.738225	0.243533
86	96.959320	0.221095
87	97.158173	0.198853
88	97.331695	0.173522
89	97.481157	0.149462
90	97.614631	0.133474
91	97.736476	0.121845
92	97.843720	0.107244
93	97.937869	0.094149
94	98.021601	0.083732
95	98.098081	0.076480
96	98.166509	0.068428
97	98.231360	0.064851
98	98.287552	0.056192
99	98.338330	0.050778
100	98.387076	0.048746
101	98.429763	0.042687
102	98.468287	0.038524
103	98.504915	0.036628
104	98.539217	0.034302
105	98.572385	0.033168
106	98.603599	0.031214
107	98.634539	0.030940
108	98.660808	0.026269
109	98.686451	0.025643
110	98.711117	0.024666
111	98.735803	0.024686
112	98.757791	0.021988
113	98.779897	0.022106
114	98.800107	0.020210
115	98.819633	0.019526
116	98.841015	0.021382
117	98.861107	0.020092
118	98.879264	0.018157
119	98.898164	0.018900
120	98.915872	0.017708
121	98.934401	0.018529
122	98.951229	0.016828
123	98.968585	0.017356
124	98.985922	0.017337
125	99.001695	0.015773
