# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.074722	0.074722
2	0.380482	0.305760
3	0.687855	0.307373
4	1.006802	0.318947
5	1.330590	0.323788
6	1.656210	0.325620
7	1.990177	0.333967
8	2.333985	0.343808
9	2.683151	0.349166
10	3.044389	0.361238
11	3.420747	0.376358
12	3.803559	0.382812
13	4.196670	0.393111
14	4.600399	0.403729
15	5.016737	0.416338
16	5.443454	0.426717
17	5.885609	0.442155
18	6.325055	0.439446
19	6.791872	0.466817
20	7.271239	0.479367
21	7.779431	0.508192
22	8.302483	0.523052
23	8.847647	0.545164
24	9.413768	0.566121
25	9.998096	0.584328
26	10.596169	0.598073
27	11.225597	0.629428
28	11.867635	0.642038
29	12.529533	0.661898
30	13.214997	0.685464
31	13.922593	0.707596
32	14.666444	0.743851
33	15.453782	0.787338
34	16.282953	0.829171
35	17.163977	0.881024
36	18.119723	0.955746
37	19.174334	1.054611
38	20.327073	1.152739
39	21.593977	1.266904
40	22.984667	1.390690
41	24.528087	1.543420
42	26.225453	1.697366
43	28.089454	1.864001
44	30.132919	2.043465
45	32.346126	2.213207
46	34.724115	2.377989
47	37.261727	2.537612
48	39.954839	2.693112
49	42.788191	2.833352
50	45.744453	2.956262
51	48.793405	3.048952
52	51.888612	3.095207
53	55.035553	3.146941
54	58.172513	3.136960
55	61.315230	3.142717
56	64.383724	3.068494
57	67.370882	2.987158
58	70.259693	2.888811
59	73.023423	2.763730
60	75.635917	2.612494
61	78.089146	2.453229
62	80.378091	2.288945
63	82.481277	2.103186
64	84.402051	1.920774
65	86.155533	1.753482
66	87.731463	1.575930
67	89.122810	1.391347
68	90.374574	1.251764
69	91.472393	1.097819
70	92.434194	0.961801
71	93.270437	0.836243
72	93.991240	0.720803
73	94.613317	0.622077
74	95.143840	0.530523
75	95.596254	0.452414
76	95.978449	0.382195
77	96.306938	0.328489
78	96.580785	0.273847
79	96.812978	0.232193
80	97.007641	0.194663
81	97.170889	0.163248
82	97.311169	0.140280
83	97.430772	0.119603
84	97.533004	0.102232
85	97.621471	0.088467
86	97.697029	0.075558
87	97.766870	0.069841
88	97.829440	0.062570
89	97.886114	0.056674
90	97.936154	0.050040
91	97.983644	0.047490
92	98.025895	0.042251
93	98.066931	0.041036
94	98.106174	0.039243
95	98.144023	0.037849
96	98.179979	0.035956
97	98.215099	0.035120
98	98.249322	0.034223
99	98.282211	0.032889
100	98.314383	0.032172
101	98.344284	0.029901
102	98.374185	0.029901
103	98.402990	0.028805
104	98.429345	0.026355
105	98.456716	0.027371
106	98.482951	0.026235
107	98.508927	0.025976
108	98.533389	0.024462
109	98.558051	0.024662
110	98.582892	0.024841
111	98.606637	0.023745
112	98.629426	0.022789
113	98.652016	0.022590
114	98.673968	0.021952
115	98.695303	0.021335
116	98.716120	0.020817
117	98.737455	0.021335
118	98.757296	0.019841
119	98.776479	0.019183
120	98.794786	0.018307
121	98.813890	0.019104
122	98.834289	0.020399
123	98.852277	0.017988
124	98.868970	0.016693
125	98.885962	0.016992
126	98.904010	0.018048
127	98.920743	0.016733
128	98.936540	0.015797
129	98.952616	0.016076
130	98.968114	0.015498
131	98.984250	0.016136
132	98.999071	0.014821
133	99.013872	0.014801
