# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.065712	0.065712
2	0.351556	0.285844
3	0.609032	0.257476
4	0.861445	0.252413
5	1.105591	0.244146
6	1.350236	0.244645
7	1.591754	0.241518
8	1.839429	0.247675
9	2.087008	0.247579
10	2.340878	0.253870
11	2.597031	0.256153
12	2.859206	0.262175
13	3.126541	0.267335
14	3.403524	0.276983
15	3.681638	0.278114
16	3.965008	0.283370
17	4.252463	0.287455
18	4.535871	0.283408
19	4.830346	0.294475
20	5.129578	0.299232
21	5.430229	0.300651
22	5.735771	0.305542
23	6.051881	0.316110
24	6.370677	0.318796
25	6.696972	0.326295
26	7.032263	0.335291
27	7.376146	0.343883
28	7.722849	0.346703
29	8.071969	0.349120
30	8.439598	0.367629
31	8.819099	0.379501
32	9.199003	0.379904
33	9.590262	0.391259
34	9.996846	0.406584
35	10.416070	0.419224
36	10.845939	0.429869
37	11.299745	0.453806
38	11.781305	0.481560
39	12.283349	0.502044
40	12.812150	0.528801
41	13.385794	0.573644
42	13.996034	0.610240
43	14.648221	0.652187
44	15.357547	0.709326
45	16.129995	0.772448
46	16.981830	0.851835
47	17.911786	0.929956
48	18.933693	1.021907
49	20.068265	1.134572
50	21.321735	1.253470
51	22.715490	1.393755
52	24.231826	1.516336
53	25.885129	1.653303
54	27.688920	1.803791
55	29.644638	1.955718
56	31.762526	2.117888
57	34.035602	2.273076
58	36.442268	2.406666
59	38.977922	2.535654
60	41.628792	2.650870
61	44.402818	2.774026
62	47.267778	2.864960
63	50.175376	2.907598
64	53.132919	2.957543
65	56.106747	2.973828
66	59.057577	2.950830
67	61.971600	2.914023
68	64.841624	2.870024
69	67.625432	2.783808
70	70.298992	2.673560
71	72.881350	2.582358
72	75.333512	2.452162
73	77.635665	2.302153
74	79.793889	2.158224
75	81.793952	2.000063
76	83.633438	1.839486
77	85.311675	1.678237
78	86.849800	1.538125
79	88.217278	1.367478
80	89.453831	1.236553
81	90.553859	1.100028
82	91.528199	0.974340
83	92.388780	0.860581
84	93.139247	0.750467
85	93.793659	0.654412
86	94.361626	0.567967
87	94.850839	0.489213
88	95.272901	0.422062
89	95.631534	0.358633
90	95.938553	0.307019
91	96.198753	0.260200
92	96.429741	0.230988
93	96.624363	0.194622
94	96.789640	0.165277
95	96.929637	0.139997
96	97.052966	0.123329
97	97.159532	0.106566
98	97.250773	0.091241
99	97.332174	0.081401
100	97.406766	0.074592
101	97.471423	0.064657
102	97.528695	0.057272
103	97.580674	0.051979
104	97.630121	0.049447
105	97.674197	0.044076
106	97.717238	0.043041
107	97.756116	0.038878
108	97.794227	0.038111
109	97.831149	0.036922
110	97.865405	0.034256
111	97.898491	0.033086
112	97.930273	0.031782
113	97.962764	0.032491
114	97.994411	0.031647
115	98.023392	0.028981
116	98.052757	0.029365
117	98.081163	0.028406
118	98.109838	0.028675
119	98.137112	0.027274
120	98.164636	0.027524
121	98.192409	0.027773
122	98.218360	0.025951
123	98.243678	0.025318
124	98.268823	0.025145
125	98.294371	0.025548
126	98.319286	0.024915
127	98.345410	0.026124
128	98.369865	0.024455
129	98.393054	0.023189
130	98.417528	0.024474
131	98.441791	0.024263
132	98.464136	0.022345
133	98.485771	0.021635
134	98.506850	0.021079
135	98.527008	0.020158
136	98.547224	0.020216
137	98.567421	0.020197
138	98.586640	0.019219
139	98.607105	0.020465
140	98.625978	0.018873
141	98.645331	0.019353
142	98.662843	0.017512
143	98.680815	0.017972
144	98.698346	0.017531
145	98.714131	0.015785
146	98.730377	0.016246
147	98.746584	0.016207
148	98.762139	0.015555
149	98.778212	0.016073
150	98.794496	0.016284
151	98.809399	0.014903
152	98.824762	0.015363
153	98.839780	0.015018
154	98.854165	0.014385
155	98.867265	0.013100
156	98.880403	0.013138
157	98.893503	0.013100
158	98.907159	0.013656
159	98.919588	0.012429
160	98.932650	0.013062
161	98.944676	0.012026
162	98.957086	0.012410
163	98.968671	0.011585
164	98.979834	0.011163
165	98.991898	0.012064
166	99.002946	0.011048
