# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.084920	0.084920
2	0.421803	0.336883
3	0.738069	0.316266
4	1.066444	0.328375
5	1.403769	0.337325
6	1.758774	0.355005
7	2.114141	0.355367
8	2.484171	0.370030
9	2.864358	0.380187
10	3.255869	0.391511
11	3.665784	0.409915
12	4.083443	0.417659
13	4.519828	0.436385
14	4.962166	0.442338
15	5.422888	0.460722
16	5.894009	0.471121
17	6.380798	0.486789
18	6.874225	0.493427
19	7.392271	0.518046
20	7.928620	0.536349
21	8.490694	0.562074
22	9.072440	0.581746
23	9.677457	0.605017
24	10.307214	0.629757
25	10.949099	0.641885
26	11.617072	0.667973
27	12.299506	0.682434
28	13.014102	0.714596
29	13.756575	0.742473
30	14.538793	0.782218
31	15.365603	0.826810
32	16.257279	0.891676
33	17.212514	0.955235
34	18.265763	1.053249
35	19.424387	1.158624
36	20.712180	1.287793
37	22.153581	1.441401
38	23.754221	1.600640
39	25.528260	1.774039
40	27.501404	1.973144
41	29.667538	2.166134
42	32.036457	2.368919
43	34.603254	2.566797
44	37.368150	2.764896
45	40.318111	2.949961
46	43.431837	3.113726
47	46.655162	3.223325
48	49.982635	3.327473
49	53.367271	3.384636
50	56.794809	3.427538
51	60.206357	3.411548
52	63.562733	3.356376
53	66.838474	3.275741
54	69.990194	3.151720
55	72.992390	3.002196
56	75.815354	2.822964
57	78.462665	2.647311
58	80.905301	2.442636
59	83.129825	2.224524
60	85.147903	2.018078
61	86.958469	1.810566
62	88.557017	1.598548
63	89.958291	1.401274
64	91.198536	1.240245
65	92.257195	1.058659
66	93.166430	0.909235
67	93.942272	0.775842
68	94.599886	0.657614
69	95.157254	0.557368
70	95.619283	0.462029
71	96.005263	0.385980
72	96.329796	0.324533
73	96.595235	0.265439
74	96.815157	0.219922
75	96.996622	0.181465
76	97.151456	0.154834
77	97.283582	0.132126
78	97.395876	0.112294
79	97.488318	0.092442
80	97.569396	0.081078
81	97.639311	0.069915
82	97.701442	0.062131
83	97.759490	0.058048
84	97.812147	0.052657
85	97.860098	0.047951
86	97.905354	0.045256
87	97.948055	0.042701
88	97.988222	0.040167
89	98.027142	0.038920
90	98.065841	0.038699
91	98.100074	0.034233
92	98.134971	0.034897
93	98.167977	0.033006
94	98.200541	0.032564
95	98.231737	0.031196
96	98.263577	0.031840
97	98.293848	0.030271
98	98.323314	0.029466
99	98.351795	0.028481
100	98.379934	0.028139
101	98.407832	0.027898
102	98.434362	0.026530
103	98.459182	0.024820
104	98.483881	0.024699
105	98.510089	0.026208
106	98.533521	0.023432
107	98.557014	0.023493
108	98.579682	0.022668
109	98.601123	0.021441
110	98.621377	0.020254
111	98.642858	0.021481
112	98.663012	0.020154
113	98.683387	0.020375
114	98.702777	0.019390
115	98.722911	0.020134
116	98.742401	0.019490
117	98.760946	0.018545
118	98.779189	0.018243
119	98.797010	0.017821
120	98.815092	0.018082
121	98.832450	0.017358
122	98.850391	0.017941
123	98.867045	0.016654
124	98.881728	0.014683
125	98.897236	0.015508
126	98.912723	0.015487
127	98.928794	0.016071
128	98.943236	0.014442
129	98.957657	0.014421
130	98.973165	0.015508
131	98.987969	0.014804
132	99.001867	0.013898
