# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.077888	0.077888
2	0.389340	0.311452
3	0.683461	0.294121
4	0.988618	0.305157
5	1.305468	0.316850
6	1.635784	0.330316
7	1.982773	0.346989
8	2.353507	0.370734
9	2.745715	0.392208
10	3.161688	0.415973
11	3.607840	0.446152
12	4.071183	0.463343
13	4.568311	0.497128
14	5.090956	0.522645
15	5.641609	0.550653
16	6.220827	0.579218
17	6.836539	0.615712
18	7.475598	0.639059
19	8.174138	0.698540
20	8.927160	0.753022
21	9.753010	0.825850
22	10.664078	0.911068
23	11.675883	1.011805
24	12.818583	1.142700
25	14.092019	1.273436
26	15.508542	1.416523
27	17.113191	1.604649
28	18.898237	1.785046
29	20.885293	1.987056
30	23.082188	2.196895
31	25.518981	2.436793
32	28.176271	2.657290
33	31.034236	2.857965
34	34.092439	3.058203
35	37.339604	3.247165
36	40.744178	3.404574
37	44.280843	3.536665
38	47.919061	3.638218
39	51.619191	3.700130
40	55.305636	3.686445
41	58.990686	3.685050
42	62.611952	3.621266
43	66.124633	3.512681
44	69.493291	3.368658
45	72.699919	3.206628
46	75.700293	3.000374
47	78.503079	2.802786
48	81.073537	2.570458
49	83.414016	2.340479
50	85.521788	2.107772
51	87.394841	1.873053
52	89.064150	1.669309
53	90.520473	1.456323
54	91.793849	1.273376
55	92.894876	1.101027
56	93.824191	0.929315
57	94.601456	0.777265
58	95.265773	0.664317
59	95.821227	0.555454
60	96.282618	0.461391
61	96.672097	0.389479
62	96.994425	0.322328
63	97.258248	0.263823
64	97.474760	0.216512
65	97.654559	0.179799
66	97.803841	0.149282
67	97.929697	0.125856
68	98.036848	0.107151
69	98.128919	0.092071
70	98.209416	0.080497
71	98.278878	0.069462
72	98.338718	0.059840
73	98.392662	0.053944
74	98.442124	0.049462
75	98.487801	0.045677
76	98.530091	0.042290
77	98.571405	0.041314
78	98.608775	0.037370
79	98.645468	0.036693
80	98.678555	0.033087
81	98.711383	0.032828
82	98.742817	0.031434
83	98.772777	0.029960
84	98.801701	0.028924
85	98.830067	0.028366
86	98.857437	0.027370
87	98.884250	0.026813
88	98.910923	0.026673
89	98.936600	0.025677
90	98.960823	0.024223
91	98.985504	0.024681
92	99.007436	0.021932
