# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.077160	0.077160
2	0.408576	0.331416
3	0.743920	0.335344
4	1.100442	0.356522
5	1.478527	0.378085
6	1.883540	0.405013
7	2.318862	0.435322
8	2.778034	0.459172
9	3.270148	0.492114
10	3.795446	0.525298
11	4.357046	0.561600
12	4.958835	0.601789
13	5.596643	0.637808
14	6.279095	0.682452
15	7.003518	0.724423
16	7.775075	0.771557
17	8.603201	0.828126
18	9.447828	0.844627
19	10.358094	0.910266
20	11.339102	0.981008
21	12.404741	1.065639
22	13.595504	1.190763
23	14.922162	1.326658
24	16.412392	1.490230
25	18.102921	1.690529
26	20.010069	1.907148
27	22.177790	2.167721
28	24.621918	2.444128
29	27.352029	2.730111
30	30.360024	3.007995
31	33.652666	3.292642
32	37.214324	3.561658
33	40.986121	3.771797
34	44.945118	3.958997
35	49.017577	4.072459
36	53.171023	4.153446
37	57.350830	4.179807
38	61.446431	4.095601
39	65.438025	3.991594
40	69.268011	3.829986
41	72.841554	3.573543
42	76.192992	3.351438
43	79.253345	3.060353
44	82.028605	2.775260
45	84.494862	2.466257
46	86.679570	2.184708
47	88.569710	1.890140
48	90.207659	1.637949
49	91.593275	1.385616
50	92.766383	1.173108
51	93.747168	0.980785
52	94.564442	0.817274
53	95.227072	0.662630
54	95.775957	0.548885
55	96.218021	0.442064
56	96.578066	0.360045
57	96.870751	0.292685
58	97.112536	0.241785
59	97.307956	0.195420
60	97.469382	0.161426
61	97.604710	0.135328
62	97.720581	0.115871
63	97.816813	0.096232
64	97.897961	0.081148
65	97.967245	0.069284
66	98.032014	0.064769
67	98.089838	0.057824
68	98.143957	0.054119
69	98.195626	0.051669
70	98.244663	0.049037
71	98.289975	0.045312
72	98.334437	0.044462
73	98.375436	0.040999
74	98.415889	0.040453
75	98.452738	0.036849
76	98.488878	0.036140
77	98.522993	0.034115
78	98.555691	0.032698
79	98.587620	0.031929
80	98.618800	0.031180
81	98.649210	0.030410
82	98.679357	0.030147
83	98.707257	0.027900
84	98.734732	0.027475
85	98.762024	0.027292
86	98.787029	0.025005
87	98.812115	0.025086
88	98.836674	0.024559
89	98.859249	0.022575
90	98.881702	0.022453
91	98.904925	0.023223
92	98.926771	0.021846
93	98.948678	0.021907
94	98.969208	0.020530
95	98.987754	0.018546
96	99.007596	0.019842
