# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.092664	0.092664
2	0.428846	0.336182
3	0.747960	0.319114
4	1.085587	0.337627
5	1.441084	0.355497
6	1.821821	0.380737
7	2.229624	0.407803
8	2.660940	0.431316
9	3.126811	0.465871
10	3.618102	0.491291
11	4.129834	0.511732
12	4.673511	0.543677
13	5.246965	0.573454
14	5.859774	0.612809
15	6.518303	0.658529
16	7.229740	0.711437
17	7.981033	0.751293
18	8.777946	0.796913
19	9.642203	0.864257
20	10.579066	0.936863
21	11.619717	1.040651
22	12.758072	1.138355
23	14.039309	1.281237
24	15.455335	1.416026
25	17.016994	1.561659
26	18.736112	1.719118
27	20.630800	1.894688
28	22.724972	2.094172
29	25.012906	2.287934
30	27.507894	2.494988
31	30.184717	2.676823
32	33.070722	2.886005
33	36.129024	3.058302
34	39.330951	3.201927
35	42.685839	3.354888
36	46.166421	3.480582
37	49.734989	3.568568
38	53.351526	3.616537
39	56.993382	3.641856
40	60.601867	3.608485
41	64.147264	3.545397
42	67.602868	3.455604
43	70.901615	3.298747
44	74.042140	3.140525
45	76.976876	2.934736
46	79.705060	2.728184
47	82.218420	2.513360
48	84.488122	2.269702
49	86.528724	2.040602
50	88.343920	1.815196
51	89.933770	1.589850
52	91.323332	1.389562
53	92.524715	1.201383
54	93.557334	1.032619
55	94.433759	0.876425
56	95.172804	0.739045
57	95.787119	0.614315
58	96.294955	0.507836
59	96.712597	0.417642
60	97.057694	0.345097
61	97.347794	0.290100
62	97.580067	0.232273
63	97.775013	0.194946
64	97.932211	0.157198
65	98.062282	0.130071
66	98.171070	0.108788
67	98.263895	0.092825
68	98.341902	0.078007
69	98.409448	0.067546
70	98.469665	0.060217
71	98.522754	0.053089
72	98.569879	0.047125
73	98.613611	0.043732
74	98.655114	0.041503
75	98.693364	0.038250
76	98.728422	0.035058
77	98.762556	0.034134
78	98.795526	0.032970
79	98.825926	0.030400
80	98.854820	0.028894
81	98.884336	0.029516
82	98.911422	0.027086
83	98.936079	0.024657
84	98.961680	0.025601
85	98.985955	0.024275
86	99.008925	0.022970
