# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.091352	0.091352
2	0.424228	0.332876
3	0.762853	0.338625
4	1.127722	0.364869
5	1.506314	0.378592
6	1.905600	0.399286
7	2.322195	0.416595
8	2.751091	0.428896
9	3.190364	0.439273
10	3.641797	0.451433
11	4.119154	0.477357
12	4.617926	0.498772
13	5.132004	0.514078
14	5.675371	0.543367
15	6.244160	0.568789
16	6.838752	0.594592
17	7.461511	0.622759
18	8.092123	0.630612
19	8.758335	0.666212
20	9.453916	0.695581
21	10.182131	0.728215
22	10.934186	0.752055
23	11.729654	0.795468
24	12.574043	0.844389
25	13.471421	0.897378
26	14.434188	0.962767
27	15.480494	1.046306
28	16.617732	1.137238
29	17.870283	1.252551
30	19.266754	1.396471
31	20.813616	1.546862
32	22.560011	1.746395
33	24.491515	1.931504
34	26.636074	2.144559
35	29.011058	2.374984
36	31.603345	2.592287
37	34.407906	2.804561
38	37.420815	3.012909
39	40.637824	3.217009
40	44.019788	3.381964
41	47.515683	3.495895
42	51.094897	3.579214
43	54.721790	3.626893
44	58.344677	3.622887
45	61.932064	3.587387
46	65.437995	3.505931
47	68.797021	3.359026
48	72.001890	3.204869
49	75.019707	3.017817
50	77.834845	2.815138
51	80.430457	2.595612
52	82.793261	2.362804
53	84.915864	2.122603
54	86.819401	1.903537
55	88.499245	1.679844
56	89.968337	1.469092
57	91.238497	1.270160
58	92.339595	1.101098
59	93.277380	0.937785
60	94.077816	0.800436
61	94.753243	0.675427
62	95.314920	0.561677
63	95.777752	0.462832
64	96.168103	0.390351
65	96.488658	0.320555
66	96.756986	0.268328
67	96.982643	0.225657
68	97.166730	0.184087
69	97.323351	0.156621
70	97.457054	0.133703
71	97.571785	0.114731
72	97.672112	0.100327
73	97.756593	0.084481
74	97.830737	0.074144
75	97.897809	0.067072
76	97.958090	0.060281
77	98.014324	0.056234
78	98.065289	0.050965
79	98.111987	0.046698
80	98.157904	0.045917
81	98.200936	0.043032
82	98.242846	0.041910
83	98.283814	0.040968
84	98.320716	0.036902
85	98.356315	0.035599
86	98.391333	0.035018
87	98.426231	0.034898
88	98.461009	0.034778
89	98.493704	0.032695
90	98.525717	0.032013
91	98.556589	0.030872
92	98.588262	0.031673
93	98.617491	0.029229
94	98.644837	0.027346
95	98.671782	0.026945
96	98.698667	0.026885
97	98.725472	0.026805
98	98.751435	0.025963
99	98.776457	0.025022
100	98.800898	0.024441
101	98.825219	0.024321
102	98.847977	0.022758
103	98.869773	0.021796
104	98.891469	0.021696
105	98.912564	0.021095
106	98.933559	0.020995
107	98.953472	0.019913
108	98.972864	0.019392
109	98.992036	0.019172
110	99.010487	0.018451
