# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.093980	0.093980
2	0.447103	0.353123
3	0.786360	0.339257
4	1.149629	0.363269
5	1.520160	0.370531
6	1.906546	0.386386
7	2.302084	0.395538
8	2.719446	0.417362
9	3.141324	0.421878
10	3.579038	0.437714
11	4.033960	0.454922
12	4.502490	0.468530
13	4.980430	0.477940
14	5.473350	0.492920
15	5.977928	0.504578
16	6.502778	0.524850
17	7.045673	0.542895
18	7.597202	0.551529
19	8.179706	0.582504
20	8.789525	0.609819
21	9.451089	0.661564
22	10.155346	0.704257
23	10.925154	0.769808
24	11.784646	0.859492
25	12.745221	0.960575
26	13.816726	1.071505
27	15.020289	1.203563
28	16.390228	1.369939
29	17.937186	1.546958
30	19.688577	1.751391
31	21.654448	1.965871
32	23.848347	2.193899
33	26.258159	2.409812
34	28.912133	2.653974
35	31.797597	2.885464
36	34.887335	3.089738
37	38.170903	3.283568
38	41.628227	3.457324
39	45.210865	3.582638
40	48.880680	3.669815
41	52.579580	3.698900
42	56.301896	3.722316
43	59.991267	3.689371
44	63.591353	3.600086
45	67.061728	3.470375
46	70.372452	3.310724
47	73.520241	3.147789
48	76.452516	2.932275
49	79.162035	2.709519
50	81.637458	2.475423
51	83.890404	2.252946
52	85.912258	2.021854
53	87.702642	1.790384
54	89.280516	1.577874
55	90.669195	1.388679
56	91.880378	1.211183
57	92.911935	1.031557
58	93.790187	0.878252
59	94.534690	0.744503
60	95.166074	0.631384
61	95.698623	0.532549
62	96.142384	0.443761
63	96.512557	0.370173
64	96.822152	0.309595
65	97.078311	0.256159
66	97.288832	0.210521
67	97.463603	0.174771
68	97.611895	0.148292
69	97.737070	0.125175
70	97.843922	0.106852
71	97.933784	0.089862
72	98.012565	0.078781
73	98.084721	0.072156
74	98.146254	0.061533
75	98.204504	0.058250
76	98.258616	0.054112
77	98.307198	0.048582
78	98.351264	0.044066
79	98.395389	0.044125
80	98.435774	0.040385
81	98.475702	0.039928
82	98.513342	0.037640
83	98.550266	0.036924
84	98.585479	0.035213
85	98.619976	0.034497
86	98.652642	0.032666
87	98.686283	0.033641
88	98.716980	0.030697
89	98.748055	0.031075
90	98.776464	0.028409
91	98.804117	0.027653
92	98.832327	0.028210
93	98.857334	0.025007
94	98.881625	0.024291
95	98.906891	0.025266
96	98.929710	0.022819
97	98.951753	0.022043
98	98.973836	0.022083
99	98.994665	0.020829
100	99.016230	0.021565
