# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.060837	0.060837
2	0.332833	0.271996
3	0.580838	0.248005
4	0.833221	0.252383
5	1.081846	0.248625
6	1.331190	0.249344
7	1.584233	0.253043
8	1.843214	0.258981
9	2.110652	0.267438
10	2.388526	0.277874
11	2.673137	0.284611
12	2.970743	0.297606
13	3.281484	0.310741
14	3.601501	0.320017
15	3.935093	0.333592
16	4.286138	0.351045
17	4.649959	0.363821
18	5.019317	0.369358
19	5.398632	0.379315
20	5.801298	0.402666
21	6.217499	0.416201
22	6.659530	0.442031
23	7.123352	0.463822
24	7.605287	0.481935
25	8.108474	0.503187
26	8.631574	0.523100
27	9.172867	0.541293
28	9.733752	0.560885
29	10.317328	0.583576
30	10.916678	0.599350
31	11.541119	0.624441
32	12.182613	0.641494
33	12.849737	0.667124
34	13.551368	0.701631
35	14.294363	0.742995
36	15.076643	0.782280
37	15.899848	0.823205
38	16.784049	0.884201
39	17.728947	0.944898
40	18.755833	1.026886
41	19.863569	1.107736
42	21.063809	1.200240
43	22.357013	1.293204
44	23.757296	1.400283
45	25.272136	1.514840
46	26.901692	1.629556
47	28.654920	1.753228
48	30.539138	1.884218
49	32.554486	2.015348
50	34.678532	2.124046
51	36.939166	2.260634
52	39.319994	2.380828
53	41.802703	2.482709
54	44.378756	2.576053
55	47.023503	2.644747
56	49.745860	2.722357
57	52.510121	2.764261
58	55.306949	2.796828
59	58.108196	2.801247
60	60.898247	2.790051
61	63.667726	2.769479
62	66.385784	2.718058
63	69.005120	2.619336
64	71.543767	2.538647
65	73.991689	2.447922
66	76.323495	2.331806
67	78.525591	2.202096
68	80.592319	2.066728
69	82.514442	1.922123
70	84.300837	1.786395
71	85.946406	1.645569
72	87.440354	1.493948
73	88.787898	1.347544
74	89.990017	1.202119
75	91.083718	1.093701
76	92.041851	0.958133
77	92.894044	0.852193
78	93.633501	0.739457
79	94.279613	0.646112
80	94.846816	0.567203
81	95.333470	0.486654
82	95.754309	0.420839
83	96.116270	0.361961
84	96.427611	0.311341
85	96.689551	0.261940
86	96.916524	0.226973
87	97.110949	0.194425
88	97.278085	0.167136
89	97.416532	0.138447
90	97.537706	0.121174
91	97.642266	0.104560
92	97.729872	0.087606
93	97.810701	0.080829
94	97.880594	0.069893
95	97.943610	0.063016
96	97.999149	0.055539
97	98.051129	0.051980
98	98.097911	0.046782
99	98.140575	0.042664
100	98.180220	0.039645
101	98.217066	0.036846
102	98.252153	0.035087
103	98.286760	0.034607
104	98.318148	0.031388
105	98.346977	0.028829
106	98.377405	0.030428
107	98.404894	0.027489
108	98.431064	0.026170
109	98.457954	0.026890
110	98.483804	0.025850
111	98.508115	0.024311
112	98.533105	0.024990
113	98.557596	0.024491
114	98.582686	0.025090
115	98.606457	0.023771
116	98.629728	0.023271
117	98.652799	0.023071
118	98.675210	0.022411
119	98.696822	0.021612
120	98.717814	0.020992
121	98.738906	0.021092
122	98.758978	0.020072
123	98.779430	0.020452
124	98.798923	0.019493
125	98.818396	0.019473
126	98.836609	0.018213
127	98.856321	0.019712
128	98.874254	0.017933
129	98.892967	0.018713
130	98.910940	0.017973
131	98.928173	0.017233
132	98.946026	0.017853
133	98.962480	0.016454
134	98.978094	0.015614
135	98.995847	0.017753
136	99.011541	0.015694
