# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.074834	0.074834
2	0.402296	0.327462
3	0.714545	0.312249
4	1.036936	0.322391
5	1.366022	0.329086
6	1.711568	0.345546
7	2.067335	0.355767
8	2.431045	0.363710
9	2.808065	0.377020
10	3.199506	0.391441
11	3.603960	0.404454
12	4.022577	0.418617
13	4.454089	0.431512
14	4.899010	0.444921
15	5.359441	0.460431
16	5.838392	0.478951
17	6.342004	0.503612
18	6.840644	0.498640
19	7.362915	0.522271
20	7.912441	0.549526
21	8.486331	0.573890
22	9.080286	0.593955
23	9.701100	0.620814
24	10.341702	0.640602
25	11.004746	0.663044
26	11.695660	0.690914
27	12.414206	0.718546
28	13.161433	0.747227
29	13.950197	0.788764
30	14.773189	0.822992
31	15.647027	0.873838
32	16.577832	0.930805
33	17.563841	0.986009
34	18.640669	1.076828
35	19.818061	1.177392
36	21.101503	1.283442
37	22.504762	1.403259
38	24.055965	1.551203
39	25.752914	1.696949
40	27.616783	1.863869
41	29.639490	2.022707
42	31.843299	2.203809
43	34.216702	2.373403
44	36.758253	2.541551
45	39.456740	2.698487
46	42.300834	2.844094
47	45.272391	2.971557
48	48.326507	3.054116
49	51.468292	3.141785
50	54.659794	3.191502
51	57.855891	3.196097
52	61.030378	3.174487
53	64.166656	3.136278
54	67.207580	3.040924
55	70.164578	2.956998
56	72.982268	2.817690
57	75.654015	2.671747
58	78.157555	2.503540
59	80.484113	2.326558
60	82.637828	2.153715
61	84.591386	1.953558
62	86.366734	1.775348
63	87.963971	1.597237
64	89.369944	1.405973
65	90.620387	1.250443
66	91.714725	1.094338
67	92.667319	0.952594
68	93.499541	0.832222
69	94.211372	0.711831
70	94.818420	0.607048
71	95.332847	0.514427
72	95.775075	0.442228
73	96.141736	0.366661
74	96.454183	0.312447
75	96.712516	0.258333
76	96.928955	0.216439
77	97.115286	0.186331
78	97.269430	0.154144
79	97.400220	0.130790
80	97.514035	0.113815
81	97.609409	0.095374
82	97.693097	0.083688
83	97.765534	0.072437
84	97.832068	0.066534
85	97.891353	0.059285
86	97.946518	0.055165
87	97.995899	0.049381
88	98.040942	0.045043
89	98.084677	0.043735
90	98.124708	0.040031
91	98.163373	0.038665
92	98.197640	0.034267
93	98.233750	0.036110
94	98.267086	0.033336
95	98.299888	0.032802
96	98.330947	0.031059
97	98.361570	0.030623
98	98.391599	0.030029
99	98.420518	0.028919
100	98.449873	0.029355
101	98.477604	0.027731
102	98.503394	0.025790
103	98.529540	0.026146
104	98.555508	0.025968
105	98.580585	0.025077
106	98.604810	0.024225
107	98.629253	0.024443
108	98.652329	0.023076
109	98.675108	0.022779
110	98.698541	0.023433
111	98.719735	0.021194
112	98.741682	0.021947
113	98.763272	0.021590
114	98.784110	0.020838
115	98.803819	0.019709
116	98.824478	0.020659
117	98.843414	0.018936
118	98.862033	0.018619
119	98.880117	0.018084
120	98.899014	0.018897
121	98.916960	0.017946
122	98.933678	0.016718
123	98.949742	0.016064
124	98.966381	0.016639
125	98.983218	0.016837
126	98.999104	0.015886
127	99.014871	0.015767
