# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.068260	0.068260
2	0.375565	0.307305
3	0.677097	0.301532
4	0.988965	0.311868
5	1.301731	0.312766
6	1.624677	0.322946
7	1.956575	0.331898
8	2.296332	0.339757
9	2.650580	0.354248
10	3.025442	0.374862
11	3.413254	0.387812
12	3.813626	0.400372
13	4.237128	0.423502
14	4.676369	0.439241
15	5.139247	0.462878
16	5.630385	0.491138
17	6.141182	0.510797
18	6.664265	0.523083
19	7.212565	0.548300
20	7.789632	0.577067
21	8.393184	0.603552
22	9.017955	0.624771
23	9.667514	0.649559
24	10.345313	0.677799
25	11.052970	0.707657
26	11.789101	0.736131
27	12.568587	0.779486
28	13.399404	0.830817
29	14.306808	0.907404
30	15.294759	0.987951
31	16.384300	1.089541
32	17.609853	1.225553
33	18.985635	1.375782
34	20.543944	1.558309
35	22.318772	1.774828
36	24.296897	1.978125
37	26.508333	2.211436
38	28.975899	2.467566
39	31.689336	2.713437
40	34.633413	2.944077
41	37.802590	3.169177
42	41.149008	3.346418
43	44.686144	3.537136
44	48.319136	3.632992
45	52.046892	3.727756
46	55.798539	3.751647
47	59.542579	3.744040
48	63.213036	3.670457
49	66.765501	3.552465
50	70.160306	3.394805
51	73.379079	3.218773
52	76.391474	3.012395
53	79.144404	2.752930
54	81.692887	2.548483
55	83.988302	2.295415
56	86.043560	2.055258
57	87.854722	1.811162
58	89.436063	1.581341
59	90.810656	1.374593
60	91.981036	1.170380
61	92.987202	1.006166
62	93.833056	0.845854
63	94.543346	0.710290
64	95.139955	0.596609
65	95.636144	0.496189
66	96.037979	0.401835
67	96.375962	0.337983
68	96.651087	0.275125
69	96.882819	0.231732
70	97.075565	0.192746
71	97.235507	0.159942
72	97.367287	0.131780
73	97.479954	0.112667
74	97.580140	0.100186
75	97.667278	0.087138
76	97.740647	0.073369
77	97.808244	0.067597
78	97.868351	0.060107
79	97.924090	0.055739
80	97.974856	0.050766
81	98.021526	0.046670
82	98.065427	0.043901
83	98.107689	0.042262
84	98.147884	0.040195
85	98.188099	0.040215
86	98.226734	0.038635
87	98.263204	0.036470
88	98.299265	0.036061
89	98.335521	0.036256
90	98.370723	0.035202
91	98.402981	0.032258
92	98.436136	0.033155
93	98.467048	0.030912
94	98.497082	0.030034
95	98.527662	0.030580
96	98.557150	0.029488
97	98.585507	0.028357
98	98.613415	0.027908
99	98.640894	0.027479
100	98.667437	0.026543
101	98.693961	0.026524
102	98.720309	0.026348
103	98.746365	0.026056
104	98.769612	0.023247
105	98.792547	0.022935
106	98.814936	0.022389
107	98.836467	0.021531
108	98.857257	0.020790
109	98.877715	0.020458
110	98.898388	0.020673
111	98.918339	0.019951
112	98.936379	0.018040
113	98.955297	0.018918
114	98.972674	0.017377
115	98.991260	0.018586
116	99.009183	0.017923
