# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.092865	0.092865
2	0.459080	0.366215
3	0.814921	0.355841
4	1.185846	0.370925
5	1.577836	0.391990
6	1.995045	0.417209
7	2.435505	0.440460
8	2.901004	0.465499
9	3.386555	0.485551
10	3.894344	0.507789
11	4.430292	0.535948
12	4.998732	0.568440
13	5.588873	0.590141
14	6.198549	0.609676
15	6.852601	0.654052
16	7.531275	0.678674
17	8.261122	0.729847
18	9.029144	0.768022
19	9.875783	0.846639
20	10.817334	0.941551
21	11.883169	1.065835
22	13.122672	1.239503
23	14.548919	1.426247
24	16.224053	1.675134
25	18.180505	1.956452
26	20.448602	2.268097
27	23.050601	2.601999
28	26.010906	2.960305
29	29.328125	3.317219
30	33.022986	3.694861
31	37.017151	3.994165
32	41.288004	4.270853
33	45.741011	4.453007
34	50.295011	4.554000
35	54.893625	4.598614
36	59.451281	4.557656
37	63.898286	4.447005
38	68.146544	4.248258
39	72.144465	3.997921
40	75.853813	3.709348
41	79.206962	3.353149
42	82.215398	3.008436
43	84.855115	2.639717
44	87.151153	2.296038
45	89.117681	1.966528
46	90.778268	1.660587
47	92.159384	1.381116
48	93.295072	1.135688
49	94.225554	0.930482
50	94.979248	0.753694
51	95.587513	0.608265
52	96.074535	0.487022
53	96.465074	0.390539
54	96.780137	0.315063
55	97.033057	0.252920
56	97.235123	0.202066
57	97.398159	0.163036
58	97.532221	0.134062
59	97.644701	0.112480
60	97.740269	0.095568
61	97.824351	0.084082
62	97.900046	0.075695
63	97.967057	0.067011
64	98.026834	0.059777
65	98.082637	0.055803
66	98.135022	0.052385
67	98.184962	0.049940
68	98.229437	0.044475
69	98.273813	0.044376
70	98.316500	0.042687
71	98.358352	0.041852
72	98.396051	0.037699
73	98.433153	0.037102
74	98.469957	0.036804
75	98.504039	0.034082
76	98.537604	0.033565
77	98.568586	0.030982
78	98.600462	0.031876
79	98.630987	0.030525
80	98.661015	0.030028
81	98.689075	0.028060
82	98.716221	0.027146
83	98.741897	0.025676
84	98.768209	0.026312
85	98.793050	0.024841
86	98.815884	0.022834
87	98.839453	0.023569
88	98.861611	0.022158
89	98.882994	0.021383
90	98.904814	0.021820
91	98.924786	0.019972
92	98.944857	0.020071
93	98.964332	0.019475
94	98.983390	0.019058
95	99.001872	0.018482
