# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.077656	0.077656
2	0.372159	0.294503
3	0.658940	0.286781
4	0.948547	0.289607
5	1.239130	0.290583
6	1.539823	0.300693
7	1.841033	0.301210
8	2.150502	0.309469
9	2.467773	0.317271
10	2.791591	0.323818
11	3.127231	0.335640
12	3.470015	0.342784
13	3.815247	0.345232
14	4.173117	0.357870
15	4.538987	0.365870
16	4.908579	0.369592
17	5.281733	0.373154
18	5.656221	0.374488
19	6.043028	0.386807
20	6.430392	0.387364
21	6.828125	0.397733
22	7.233520	0.405395
23	7.649423	0.415903
24	8.077565	0.428142
25	8.514205	0.436640
26	8.966130	0.451925
27	9.431846	0.465716
28	9.915235	0.483389
29	10.414266	0.499031
30	10.937936	0.523670
31	11.485905	0.547969
32	12.057776	0.571871
33	12.665589	0.607813
34	13.311255	0.645666
35	14.005541	0.694286
36	14.761880	0.756339
37	15.596034	0.834154
38	16.501575	0.905541
39	17.501250	0.999675
40	18.605010	1.103760
41	19.823264	1.218254
42	21.174201	1.350937
43	22.664549	1.490348
44	24.304198	1.639649
45	26.108971	1.804773
46	28.089395	1.980424
47	30.239061	2.149666
48	32.547781	2.308720
49	35.025744	2.477963
50	37.652292	2.626548
51	40.434072	2.781780
52	43.330624	2.896552
53	46.338087	3.007463
54	49.407066	3.068979
55	52.521679	3.114613
56	55.681449	3.159770
57	58.815665	3.134216
58	61.923910	3.108245
59	64.967037	3.043127
60	67.920627	2.953590
61	70.751603	2.830976
62	73.465379	2.713776
63	76.032799	2.567420
64	78.433902	2.401103
65	80.672767	2.238865
66	82.732359	2.059592
67	84.616738	1.884379
68	86.324013	1.707275
69	87.863538	1.539525
70	89.239213	1.375675
71	90.452372	1.213159
72	91.536927	1.084555
73	92.474071	0.937144
74	93.292065	0.817994
75	94.000202	0.708137
76	94.615359	0.615157
77	95.135705	0.520346
78	95.576465	0.440760
79	95.950793	0.374328
80	96.270790	0.319997
81	96.543302	0.272512
82	96.778061	0.234759
83	96.974211	0.196150
84	97.140309	0.166098
85	97.280655	0.140346
86	97.400283	0.119628
87	97.505801	0.105518
88	97.595000	0.089199
89	97.674964	0.079964
90	97.744619	0.069655
91	97.807806	0.063187
92	97.863391	0.055585
93	97.913284	0.049893
94	97.959973	0.046689
95	98.003816	0.043843
96	98.042544	0.038728
97	98.081193	0.038649
98	98.116817	0.035624
99	98.150490	0.033673
100	98.184303	0.033813
101	98.217558	0.033255
102	98.247629	0.030071
103	98.278536	0.030907
104	98.308946	0.030410
105	98.338062	0.029116
106	98.365745	0.027683
107	98.392851	0.027106
108	98.420435	0.027584
109	98.447402	0.026967
110	98.473254	0.025852
111	98.498230	0.024976
112	98.523027	0.024797
113	98.547068	0.024041
114	98.570791	0.023723
115	98.594832	0.024041
116	98.618614	0.023782
117	98.640685	0.022071
118	98.662676	0.021991
119	98.683712	0.021036
120	98.703813	0.020101
121	98.725506	0.021693
122	98.745666	0.020160
123	98.764354	0.018688
124	98.782345	0.017991
125	98.799819	0.017474
126	98.817511	0.017692
127	98.835422	0.017911
128	98.851522	0.016100
129	98.868976	0.017454
130	98.886012	0.017036
131	98.901794	0.015782
132	98.918093	0.016299
133	98.933815	0.015722
134	98.948701	0.014886
135	98.963886	0.015185
136	98.977837	0.013951
137	98.992843	0.015006
138	99.008008	0.015165
