# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.082311	0.082311
2	0.403308	0.320997
3	0.699387	0.296079
4	0.999243	0.299856
5	1.304973	0.305730
6	1.612502	0.307529
7	1.924362	0.311860
8	2.242037	0.317675
9	2.571281	0.329244
10	2.906043	0.334762
11	3.254135	0.348092
12	3.603749	0.349614
13	3.957457	0.353708
14	4.313163	0.355706
15	4.682693	0.369530
16	5.061874	0.379181
17	5.448016	0.386142
18	5.825377	0.377361
19	6.215494	0.390117
20	6.612375	0.396881
21	7.019125	0.406750
22	7.435585	0.416460
23	7.872969	0.437384
24	8.321013	0.448044
25	8.791088	0.470075
26	9.276688	0.485600
27	9.787681	0.510993
28	10.333758	0.546077
29	10.911715	0.577957
30	11.538185	0.626470
31	12.220465	0.682280
32	12.968978	0.748513
33	13.801404	0.832426
34	14.741930	0.940526
35	15.789270	1.047340
36	16.971429	1.182159
37	18.322877	1.351448
38	19.844208	1.521331
39	21.554625	1.710417
40	23.474142	1.919517
41	25.610710	2.136568
42	27.986498	2.375788
43	30.574926	2.588428
44	33.379574	2.804648
45	36.402083	3.022509
46	39.593921	3.191838
47	42.941126	3.347205
48	46.408870	3.467744
49	49.952498	3.543628
50	53.514380	3.561882
51	57.106441	3.592061
52	60.666385	3.559944
53	64.137294	3.470909
54	67.496642	3.359348
55	70.717058	3.220416
56	73.739132	3.022074
57	76.576946	2.837814
58	79.201328	2.624382
59	81.601837	2.400509
60	83.776930	2.175093
61	85.724154	1.947224
62	87.456998	1.732844
63	88.998640	1.541642
64	90.341723	1.343083
65	91.494118	1.152395
66	92.498088	1.003970
67	93.358320	0.860232
68	94.085375	0.727055
69	94.701462	0.616087
70	95.221454	0.519992
71	95.659688	0.438234
72	96.019448	0.359760
73	96.321183	0.301735
74	96.569679	0.248496
75	96.778364	0.208685
76	96.956256	0.177892
77	97.106322	0.150066
78	97.230501	0.124179
79	97.335516	0.105015
80	97.427458	0.091942
81	97.507811	0.080353
82	97.579462	0.071651
83	97.642095	0.062633
84	97.698716	0.056621
85	97.750274	0.051558
86	97.798707	0.048433
87	97.847002	0.048295
88	97.889918	0.042916
89	97.930896	0.040978
90	97.968492	0.037596
91	98.007353	0.038861
92	98.044197	0.036844
93	98.079024	0.034827
94	98.110390	0.031366
95	98.143734	0.033344
96	98.175713	0.031979
97	98.206229	0.030516
98	98.235835	0.029606
99	98.264531	0.028696
100	98.294117	0.029586
101	98.322932	0.028815
102	98.349591	0.026659
103	98.377279	0.027688
104	98.404551	0.027272
105	98.430538	0.025987
106	98.455496	0.024958
107	98.481265	0.025769
108	98.506480	0.025215
109	98.529738	0.023258
110	98.552343	0.022605
111	98.574493	0.022150
112	98.595911	0.021418
113	98.617250	0.021339
114	98.637284	0.020034
115	98.658327	0.021043
116	98.677352	0.019025
117	98.697267	0.019915
118	98.716095	0.018828
119	98.734171	0.018076
120	98.751377	0.017206
121	98.768662	0.017285
122	98.785670	0.017008
123	98.802144	0.016474
124	98.818598	0.016454
125	98.834756	0.016158
126	98.851092	0.016336
127	98.867230	0.016138
128	98.882953	0.015723
129	98.898062	0.015109
130	98.913013	0.014951
131	98.927648	0.014635
132	98.940839	0.013191
133	98.954386	0.013547
134	98.968606	0.014220
135	98.982371	0.013765
136	98.995364	0.012993
137	99.008654	0.013290
