# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.064744	0.064744
2	0.358714	0.293970
3	0.643757	0.285043
4	0.936312	0.292555
5	1.235862	0.299550
6	1.541211	0.305349
7	1.855647	0.314436
8	2.184650	0.329003
9	2.517439	0.332789
10	2.869637	0.352198
11	3.236223	0.366586
12	3.615762	0.379539
13	4.009908	0.394146
14	4.423782	0.413874
15	4.849214	0.425432
16	5.299934	0.450720
17	5.773092	0.473158
18	6.261714	0.488622
19	6.768749	0.507035
20	7.300633	0.531884
21	7.854517	0.553884
22	8.438552	0.584035
23	9.043610	0.605058
24	9.667480	0.623870
25	10.318152	0.650672
26	10.994829	0.676677
27	11.696157	0.701328
28	12.431063	0.734906
29	13.200941	0.769878
30	14.034268	0.833327
31	14.942503	0.908235
32	15.941169	0.998666
33	17.040648	1.099479
34	18.276610	1.235962
35	19.666093	1.389483
36	21.247259	1.581166
37	23.018174	1.770915
38	25.012436	1.994262
39	27.244294	2.231858
40	29.706254	2.461960
41	32.421114	2.714860
42	35.360676	2.939562
43	38.514100	3.153424
44	41.846632	3.332532
45	45.334041	3.487409
46	48.943745	3.609704
47	52.618930	3.675185
48	56.321157	3.702227
49	60.008219	3.687062
50	63.620792	3.612573
51	67.123644	3.502852
52	70.474370	3.350726
53	73.631979	3.157609
54	76.604561	2.972582
55	79.346443	2.741882
56	81.839331	2.492888
57	84.091435	2.252104
58	86.107319	2.015884
59	87.884810	1.777491
60	89.441306	1.556496
61	90.796315	1.355009
62	91.948103	1.151788
63	92.925885	0.977782
64	93.756721	0.830836
65	94.450297	0.693576
66	95.023571	0.573274
67	95.504361	0.480790
68	95.901137	0.396776
69	96.225875	0.324738
70	96.495394	0.269519
71	96.719140	0.223746
72	96.906757	0.187617
73	97.062929	0.156172
74	97.192458	0.129529
75	97.301481	0.109023
76	97.394164	0.092683
77	97.475747	0.081583
78	97.547486	0.071739
79	97.613785	0.066299
80	97.673308	0.059523
81	97.729484	0.056176
82	97.781116	0.051632
83	97.829121	0.048005
84	97.872762	0.043641
85	97.915845	0.043083
86	97.956397	0.040552
87	97.996730	0.040333
88	98.038339	0.041609
89	98.076261	0.037922
90	98.114123	0.037862
91	98.147362	0.033239
92	98.182534	0.035172
93	98.216670	0.034136
94	98.250128	0.033458
95	98.280836	0.030708
96	98.312142	0.031306
97	98.341694	0.029552
98	98.370031	0.028337
99	98.397949	0.027918
100	98.425190	0.027241
101	98.451953	0.026763
102	98.477759	0.025806
103	98.502888	0.025129
104	98.526701	0.023813
105	98.550295	0.023594
106	98.572275	0.021980
107	98.595172	0.022897
108	98.617311	0.022139
109	98.638315	0.021004
110	98.659757	0.021442
111	98.680282	0.020525
112	98.700349	0.020067
113	98.720237	0.019888
114	98.739726	0.019489
115	98.759394	0.019668
116	98.777369	0.017975
117	98.796141	0.018772
118	98.814215	0.018074
119	98.831931	0.017716
120	98.849387	0.017456
121	98.866106	0.016719
122	98.881968	0.015862
123	98.898926	0.016958
124	98.914310	0.015384
125	98.929455	0.015145
126	98.944839	0.015384
127	98.958968	0.014129
128	98.973694	0.014726
129	98.988719	0.015025
130	99.003206	0.014487
