# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.050369	0.050369
2	0.319291	0.268922
3	0.558143	0.238852
4	0.794275	0.236132
5	1.011409	0.217134
6	1.230622	0.219213
7	1.443677	0.213055
8	1.649739	0.206062
9	1.848808	0.199069
10	2.054287	0.205479
11	2.262641	0.208354
12	2.472394	0.209753
13	2.680709	0.208315
14	2.892637	0.211928
15	3.107460	0.214823
16	3.321078	0.213618
17	3.538037	0.216959
18	3.751209	0.213172
19	3.967061	0.215852
20	4.186138	0.219077
21	4.405778	0.219640
22	4.633732	0.227954
23	4.866134	0.232402
24	5.104597	0.238463
25	5.348421	0.243824
26	5.597432	0.249011
27	5.846579	0.249147
28	6.108993	0.262414
29	6.379838	0.270845
30	6.653499	0.273661
31	6.942429	0.288930
32	7.241091	0.298662
33	7.543424	0.302333
34	7.858791	0.315367
35	8.179714	0.320923
36	8.509941	0.330227
37	8.855126	0.345185
38	9.209965	0.354839
39	9.576906	0.366941
40	9.945168	0.368262
41	10.321802	0.376634
42	10.705351	0.383549
43	11.091756	0.386405
44	11.483658	0.391902
45	11.879406	0.395748
46	12.280127	0.400721
47	12.679663	0.399536
48	13.081239	0.401576
49	13.491751	0.410512
50	13.904963	0.413212
51	14.324837	0.419874
52	14.759611	0.434774
53	15.209828	0.450217
54	15.683122	0.473294
55	16.176035	0.492913
56	16.698533	0.522498
57	17.243097	0.544564
58	17.824394	0.581297
59	18.459188	0.634794
60	19.144196	0.685008
61	19.879185	0.734989
62	20.681871	0.802686
63	21.556449	0.874578
64	22.514089	0.957640
65	23.559337	1.045248
66	24.705168	1.145831
67	25.963296	1.258128
68	27.325659	1.362363
69	28.795501	1.469842
70	30.382574	1.587073
71	32.085809	1.703235
72	33.898350	1.812541
73	35.839019	1.940669
74	37.906437	2.067418
75	40.048856	2.142419
76	42.305786	2.256930
77	44.638940	2.333154
78	47.046182	2.407242
79	49.492740	2.446558
80	52.002935	2.510195
81	54.535546	2.532611
82	57.066098	2.530552
83	59.601040	2.534942
84	62.128426	2.527386
85	64.621352	2.492926
86	67.037937	2.416585
87	69.402890	2.364953
88	71.681421	2.278531
89	73.879706	2.198285
90	75.974863	2.095157
91	77.953333	1.978470
92	79.822382	1.869049
93	81.570431	1.748049
94	83.204222	1.633791
95	84.717305	1.513083
96	86.112030	1.394725
97	87.390710	1.278680
98	88.560589	1.169879
99	89.619862	1.059273
100	90.572549	0.952687
101	91.425255	0.852706
102	92.191810	0.766555
103	92.871768	0.679958
104	93.476376	0.604608
105	94.003943	0.527567
106	94.471545	0.467602
107	94.885281	0.413736
108	95.242762	0.357481
109	95.554769	0.312007
110	95.828508	0.273739
111	96.065106	0.236598
112	96.269886	0.204780
113	96.449627	0.179741
114	96.602989	0.153362
115	96.739956	0.136967
116	96.858372	0.118416
117	96.961364	0.102992
118	97.051244	0.089880
119	97.130965	0.079721
120	97.204567	0.073602
121	97.267893	0.063326
122	97.326615	0.058722
123	97.379238	0.052623
124	97.429530	0.050292
125	97.473936	0.044406
126	97.514437	0.040501
127	97.551034	0.036597
128	97.586349	0.035315
129	97.621606	0.035257
130	97.654648	0.033042
131	97.686097	0.031449
132	97.717197	0.031100
133	97.748141	0.030944
134	97.778250	0.030109
135	97.806630	0.028380
136	97.834641	0.028011
137	97.861001	0.026360
138	97.886506	0.025505
139	97.911351	0.024845
140	97.935749	0.024398
141	97.960769	0.025020
142	97.983846	0.023077
143	98.006185	0.022339
144	98.029087	0.022902
145	98.051950	0.022863
146	98.074386	0.022436
147	98.095307	0.020921
148	98.116442	0.021135
149	98.137713	0.021271
150	98.157701	0.019988
151	98.178894	0.021193
152	98.199271	0.020377
153	98.218696	0.019425
154	98.237364	0.018668
155	98.256362	0.018998
156	98.275088	0.018726
157	98.292493	0.017405
158	98.310636	0.018143
159	98.329459	0.018823
160	98.348088	0.018629
161	98.365474	0.017386
162	98.382588	0.017114
163	98.400284	0.017696
164	98.416873	0.016589
165	98.433734	0.016861
166	98.450964	0.017230
167	98.468524	0.017560
168	98.485793	0.017269
169	98.502149	0.016356
170	98.518816	0.016667
171	98.534589	0.015773
172	98.550479	0.015890
173	98.566913	0.016434
174	98.583269	0.016356
175	98.598576	0.015307
176	98.612795	0.014219
177	98.626742	0.013947
178	98.639971	0.013229
179	98.653996	0.014025
180	98.668176	0.014180
181	98.681171	0.012995
182	98.693525	0.012354
183	98.705996	0.012471
184	98.718389	0.012393
185	98.730918	0.012529
186	98.743719	0.012801
187	98.756481	0.012762
188	98.767767	0.011286
189	98.779577	0.011810
190	98.790844	0.011267
191	98.801761	0.010917
192	98.813008	0.011247
193	98.823653	0.010645
194	98.834725	0.011072
195	98.845720	0.010995
196	98.857608	0.011888
197	98.868272	0.010664
198	98.878820	0.010548
199	98.889154	0.010334
200	98.899644	0.010490
201	98.909395	0.009751
202	98.919574	0.010179
203	98.928296	0.008722
204	98.937678	0.009382
205	98.947663	0.009985
206	98.956385	0.008722
207	98.965359	0.008974
208	98.974217	0.008858
209	98.982900	0.008683
210	98.992069	0.009169
211	99.001005	0.008936
