# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.066442	0.066442
2	0.359535	0.293093
3	0.634576	0.275041
4	0.907735	0.273159
5	1.178952	0.271217
6	1.448425	0.269473
7	1.721168	0.272743
8	1.988937	0.267769
9	2.261640	0.272703
10	2.541437	0.279797
11	2.827099	0.285662
12	3.120390	0.293291
13	3.418457	0.298067
14	3.716583	0.298126
15	4.023547	0.306964
16	4.333880	0.310333
17	4.659174	0.325294
18	4.979038	0.319864
19	5.307264	0.328226
20	5.651264	0.344000
21	6.005172	0.353908
22	6.367125	0.361953
23	6.747625	0.380500
24	7.149506	0.401881
25	7.564406	0.414900
26	7.996110	0.431704
27	8.438514	0.442404
28	8.889954	0.451440
29	9.352590	0.462636
30	9.829236	0.476646
31	10.316443	0.487207
32	10.817264	0.500821
33	11.334849	0.517585
34	11.867949	0.533100
35	12.421678	0.553729
36	13.002415	0.580737
37	13.614956	0.612541
38	14.266178	0.651222
39	14.960816	0.694638
40	15.703824	0.743008
41	16.504218	0.800394
42	17.369429	0.865211
43	18.301498	0.932069
44	19.320676	1.019178
45	20.440042	1.119366
46	21.657080	1.217038
47	22.977020	1.319940
48	24.401765	1.424745
49	25.942670	1.540905
50	27.606075	1.663405
51	29.388770	1.782695
52	31.285267	1.896497
53	33.294297	2.009030
54	35.420814	2.126517
55	37.652889	2.232075
56	39.970389	2.317500
57	42.379239	2.408850
58	44.848745	2.469506
59	47.373378	2.524633
60	49.953297	2.579919
61	52.548830	2.595533
62	55.149951	2.601121
63	57.749982	2.600031
64	60.324253	2.574271
65	62.860240	2.535987
66	65.347084	2.486844
67	67.763424	2.416340
68	70.096222	2.332798
69	72.344129	2.247907
70	74.498368	2.154239
71	76.530503	2.032135
72	78.457535	1.927032
73	80.269359	1.811824
74	81.960486	1.691127
75	83.534780	1.574294
76	84.995808	1.461028
77	86.332790	1.336982
78	87.567662	1.234872
79	88.684769	1.117107
80	89.708981	1.024212
81	90.634788	0.925807
82	91.470315	0.835527
83	92.213243	0.742928
84	92.880317	0.667074
85	93.476114	0.595797
86	94.005767	0.529653
87	94.474368	0.468601
88	94.881560	0.407192
89	95.244642	0.363082
90	95.571699	0.327057
91	95.860215	0.288516
92	96.113122	0.252907
93	96.334780	0.221658
94	96.531431	0.196651
95	96.704223	0.172792
96	96.858310	0.154087
97	96.991570	0.133260
98	97.112307	0.120737
99	97.216636	0.104329
100	97.312405	0.095769
101	97.394878	0.082473
102	97.471406	0.076528
103	97.540325	0.068919
104	97.604369	0.064044
105	97.662270	0.057901
106	97.717575	0.055305
107	97.768283	0.050708
108	97.814889	0.046606
109	97.856066	0.041177
110	97.896648	0.040582
111	97.935883	0.039235
112	97.971115	0.035232
113	98.005515	0.034400
114	98.038112	0.032597
115	98.069916	0.031804
116	98.100789	0.030873
117	98.130295	0.029506
118	98.157977	0.027682
119	98.186214	0.028237
120	98.212846	0.026632
121	98.238567	0.025721
122	98.262821	0.024254
123	98.288641	0.025820
124	98.313747	0.025106
125	98.338279	0.024532
126	98.361483	0.023204
127	98.383696	0.022213
128	98.406623	0.022927
129	98.428836	0.022213
130	98.450693	0.021857
131	98.471678	0.020985
132	98.492405	0.020727
133	98.512577	0.020172
134	98.531659	0.019082
135	98.551336	0.019677
136	98.570260	0.018924
137	98.588609	0.018349
138	98.606205	0.017596
139	98.624277	0.018072
140	98.641715	0.017438
141	98.657449	0.015734
142	98.673995	0.016546
143	98.690759	0.016764
144	98.706612	0.015853
145	98.721394	0.014782
146	98.736375	0.014981
147	98.750900	0.014525
148	98.766317	0.015417
149	98.780763	0.014446
150	98.795486	0.014723
151	98.809833	0.014347
152	98.823605	0.013772
153	98.837912	0.014307
154	98.852358	0.014446
155	98.866031	0.013673
156	98.878396	0.012365
157	98.891811	0.013415
158	98.904374	0.012563
159	98.915411	0.011037
160	98.928370	0.012959
161	98.939665	0.011295
162	98.950881	0.011216
163	98.962255	0.011374
164	98.972837	0.010582
165	98.983954	0.011117
166	98.994337	0.010383
167	99.003512	0.009175
