# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.068604	0.068604
2	0.370680	0.302076
3	0.641084	0.270404
4	0.909847	0.268763
5	1.164770	0.254923
6	1.421453	0.256683
7	1.669733	0.248280
8	1.924617	0.254884
9	2.179066	0.254449
10	2.429738	0.250672
11	2.686757	0.257019
12	2.953800	0.267043
13	3.221297	0.267497
14	3.490613	0.269316
15	3.766710	0.276097
16	4.046999	0.280289
17	4.330076	0.283077
18	4.612540	0.282464
19	4.897574	0.285034
20	5.185178	0.287604
21	5.479840	0.294662
22	5.775649	0.295809
23	6.084645	0.308996
24	6.398544	0.313899
25	6.719758	0.321214
26	7.039766	0.320008
27	7.378418	0.338652
28	7.724642	0.346224
29	8.072448	0.347806
30	8.434212	0.361764
31	8.809558	0.375346
32	9.194552	0.384994
33	9.590737	0.396185
34	10.012604	0.421867
35	10.445107	0.432503
36	10.900979	0.455872
37	11.391351	0.490372
38	11.908196	0.516845
39	12.478086	0.569890
40	13.092994	0.614908
41	13.759048	0.666054
42	14.497522	0.738474
43	15.320318	0.822796
44	16.233783	0.913465
45	17.244460	1.010677
46	18.374631	1.130171
47	19.633212	1.258581
48	21.030445	1.397233
49	22.577955	1.547510
50	24.276889	1.698934
51	26.130429	1.853540
52	28.145792	2.015363
53	30.325074	2.179282
54	32.668670	2.343596
55	35.160309	2.491639
56	37.796373	2.636064
57	40.566719	2.770346
58	43.430600	2.863881
59	46.380938	2.950338
60	49.411427	3.030489
61	52.459670	3.048243
62	55.519103	3.059433
63	58.558548	3.039445
64	61.563117	3.004569
65	64.501573	2.938456
66	67.369705	2.868132
67	70.113974	2.744269
68	72.746993	2.633019
69	75.234737	2.487744
70	77.576831	2.342094
71	79.754037	2.177206
72	81.778258	2.024221
73	83.639015	1.860757
74	85.331503	1.692488
75	86.859223	1.527720
76	88.250841	1.391618
77	89.501989	1.251148
78	90.603156	1.101167
79	91.584553	0.981397
80	92.442442	0.857889
81	93.204819	0.762377
82	93.856263	0.651444
83	94.425401	0.569138
84	94.918640	0.493239
85	95.342761	0.424121
86	95.704782	0.362021
87	96.018839	0.314057
88	96.289065	0.270226
89	96.518464	0.229399
90	96.717772	0.199308
91	96.887820	0.170048
92	97.030960	0.143140
93	97.154349	0.123389
94	97.261467	0.107118
95	97.356287	0.094820
96	97.438138	0.081851
97	97.511645	0.073507
98	97.576671	0.065026
99	97.637090	0.060419
100	97.691499	0.054409
101	97.741815	0.050316
102	97.786892	0.045077
103	97.831376	0.044484
104	97.872282	0.040906
105	97.911388	0.039106
106	97.948557	0.037169
107	97.986952	0.038395
108	98.023152	0.036200
109	98.058225	0.035073
110	98.091380	0.033155
111	98.123151	0.031771
112	98.153380	0.030229
113	98.184084	0.030704
114	98.214867	0.030783
115	98.243653	0.028786
116	98.270976	0.027323
117	98.298655	0.027679
118	98.326650	0.027995
119	98.354131	0.027481
120	98.381296	0.027165
121	98.406642	0.025346
122	98.432146	0.025504
123	98.455179	0.023033
124	98.477678	0.022499
125	98.501660	0.023982
126	98.524159	0.022499
127	98.547429	0.023270
128	98.569454	0.022025
129	98.591123	0.021669
130	98.612278	0.021155
131	98.633156	0.020878
132	98.652848	0.019692
133	98.672421	0.019573
134	98.691737	0.019316
135	98.710321	0.018584
136	98.728451	0.018130
137	98.746897	0.018446
138	98.764592	0.017695
139	98.781733	0.017141
140	98.799131	0.017398
141	98.814967	0.015836
142	98.830566	0.015599
143	98.845691	0.015125
144	98.860440	0.014749
145	98.875644	0.015204
146	98.890116	0.014472
147	98.904173	0.014057
148	98.918823	0.014650
149	98.933789	0.014966
150	98.947134	0.013345
151	98.959748	0.012614
152	98.972737	0.012989
153	98.985291	0.012554
154	98.997015	0.011724
155	99.009787	0.012772
