# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.064074	0.064074
2	0.371391	0.307317
3	0.664256	0.292865
4	0.973090	0.308834
5	1.278510	0.305420
6	1.602654	0.324144
7	1.939632	0.336978
8	2.287469	0.347837
9	2.644508	0.357039
10	3.021967	0.377459
11	3.421303	0.399336
12	3.844333	0.423030
13	4.291655	0.447322
14	4.764806	0.473151
15	5.265643	0.500837
16	5.795064	0.529421
17	6.348697	0.553633
18	6.922071	0.573374
19	7.533291	0.611220
20	8.175670	0.642379
21	8.843619	0.667949
22	9.542567	0.698948
23	10.284311	0.741744
24	11.061705	0.777394
25	11.896406	0.834701
26	12.795701	0.899295
27	13.773541	0.977840
28	14.837353	1.063812
29	16.014362	1.177009
30	17.324949	1.310587
31	18.782727	1.457778
32	20.415901	1.633174
33	22.243533	1.827632
34	24.289756	2.046223
35	26.549041	2.259285
36	29.030290	2.481249
37	31.741647	2.711357
38	34.674868	2.933221
39	37.802827	3.127959
40	41.112070	3.309243
41	44.577726	3.465656
42	48.146959	3.569233
43	51.801944	3.654985
44	55.485632	3.683688
45	59.145148	3.659516
46	62.730948	3.585800
47	66.245648	3.514700
48	69.596031	3.350383
49	72.787665	3.191634
50	75.771607	2.983942
51	78.537876	2.766269
52	81.072979	2.535103
53	83.381527	2.308548
54	85.456354	2.074827
55	87.293507	1.837153
56	88.896600	1.603093
57	90.287370	1.390770
58	91.492404	1.205034
59	92.520566	1.028162
60	93.393053	0.872487
61	94.135795	0.742742
62	94.756756	0.620961
63	95.266395	0.509639
64	95.690283	0.423888
65	96.042751	0.352468
66	96.330786	0.288035
67	96.569358	0.238572
68	96.768707	0.199349
69	96.934801	0.166094
70	97.077940	0.143139
71	97.197585	0.119645
72	97.301780	0.104195
73	97.390765	0.088985
74	97.470988	0.080223
75	97.542548	0.071560
76	97.607760	0.065212
77	97.667622	0.059862
78	97.720179	0.052557
79	97.770580	0.050401
80	97.820402	0.049822
81	97.866232	0.045830
82	97.910745	0.044513
83	97.953142	0.042397
84	97.994900	0.041758
85	98.033883	0.038983
86	98.072168	0.038285
87	98.109794	0.037626
88	98.146702	0.036908
89	98.183210	0.036508
90	98.217982	0.034772
91	98.251077	0.033095
92	98.284711	0.033634
93	98.315750	0.031039
94	98.344793	0.029043
95	98.375273	0.030480
96	98.404436	0.029163
97	98.432840	0.028404
98	98.460566	0.027726
99	98.487513	0.026947
100	98.513622	0.026109
101	98.539551	0.025929
102	98.563464	0.023913
103	98.587537	0.024073
104	98.610452	0.022915
105	98.633088	0.022636
106	98.653947	0.020859
107	98.675545	0.021598
108	98.696105	0.020560
109	98.714828	0.018723
110	98.734469	0.019641
111	98.756027	0.021558
112	98.776806	0.020779
113	98.795569	0.018763
114	98.814372	0.018803
115	98.832716	0.018344
116	98.851779	0.019063
117	98.869903	0.018124
118	98.888227	0.018324
119	98.905773	0.017546
120	98.922820	0.017047
121	98.939108	0.016288
122	98.954697	0.015589
123	98.970586	0.015889
124	98.985836	0.015250
125	99.000447	0.014611
