# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.084922	0.084922
2	0.416315	0.331393
3	0.733439	0.317124
4	1.062332	0.328893
5	1.398012	0.335680
6	1.742345	0.344333
7	2.098844	0.356499
8	2.465603	0.366759
9	2.848061	0.382458
10	3.244014	0.395953
11	3.656658	0.412644
12	4.081765	0.425107
13	4.525072	0.443307
14	4.992968	0.467896
15	5.465568	0.472600
16	5.952239	0.486671
17	6.450103	0.497864
18	6.965035	0.514932
19	7.494971	0.529936
20	8.055371	0.560400
21	8.640658	0.585287
22	9.249860	0.609202
23	9.896194	0.646334
24	10.592977	0.696783
25	11.331973	0.738996
26	12.140134	0.808161
27	13.027878	0.887744
28	14.004216	0.976338
29	15.092467	1.088251
30	16.319106	1.226639
31	17.692588	1.373482
32	19.266637	1.574049
33	21.017417	1.750780
34	22.984482	1.967065
35	25.179719	2.195237
36	27.617954	2.438235
37	30.304844	2.686890
38	33.234215	2.929371
39	36.392990	3.158775
40	39.751756	3.358766
41	43.285586	3.533830
42	46.960503	3.674917
43	50.720521	3.760018
44	54.532774	3.812253
45	58.342566	3.809792
46	62.109391	3.766825
47	65.745449	3.636058
48	69.243139	3.497690
49	72.561359	3.318220
50	75.685343	3.123984
51	78.572104	2.886761
52	81.208544	2.636440
53	83.597481	2.388937
54	85.730480	2.132999
55	87.616512	1.886032
56	89.265580	1.649068
57	90.687269	1.421689
58	91.920239	1.232970
59	92.966555	1.046316
60	93.846519	0.879964
61	94.589802	0.743283
62	95.213610	0.623808
63	95.723183	0.509573
64	96.136482	0.413299
65	96.485201	0.348719
66	96.768725	0.283524
67	97.001125	0.232400
68	97.192205	0.191080
69	97.347284	0.155079
70	97.480949	0.133665
71	97.589349	0.108400
72	97.681952	0.092603
73	97.762687	0.080735
74	97.836079	0.073392
75	97.896828	0.060749
76	97.954382	0.057554
77	98.006598	0.052216
78	98.053594	0.046996
79	98.098586	0.044992
80	98.140045	0.041459
81	98.179222	0.039177
82	98.215025	0.035803
83	98.251185	0.036160
84	98.285598	0.034413
85	98.318146	0.032548
86	98.349305	0.031159
87	98.379789	0.030484
88	98.409082	0.029293
89	98.437442	0.028360
90	98.465882	0.028440
91	98.493329	0.027447
92	98.519764	0.026435
93	98.546100	0.026336
94	98.570729	0.024629
95	98.594743	0.024014
96	98.619491	0.024748
97	98.642652	0.023161
98	98.665237	0.022585
99	98.687247	0.022010
100	98.708324	0.021077
101	98.729540	0.021216
102	98.748414	0.018874
103	98.768975	0.020561
104	98.788206	0.019231
105	98.806703	0.018497
106	98.825656	0.018953
107	98.843657	0.018001
108	98.861161	0.017504
109	98.878507	0.017346
110	98.896031	0.017524
111	98.912424	0.016393
112	98.929174	0.016750
113	98.945011	0.015837
114	98.961245	0.016234
115	98.978035	0.016790
116	98.993733	0.015698
117	99.008558	0.014825
