# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.082197	0.082197
2	0.404664	0.322467
3	0.720632	0.315968
4	1.042721	0.322089
5	1.369918	0.327197
6	1.702977	0.333059
7	2.047921	0.344944
8	2.411605	0.363684
9	2.787313	0.375708
10	3.178820	0.391507
11	3.582728	0.403908
12	4.002436	0.419708
13	4.439056	0.436620
14	4.890104	0.451048
15	5.348028	0.457924
16	5.829661	0.481633
17	6.334030	0.504369
18	6.831026	0.496996
19	7.364430	0.533404
20	7.927942	0.563512
21	8.523768	0.595826
22	9.145748	0.621980
23	9.823672	0.677924
24	10.557023	0.733351
25	11.355260	0.798237
26	12.240543	0.885283
27	13.221020	0.980477
28	14.311099	1.090079
29	15.537351	1.226252
30	16.927043	1.389692
31	18.485341	1.558298
32	20.252529	1.767188
33	22.226461	1.973932
34	24.428838	2.202377
35	26.867073	2.438235
36	29.543293	2.676220
37	32.453761	2.910468
38	35.593629	3.139868
39	38.923209	3.329580
40	42.426523	3.503314
41	46.082962	3.656439
42	49.817802	3.734840
43	53.559677	3.741875
44	57.343544	3.783867
45	61.072938	3.729394
46	64.712464	3.639526
47	68.196401	3.483937
48	71.526895	3.330494
49	74.637966	3.111071
50	77.548037	2.910071
51	80.219408	2.671371
52	82.645838	2.426430
53	84.833350	2.187512
54	86.777233	1.943883
55	88.494121	1.716888
56	89.982504	1.488383
57	91.271954	1.289450
58	92.383854	1.111900
59	93.321722	0.937868
60	94.120476	0.798754
61	94.781487	0.661011
62	95.337288	0.555801
63	95.796782	0.459494
64	96.177498	0.380716
65	96.488736	0.311238
66	96.746157	0.257421
67	96.958624	0.212467
68	97.135577	0.176953
69	97.282800	0.147223
70	97.408122	0.125322
71	97.513551	0.105429
72	97.604552	0.091001
73	97.680806	0.076254
74	97.750303	0.069497
75	97.812388	0.062085
76	97.867457	0.055069
77	97.919148	0.051691
78	97.967699	0.048551
79	98.014541	0.046842
80	98.056414	0.041873
81	98.096698	0.040284
82	98.134140	0.037442
83	98.170131	0.035991
84	98.207096	0.036965
85	98.241000	0.033904
86	98.273553	0.032553
87	98.305609	0.032056
88	98.338162	0.032553
89	98.368688	0.030526
90	98.397942	0.029254
91	98.428388	0.030446
92	98.456191	0.027803
93	98.484173	0.027982
94	98.511539	0.027366
95	98.537136	0.025597
96	98.563687	0.026551
97	98.588449	0.024762
98	98.612158	0.023709
99	98.636125	0.023967
100	98.658900	0.022775
101	98.680244	0.021344
102	98.702085	0.021841
103	98.723548	0.021463
104	98.743342	0.019794
105	98.763991	0.020649
106	98.783546	0.019555
107	98.802545	0.018999
108	98.820332	0.017787
109	98.838059	0.017727
110	98.855826	0.017767
111	98.872341	0.016515
112	98.890048	0.017707
113	98.907338	0.017290
114	98.923634	0.016296
115	98.940189	0.016555
116	98.955670	0.015481
117	98.971688	0.016018
118	98.987507	0.015819
119	99.002531	0.015024
