# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.074153	0.074153
2	0.391979	0.317826
3	0.689250	0.297271
4	1.009764	0.320514
5	1.333485	0.323721
6	1.670969	0.337484
7	2.013293	0.342324
8	2.374639	0.361346
9	2.754169	0.379530
10	3.142881	0.388712
11	3.548862	0.405981
12	3.977708	0.428846
13	4.421254	0.443546
14	4.881530	0.460276
15	5.367779	0.486249
16	5.871157	0.503378
17	6.401046	0.529889
18	6.942347	0.541301
19	7.519480	0.577133
20	8.125155	0.605675
21	8.755648	0.630493
22	9.422072	0.666424
23	10.122117	0.700045
24	10.854528	0.732411
25	11.619226	0.764698
26	12.439454	0.820228
27	13.300015	0.860561
28	14.215449	0.915434
29	15.186573	0.971124
30	16.242725	1.056152
31	17.379524	1.136799
32	18.618440	1.238916
33	19.972938	1.354498
34	21.454770	1.481832
35	23.072101	1.617331
36	24.858334	1.786233
37	26.802932	1.944598
38	28.916929	2.113997
39	31.199151	2.282222
40	33.669455	2.470304
41	36.301809	2.632354
42	39.111669	2.809860
43	42.075412	2.963743
44	45.161071	3.085659
45	48.372072	3.211001
46	51.644080	3.272008
47	54.964926	3.320846
48	58.287844	3.322918
49	61.593951	3.306107
50	64.832597	3.238646
51	67.973547	3.140950
52	71.008615	3.035068
53	73.887529	2.878914
54	76.591726	2.704197
55	79.122480	2.530754
56	81.466247	2.343767
57	83.600899	2.134652
58	85.522054	1.921155
59	87.255804	1.733750
60	88.797030	1.541226
61	90.145852	1.348822
62	91.321092	1.175240
63	92.346392	1.025300
64	93.218645	0.872253
65	93.965217	0.746572
66	94.589137	0.623920
67	95.121416	0.532279
68	95.564663	0.443247
69	95.941604	0.376941
70	96.252200	0.310596
71	96.515870	0.263670
72	96.734824	0.218954
73	96.918285	0.183461
74	97.073344	0.155059
75	97.202171	0.128827
76	97.313112	0.110941
77	97.410430	0.097318
78	97.495000	0.084570
79	97.569133	0.074133
80	97.636076	0.066943
81	97.696446	0.060370
82	97.750144	0.053698
83	97.800038	0.049894
84	97.848278	0.048240
85	97.895104	0.046826
86	97.938146	0.043042
87	97.976926	0.038780
88	98.019131	0.042205
89	98.057293	0.038162
90	98.092667	0.035374
91	98.128738	0.036071
92	98.163295	0.034557
93	98.196697	0.033402
94	98.229322	0.032625
95	98.260274	0.030952
96	98.290290	0.030016
97	98.318693	0.028403
98	98.346737	0.028044
99	98.374303	0.027566
100	98.399957	0.025654
101	98.426925	0.026968
102	98.452121	0.025196
103	98.478392	0.026271
104	98.502871	0.024479
105	98.527290	0.024419
106	98.549916	0.022626
107	98.572742	0.022826
108	98.594631	0.021889
109	98.617098	0.022467
110	98.637852	0.020754
111	98.658048	0.020196
112	98.679001	0.020953
113	98.699277	0.020276
114	98.718278	0.019001
115	98.737857	0.019579
116	98.757476	0.019619
117	98.777234	0.019758
118	98.796494	0.019260
119	98.815137	0.018643
120	98.832983	0.017846
121	98.850570	0.017587
122	98.867281	0.016711
123	98.883733	0.016452
124	98.899707	0.015974
125	98.915940	0.016233
126	98.931197	0.015257
127	98.947330	0.016133
128	98.961730	0.014400
129	98.976648	0.014918
130	98.991128	0.014480
131	99.004493	0.013365
