# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.066927	0.066927
2	0.361846	0.294919
3	0.645432	0.283586
4	0.933285	0.287853
5	1.223103	0.289818
6	1.513496	0.290393
7	1.809586	0.296090
8	2.110201	0.300615
9	2.421752	0.311551
10	2.742929	0.321177
11	3.070458	0.327529
12	3.406640	0.336182
13	3.751099	0.344459
14	4.107546	0.356447
15	4.474155	0.366609
16	4.842292	0.368137
17	5.229364	0.387072
18	5.621021	0.391657
19	6.026869	0.405848
20	6.445797	0.418928
21	6.880921	0.435124
22	7.339088	0.458167
23	7.817361	0.478273
24	8.313457	0.496096
25	8.830870	0.517413
26	9.367912	0.537042
27	9.920297	0.552385
28	10.488064	0.567767
29	11.076016	0.587952
30	11.678675	0.602659
31	12.296478	0.617803
32	12.936491	0.640013
33	13.592898	0.656407
34	14.276893	0.683995
35	14.997885	0.720992
36	15.764904	0.767019
37	16.586782	0.821878
38	17.487595	0.900813
39	18.461885	0.974290
40	19.534441	1.072556
41	20.723782	1.189341
42	22.030582	1.306800
43	23.487392	1.456810
44	25.091512	1.604120
45	26.865708	1.774196
46	28.810655	1.944947
47	30.929965	2.119310
48	33.227806	2.297841
49	35.690305	2.462499
50	38.318473	2.628168
51	41.109314	2.790841
52	44.024105	2.914791
53	47.045657	3.021552
54	50.149756	3.104099
55	53.311037	3.161281
56	56.495103	3.184066
57	59.674405	3.179302
58	62.812305	3.137900
59	65.877383	3.065078
60	68.859239	2.981856
61	71.732925	2.873686
62	74.449436	2.716511
63	77.008415	2.558979
64	79.392376	2.383961
65	81.608781	2.216405
66	83.639947	2.031166
67	85.481864	1.841917
68	87.137747	1.655883
69	88.620359	1.482612
70	89.945657	1.325298
71	91.098934	1.153277
72	92.116809	1.017875
73	92.994162	0.877353
74	93.747387	0.753225
75	94.400122	0.652735
76	94.952189	0.552067
77	95.425877	0.473688
78	95.829998	0.404121
79	96.164057	0.334059
80	96.445201	0.281144
81	96.679643	0.234442
82	96.876375	0.196732
83	97.044149	0.167774
84	97.189892	0.145743
85	97.310408	0.120516
86	97.414172	0.103764
87	97.504996	0.090824
88	97.583951	0.078955
89	97.653776	0.069825
90	97.715880	0.062104
91	97.773161	0.057281
92	97.825817	0.052656
93	97.872678	0.046861
94	97.916879	0.044201
95	97.958659	0.041780
96	97.997600	0.038941
97	98.035053	0.037453
98	98.070759	0.035706
99	98.105294	0.034535
100	98.137805	0.032511
101	98.169244	0.031439
102	98.200564	0.031320
103	98.231705	0.031141
104	98.261377	0.029672
105	98.290712	0.029335
106	98.318856	0.028144
107	98.345115	0.026259
108	98.370937	0.025822
109	98.396461	0.025524
110	98.421747	0.025286
111	98.446378	0.024631
112	98.468449	0.022071
113	98.490778	0.022329
114	98.511817	0.021039
115	98.533888	0.022071
116	98.554550	0.020662
117	98.576422	0.021872
118	98.597223	0.020801
119	98.617210	0.019987
120	98.635668	0.018458
121	98.654523	0.018855
122	98.671513	0.016990
123	98.689257	0.017744
124	98.706108	0.016851
125	98.723773	0.017665
126	98.740346	0.016573
127	98.756998	0.016652
128	98.773650	0.016652
129	98.790024	0.016374
130	98.806974	0.016950
131	98.822733	0.015759
132	98.838056	0.015323
133	98.852485	0.014429
134	98.866954	0.014469
135	98.881502	0.014548
136	98.895137	0.013635
137	98.908733	0.013596
138	98.922110	0.013377
139	98.934892	0.012782
140	98.947515	0.012623
141	98.959384	0.011869
142	98.971154	0.011770
143	98.983876	0.012722
144	98.996936	0.013060
145	99.009718	0.012782
