# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.084226	0.084226
2	0.412342	0.328116
3	0.734938	0.322596
4	1.076246	0.341308
5	1.433683	0.357437
6	1.802727	0.369044
7	2.181891	0.379164
8	2.582978	0.401087
9	2.996827	0.413849
10	3.434164	0.437337
11	3.880368	0.446204
12	4.344208	0.463840
13	4.820712	0.476504
14	5.332919	0.512207
15	5.865228	0.532309
16	6.417561	0.552333
17	6.995203	0.577642
18	7.587369	0.592166
19	8.209972	0.622603
20	8.857806	0.647834
21	9.528639	0.670833
22	10.233354	0.704715
23	10.964944	0.731590
24	11.729849	0.764905
25	12.536896	0.807047
26	13.385929	0.849033
27	14.293997	0.908068
28	15.268420	0.974423
29	16.338950	1.070530
30	17.522127	1.183177
31	18.840657	1.318530
32	20.326504	1.485847
33	21.978415	1.651911
34	23.844953	1.866538
35	25.922203	2.077250
36	28.240758	2.318555
37	30.792398	2.551640
38	33.597538	2.805140
39	36.622825	3.025287
40	39.857669	3.234844
41	43.279697	3.422028
42	46.851974	3.572277
43	50.534157	3.682183
44	54.267017	3.732860
45	58.006180	3.739163
46	61.707213	3.701033
47	65.340227	3.633014
48	68.822464	3.482237
49	72.136503	3.314039
50	75.268643	3.132140
51	78.155093	2.886450
52	80.812921	2.657828
53	83.213138	2.400217
54	85.375123	2.161985
55	87.293864	1.918741
56	88.974000	1.680136
57	90.436123	1.462123
58	91.699103	1.262980
59	92.777521	1.078418
60	93.694123	0.916602
61	94.456581	0.762458
62	95.094491	0.637910
63	95.619715	0.525224
64	96.050867	0.431152
65	96.407991	0.357124
66	96.701931	0.293940
67	96.940359	0.238428
68	97.139464	0.199105
69	97.304471	0.165007
70	97.438101	0.133630
71	97.550748	0.112647
72	97.650124	0.099376
73	97.734859	0.084735
74	97.807537	0.072678
75	97.873677	0.066140
76	97.933612	0.059935
77	97.989319	0.055707
78	98.037490	0.048171
79	98.084350	0.046860
80	98.126532	0.042182
81	98.167226	0.040694
82	98.205689	0.038463
83	98.242625	0.036936
84	98.281009	0.038384
85	98.318689	0.037680
86	98.353276	0.034587
87	98.386630	0.033354
88	98.418751	0.032121
89	98.449717	0.030966
90	98.480487	0.030770
91	98.509789	0.029302
92	98.540089	0.030300
93	98.568001	0.027912
94	98.594798	0.026797
95	98.621164	0.026366
96	98.647667	0.026503
97	98.673876	0.026209
98	98.697873	0.023997
99	98.722516	0.024643
100	98.745515	0.022999
101	98.769101	0.023586
102	98.793157	0.024056
103	98.815823	0.022666
104	98.837335	0.021512
105	98.857300	0.019965
106	98.877383	0.020083
107	98.898386	0.021003
108	98.918410	0.020024
109	98.936946	0.018536
110	98.955071	0.018125
111	98.974449	0.019378
112	98.991889	0.017440
113	99.009075	0.017186
