# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.085676	0.085676
2	0.433348	0.347672
3	0.751620	0.318272
4	1.073689	0.322069
5	1.404087	0.330398
6	1.736592	0.332505
7	2.083469	0.346877
8	2.437323	0.353854
9	2.801017	0.363694
10	3.188943	0.387926
11	3.583746	0.394803
12	3.988926	0.405180
13	4.407007	0.418081
14	4.833775	0.426768
15	5.276704	0.442929
16	5.723708	0.447004
17	6.190491	0.466783
18	6.651867	0.461376
19	7.125806	0.473939
20	7.614137	0.488331
21	8.126024	0.511887
22	8.666317	0.540293
23	9.223964	0.557647
24	9.809679	0.585715
25	10.433202	0.623523
26	11.091512	0.658310
27	11.800075	0.708563
28	12.563601	0.763526
29	13.399544	0.835943
30	14.316730	0.917186
31	15.342253	1.025523
32	16.471759	1.129506
33	17.738525	1.266766
34	19.161912	1.423387
35	20.754583	1.592671
36	22.526060	1.771477
37	24.509579	1.983519
38	26.706273	2.196694
39	29.121112	2.414839
40	31.746224	2.625112
41	34.606576	2.860352
42	37.657839	3.051263
43	40.899020	3.241181
44	44.296981	3.397961
45	47.809879	3.512898
46	51.396863	3.586984
47	55.012333	3.615470
48	58.629532	3.617199
49	62.195425	3.565893
50	65.664531	3.469106
51	69.009675	3.345144
52	72.204221	3.194546
53	75.207717	3.003496
54	78.017896	2.810179
55	80.588660	2.570764
56	82.944679	2.356019
57	85.071501	2.126822
58	86.974771	1.903270
59	88.659002	1.684231
60	90.125466	1.466464
61	91.397560	1.272094
62	92.487051	1.089491
63	93.421332	0.934281
64	94.217876	0.796544
65	94.886384	0.668508
66	95.443116	0.556732
67	95.906838	0.463722
68	96.292259	0.385421
69	96.609259	0.317000
70	96.874893	0.265634
71	97.093396	0.218503
72	97.276038	0.182642
73	97.427272	0.151234
74	97.556143	0.128871
75	97.661737	0.105594
76	97.752064	0.090327
77	97.829212	0.077148
78	97.900277	0.071065
79	97.963013	0.062736
80	98.018076	0.055063
81	98.068388	0.050312
82	98.113929	0.045541
83	98.157423	0.043494
84	98.198034	0.040611
85	98.236558	0.038524
86	98.273412	0.036854
87	98.309034	0.035622
88	98.341634	0.032600
89	98.374155	0.032521
90	98.406696	0.032541
91	98.436295	0.029599
92	98.465596	0.029301
93	98.494579	0.028983
94	98.522528	0.027949
95	98.550020	0.027492
96	98.576041	0.026021
97	98.601962	0.025921
98	98.626810	0.024848
99	98.651459	0.024649
100	98.673862	0.022403
101	98.696643	0.022781
102	98.718807	0.022164
103	98.740872	0.022065
104	98.762718	0.021846
105	98.785499	0.022781
106	98.806232	0.020733
107	98.826249	0.020017
108	98.845531	0.019282
109	98.864058	0.018527
110	98.881988	0.017930
111	98.899461	0.017473
112	98.917848	0.018387
113	98.935420	0.017572
114	98.951979	0.016559
115	98.968379	0.016400
116	98.984202	0.015823
117	99.000065	0.015863
