# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.092483	0.092483
2	0.446947	0.354464
3	0.791429	0.344482
4	1.154524	0.363095
5	1.531958	0.377434
6	1.934237	0.402279
7	2.339823	0.405586
8	2.768540	0.428717
9	3.213027	0.444487
10	3.673647	0.460620
11	4.152659	0.479012
12	4.642339	0.489680
13	5.154887	0.512548
14	5.691635	0.536748
15	6.251877	0.560242
16	6.829422	0.577545
17	7.429412	0.599990
18	8.034867	0.605455
19	8.673637	0.638770
20	9.334791	0.661154
21	10.031862	0.697071
22	10.753072	0.721210
23	11.505842	0.752770
24	12.300740	0.794898
25	13.137382	0.836642
26	14.024137	0.886755
27	14.972803	0.948666
28	15.998202	1.025399
29	17.111506	1.113304
30	18.337117	1.225611
31	19.701109	1.363992
32	21.207536	1.506427
33	22.879086	1.671550
34	24.738929	1.859843
35	26.809369	2.070440
36	29.093553	2.284184
37	31.601906	2.508353
38	34.315754	2.713848
39	37.236428	2.920674
40	40.350377	3.113949
41	43.633481	3.283104
42	47.040447	3.406966
43	50.565911	3.525464
44	54.151349	3.585438
45	57.738340	3.586991
46	61.299579	3.561239
47	64.800480	3.500901
48	68.182238	3.381758
49	71.414362	3.232124
50	74.465230	3.050868
51	77.330104	2.864874
52	79.955644	2.625540
53	82.365484	2.409840
54	84.554059	2.188575
55	86.508321	1.954262
56	88.239240	1.730919
57	89.754944	1.515704
58	91.071061	1.316117
59	92.213002	1.141941
60	93.182218	0.969216
61	94.009422	0.827204
62	94.705525	0.696103
63	95.284239	0.578714
64	95.763735	0.479496
65	96.164037	0.400302
66	96.495794	0.331757
67	96.769411	0.273617
68	96.993903	0.224492
69	97.179696	0.185793
70	97.336026	0.156330
71	97.467813	0.131787
72	97.576671	0.108858
73	97.675466	0.098795
74	97.758229	0.082763
75	97.830425	0.072196
76	97.894010	0.063585
77	97.953541	0.059531
78	98.007244	0.053703
79	98.057277	0.050033
80	98.102671	0.045394
81	98.146432	0.043761
82	98.187370	0.040938
83	98.227622	0.040252
84	98.266543	0.038921
85	98.302802	0.036259
86	98.338456	0.035654
87	98.372577	0.034121
88	98.405569	0.032992
89	98.436908	0.031339
90	98.468186	0.031278
91	98.498577	0.030391
92	98.527596	0.029019
93	98.557120	0.029524
94	98.583982	0.026862
95	98.610944	0.026962
96	98.637947	0.027003
97	98.664264	0.026317
98	98.689653	0.025389
99	98.715627	0.025974
100	98.739040	0.023413
101	98.761929	0.022889
102	98.783547	0.021618
103	98.806355	0.022808
104	98.826118	0.019763
105	98.846466	0.020348
106	98.866511	0.020045
107	98.887061	0.020550
108	98.906663	0.019602
109	98.925357	0.018694
110	98.943124	0.017767
111	98.962363	0.019239
112	98.979908	0.017545
113	98.996868	0.016960
114	99.013344	0.016476
