# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.061832	0.061832
2	0.358268	0.296436
3	0.636005	0.277737
4	0.909455	0.273450
5	1.183937	0.274482
6	1.465863	0.281926
7	1.745744	0.279881
8	2.030826	0.285082
9	2.323252	0.292426
10	2.613971	0.290719
11	2.919875	0.305904
12	3.235982	0.316107
13	3.561259	0.325277
14	3.892392	0.331133
15	4.232517	0.340125
16	4.587351	0.354834
17	4.961022	0.373671
18	5.338306	0.377284
19	5.722160	0.383854
20	6.129317	0.407157
21	6.555431	0.426114
22	7.001871	0.446440
23	7.467109	0.465238
24	7.953507	0.486398
25	8.448897	0.495390
26	8.959293	0.510396
27	9.492218	0.532925
28	10.038919	0.546701
29	10.596736	0.557817
30	11.176725	0.579989
31	11.765964	0.589239
32	12.375787	0.609823
33	13.015663	0.639876
34	13.697838	0.682175
35	14.423782	0.725944
36	15.218942	0.795160
37	16.101917	0.882975
38	17.064232	0.962315
39	18.148682	1.084450
40	19.365867	1.217185
41	20.720809	1.354942
42	22.224545	1.503736
43	23.908853	1.684308
44	25.767005	1.858152
45	27.810415	2.043410
46	30.027609	2.217194
47	32.452471	2.424862
48	35.037341	2.584870
49	37.788810	2.751469
50	40.688775	2.899965
51	43.732968	3.044193
52	46.872559	3.139591
53	50.073188	3.200629
54	53.324295	3.251107
55	56.581734	3.257439
56	59.824782	3.243048
57	63.006772	3.181990
58	66.102277	3.095505
59	69.075805	2.973528
60	71.929064	2.853259
61	74.633708	2.704644
62	77.171237	2.537529
63	79.536351	2.365114
64	81.705390	2.169039
65	83.686849	1.981459
66	85.491427	1.804578
67	87.109755	1.618328
68	88.549277	1.439522
69	89.824780	1.275503
70	90.953078	1.128298
71	91.935818	0.982740
72	92.790507	0.854689
73	93.532966	0.742459
74	94.163770	0.630804
75	94.708427	0.544657
76	95.165189	0.456762
77	95.559365	0.394176
78	95.886727	0.327362
79	96.173774	0.287047
80	96.411256	0.237482
81	96.614636	0.203380
82	96.789452	0.174816
83	96.936816	0.147364
84	97.065164	0.128348
85	97.178645	0.113481
86	97.274043	0.095398
87	97.358563	0.084520
88	97.433178	0.074615
89	97.497987	0.064809
90	97.559144	0.061157
91	97.614445	0.055301
92	97.666709	0.052264
93	97.716095	0.049386
94	97.760816	0.044721
95	97.802361	0.041545
96	97.842259	0.039898
97	97.879199	0.036940
98	97.915246	0.036047
99	97.952028	0.036782
100	97.986090	0.034062
101	98.019795	0.033705
102	98.052071	0.032276
103	98.083811	0.031740
104	98.114935	0.031124
105	98.144491	0.029556
106	98.173988	0.029497
107	98.202810	0.028822
108	98.231473	0.028663
109	98.258191	0.026718
110	98.285286	0.027095
111	98.310019	0.024733
112	98.335506	0.025487
113	98.359107	0.023601
114	98.383463	0.024356
115	98.405456	0.021993
116	98.427588	0.022132
117	98.449244	0.021656
118	98.471496	0.022252
119	98.491882	0.020386
120	98.512903	0.021021
121	98.533090	0.020187
122	98.553932	0.020842
123	98.573147	0.019215
124	98.592183	0.019036
125	98.610286	0.018103
126	98.628845	0.018559
127	98.647107	0.018262
128	98.665309	0.018202
129	98.682658	0.017349
130	98.700443	0.017785
131	98.717156	0.016713
132	98.733830	0.016674
133	98.749948	0.016118
134	98.766761	0.016813
135	98.781728	0.014967
136	98.797250	0.015522
137	98.811462	0.014212
138	98.825218	0.013756
139	98.839133	0.013915
140	98.853643	0.014510
141	98.868153	0.014510
142	98.880837	0.012684
143	98.893799	0.012962
144	98.907317	0.013518
145	98.920795	0.013478
146	98.933777	0.012982
147	98.947017	0.013240
148	98.960753	0.013736
149	98.973715	0.012962
150	98.987272	0.013557
151	98.999321	0.012049
152	99.010556	0.011235
