# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.098276	0.098276
2	0.455563	0.357287
3	0.799888	0.344325
4	1.160825	0.360937
5	1.551197	0.390372
6	1.960254	0.409057
7	2.395835	0.435581
8	2.858338	0.462503
9	3.345809	0.487471
10	3.865626	0.519817
11	4.421519	0.555893
12	5.010397	0.588878
13	5.632539	0.622142
14	6.292910	0.660371
15	7.002020	0.709110
16	7.764237	0.762217
17	8.590449	0.826212
18	9.485880	0.895431
19	10.474961	0.989081
20	11.594425	1.119464
21	12.872411	1.277986
22	14.327225	1.454814
23	15.976039	1.648814
24	17.864779	1.888740
25	20.008003	2.143224
26	22.413609	2.405606
27	25.103393	2.689784
28	28.076498	2.973105
29	31.334879	3.258381
30	34.861464	3.526585
31	38.622133	3.760669
32	42.572533	3.950400
33	46.665062	4.092529
34	50.831318	4.166256
35	55.038456	4.207138
36	59.209399	4.170943
37	63.280052	4.070653
38	67.214698	3.934646
39	70.945932	3.731234
40	74.436940	3.491008
41	77.650829	3.213889
42	80.590970	2.940141
43	83.237360	2.646390
44	85.581105	2.343745
45	87.634469	2.053364
46	89.412190	1.777721
47	90.921646	1.509456
48	92.196062	1.274416
49	93.262459	1.066397
50	94.154201	0.891742
51	94.881299	0.727098
52	95.483319	0.602020
53	95.968337	0.485018
54	96.364950	0.396613
55	96.687398	0.322448
56	96.949121	0.261723
57	97.161188	0.212067
58	97.332912	0.171724
59	97.478072	0.145160
60	97.599321	0.121249
61	97.700548	0.101227
62	97.790907	0.090359
63	97.869260	0.078353
64	97.938560	0.069300
65	98.002734	0.064174
66	98.061803	0.059069
67	98.114690	0.052887
68	98.165802	0.051112
69	98.213504	0.047702
70	98.258833	0.045329
71	98.302267	0.043434
72	98.341733	0.039466
73	98.381538	0.039805
74	98.419847	0.038309
75	98.456521	0.036674
76	98.491978	0.035457
77	98.527336	0.035358
78	98.559603	0.032267
79	98.590573	0.030970
80	98.620467	0.029894
81	98.649802	0.029335
82	98.678838	0.029036
83	98.707914	0.029076
84	98.734617	0.026703
85	98.762237	0.027620
86	98.787923	0.025686
87	98.813609	0.025686
88	98.837101	0.023492
89	98.861391	0.024290
90	98.885102	0.023711
91	98.907039	0.021937
92	98.929813	0.022774
93	98.950433	0.020620
94	98.971652	0.021219
95	98.992093	0.020441
96	99.011497	0.019404
