# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.071992	0.071992
2	0.389046	0.317054
3	0.669861	0.280815
4	0.953826	0.283965
5	1.233902	0.280076
6	1.513395	0.279493
7	1.798682	0.285287
8	2.090968	0.292286
9	2.388794	0.297826
10	2.696808	0.308014
11	3.003130	0.306322
12	3.321292	0.318162
13	3.652752	0.331460
14	3.992339	0.339587
15	4.337681	0.345342
16	4.690488	0.352807
17	5.053133	0.362645
18	5.414397	0.361264
19	5.788396	0.373999
20	6.170813	0.382417
21	6.565167	0.394354
22	6.973539	0.408372
23	7.395325	0.421786
24	7.825549	0.430224
25	8.274087	0.448538
26	8.735865	0.461778
27	9.220953	0.485088
28	9.723111	0.502158
29	10.252040	0.528929
30	10.812737	0.560697
31	11.413484	0.600747
32	12.056808	0.643324
33	12.755463	0.698655
34	13.519753	0.764290
35	14.369216	0.849463
36	15.318843	0.949627
37	16.382631	1.063788
38	17.584746	1.202115
39	18.939381	1.354635
40	20.455343	1.515962
41	22.163874	1.708531
42	24.068046	1.904172
43	26.186329	2.118283
44	28.518412	2.332083
45	31.069038	2.550626
46	33.829925	2.760887
47	36.780874	2.950949
48	39.902501	3.121627
49	43.177814	3.275313
50	46.584397	3.406583
51	50.072013	3.487616
52	53.610896	3.538883
53	57.134906	3.524010
54	60.631718	3.496812
55	64.048236	3.416518
56	67.358563	3.310327
57	70.529513	3.170950
58	73.548060	3.018547
59	76.371880	2.823820
60	78.986508	2.614628
61	81.390719	2.404211
62	83.583969	2.193250
63	85.547652	1.963683
64	87.315266	1.767614
65	88.866106	1.550840
66	90.220585	1.354479
67	91.396046	1.175461
68	92.414866	1.018820
69	93.283888	0.869022
70	94.017518	0.733630
71	94.642469	0.624951
72	95.165935	0.523466
73	95.606852	0.440917
74	95.973249	0.366397
75	96.282449	0.309200
76	96.531885	0.249436
77	96.742846	0.210961
78	96.919046	0.176200
79	97.066919	0.147873
80	97.194748	0.127829
81	97.300413	0.105665
82	97.391866	0.091453
83	97.473424	0.081558
84	97.543317	0.069893
85	97.605880	0.062563
86	97.662339	0.056459
87	97.716328	0.053989
88	97.765029	0.048701
89	97.812078	0.047049
90	97.857533	0.045455
91	97.899158	0.041625
92	97.938547	0.039389
93	97.975117	0.036570
94	98.009645	0.034528
95	98.043765	0.034120
96	98.077710	0.033945
97	98.110683	0.032973
98	98.142976	0.032293
99	98.172974	0.029998
100	98.202720	0.029746
101	98.233263	0.030543
102	98.262659	0.029396
103	98.290597	0.027938
104	98.317582	0.026985
105	98.343459	0.025877
106	98.369900	0.026441
107	98.394921	0.025021
108	98.417882	0.022961
109	98.442242	0.024360
110	98.465125	0.022883
111	98.487463	0.022338
112	98.508304	0.020841
113	98.529126	0.020822
114	98.550084	0.020958
115	98.570012	0.019928
116	98.590426	0.020414
117	98.609071	0.018645
118	98.628338	0.019267
119	98.646458	0.018120
120	98.665161	0.018703
121	98.682833	0.017672
122	98.700953	0.018120
123	98.718723	0.017770
124	98.735909	0.017186
125	98.753018	0.017109
126	98.769738	0.016720
127	98.785486	0.015748
128	98.801817	0.016331
129	98.817118	0.015301
130	98.831524	0.014406
131	98.845075	0.013551
132	98.859890	0.014815
133	98.874374	0.014484
134	98.888236	0.013862
135	98.902448	0.014212
136	98.915746	0.013298
137	98.930055	0.014309
138	98.943684	0.013629
139	98.957157	0.013473
140	98.970222	0.013065
141	98.984531	0.014309
142	98.997188	0.012657
143	99.009845	0.012657
