# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.100164	0.100164
2	0.448824	0.348660
3	0.800342	0.351518
4	1.171151	0.370809
5	1.557202	0.386051
6	1.946984	0.389782
7	2.353278	0.406294
8	2.772711	0.419433
9	3.200797	0.428086
10	3.649562	0.448765
11	4.111108	0.461546
12	4.580275	0.469167
13	5.063652	0.483377
14	5.570170	0.506518
15	6.078891	0.508721
16	6.595590	0.516699
17	7.131580	0.535990
18	7.676422	0.544842
19	8.242539	0.566117
20	8.821536	0.578997
21	9.430620	0.609084
22	10.063877	0.633257
23	10.731508	0.667631
24	11.429365	0.697857
25	12.173623	0.744258
26	12.967179	0.793556
27	13.815967	0.848788
28	14.734733	0.918766
29	15.723418	0.988685
30	16.804805	1.081387
31	17.961906	1.157101
32	19.224292	1.262386
33	20.608395	1.384103
34	22.108103	1.499708
35	23.758743	1.650640
36	25.560195	1.801452
37	27.517461	1.957266
38	29.634430	2.116969
39	31.916025	2.281595
40	34.365639	2.449614
41	36.963465	2.597826
42	39.728556	2.765091
43	42.610165	2.881609
44	45.630936	3.020771
45	48.752209	3.121273
46	51.935780	3.183571
47	55.168927	3.233147
48	58.405269	3.236342
49	61.601998	3.196729
50	64.759431	3.157433
51	67.831604	3.072173
52	70.784938	2.953334
53	73.613160	2.828222
54	76.287414	2.674254
55	78.787953	2.500539
56	81.115651	2.327698
57	83.252923	2.137272
58	85.189707	1.936784
59	86.940968	1.751261
60	88.507082	1.566114
61	89.887355	1.380273
62	91.108341	1.220986
63	92.169366	1.061025
64	93.086287	0.916921
65	93.871746	0.785459
66	94.540786	0.669040
67	95.107518	0.566732
68	95.589824	0.482306
69	95.998440	0.408616
70	96.335510	0.337070
71	96.623977	0.288467
72	96.861736	0.237759
73	97.058453	0.196717
74	97.226413	0.167960
75	97.366191	0.139778
76	97.488663	0.122472
77	97.592261	0.103598
78	97.679823	0.087562
79	97.756509	0.076686
80	97.826051	0.069542
81	97.887793	0.061742
82	97.944355	0.056562
83	97.994904	0.050549
84	98.041860	0.046956
85	98.083835	0.041975
86	98.123686	0.039851
87	98.162208	0.038522
88	98.199896	0.037688
89	98.235441	0.035545
90	98.268227	0.032786
91	98.300616	0.032389
92	98.333779	0.033163
93	98.365216	0.031437
94	98.395224	0.030008
95	98.424339	0.029115
96	98.454009	0.029670
97	98.481099	0.027090
98	98.507832	0.026733
99	98.534426	0.026594
100	98.560325	0.025899
101	98.585867	0.025542
102	98.610238	0.024371
103	98.634609	0.024371
104	98.658167	0.023558
105	98.681625	0.023458
106	98.703297	0.021672
107	98.724612	0.021315
108	98.745729	0.021117
109	98.765734	0.020005
110	98.784826	0.019092
111	98.804275	0.019449
112	98.824240	0.019965
113	98.844285	0.020045
114	98.862464	0.018179
115	98.880604	0.018140
116	98.898347	0.017743
117	98.914958	0.016611
118	98.932403	0.017445
119	98.948717	0.016314
120	98.965130	0.016413
121	98.980967	0.015837
122	98.996884	0.015917
123	99.011054	0.014170
