# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.066544	0.066544
2	0.372398	0.305854
3	0.653299	0.280901
4	0.936369	0.283070
5	1.214563	0.278194
6	1.498210	0.283647
7	1.789518	0.291308
8	2.086139	0.296621
9	2.389705	0.303566
10	2.695977	0.306272
11	3.011025	0.315048
12	3.338789	0.327764
13	3.679030	0.340241
14	4.026096	0.347066
15	4.388067	0.361971
16	4.757142	0.369075
17	5.152126	0.394984
18	5.544861	0.392735
19	5.953217	0.408356
20	6.377035	0.423818
21	6.819937	0.442902
22	7.287654	0.467717
23	7.774295	0.486641
24	8.284974	0.510679
25	8.806638	0.521664
26	9.346470	0.539832
27	9.908828	0.562358
28	10.490310	0.581482
29	11.079453	0.589143
30	11.680018	0.600565
31	12.301856	0.621838
32	12.945185	0.643329
33	13.623378	0.678193
34	14.323600	0.700222
35	15.078426	0.754826
36	15.896950	0.818524
37	16.786774	0.889824
38	17.768891	0.982117
39	18.855620	1.086729
40	20.053169	1.197549
41	21.388700	1.335531
42	22.883606	1.494906
43	24.561089	1.677483
44	26.410742	1.849653
45	28.443052	2.032310
46	30.664109	2.221057
47	33.098567	2.434458
48	35.708498	2.609931
49	38.510797	2.802299
50	41.452074	2.941277
51	44.529205	3.077131
52	47.715325	3.186120
53	50.979351	3.264026
54	54.290121	3.310770
55	57.626880	3.336759
56	60.922626	3.295746
57	64.147192	3.224566
58	67.283643	3.136451
59	70.308199	3.024556
60	73.185161	2.876962
61	75.907047	2.721886
62	78.451649	2.544602
63	80.804599	2.352950
64	82.954814	2.150215
65	84.911387	1.956573
66	86.671115	1.759728
67	88.240723	1.569608
68	89.620650	1.379927
69	90.841620	1.220970
70	91.905743	1.064123
71	92.826152	0.920409
72	93.618289	0.792137
73	94.293756	0.675467
74	94.873566	0.579810
75	95.359769	0.486203
76	95.772066	0.412297
77	96.117321	0.345255
78	96.410778	0.293457
79	96.653293	0.242515
80	96.856705	0.203412
81	97.029074	0.172369
82	97.174240	0.145166
83	97.296641	0.122401
84	97.401431	0.104790
85	97.491914	0.090483
86	97.573542	0.081628
87	97.644185	0.070643
88	97.706351	0.062166
89	97.765393	0.059042
90	97.816992	0.051599
91	97.865905	0.048913
92	97.911793	0.045888
93	97.952905	0.041112
94	97.992744	0.039839
95	98.032006	0.039262
96	98.068342	0.036336
97	98.103564	0.035222
98	98.137771	0.034207
99	98.171182	0.033411
100	98.203578	0.032396
101	98.235318	0.031740
102	98.266520	0.031202
103	98.295892	0.029372
104	98.324527	0.028635
105	98.353899	0.029372
106	98.382435	0.028536
107	98.410215	0.027780
108	98.435348	0.025133
109	98.462371	0.027023
110	98.487802	0.025431
111	98.512418	0.024616
112	98.535860	0.023442
113	98.559719	0.023859
114	98.583419	0.023700
115	98.606681	0.023262
116	98.628630	0.021949
117	98.649644	0.021014
118	98.671255	0.021611
119	98.692329	0.021074
120	98.712487	0.020158
121	98.732466	0.019979
122	98.750913	0.018447
123	98.769798	0.018885
124	98.787210	0.017412
125	98.803786	0.016576
126	98.819905	0.016119
127	98.837814	0.017909
128	98.854569	0.016755
129	98.870429	0.015860
130	98.886349	0.015920
131	98.903045	0.016696
132	98.918069	0.015024
133	98.933292	0.015223
134	98.947659	0.014367
135	98.962166	0.014507
136	98.976653	0.014487
137	98.990404	0.013751
138	99.003737	0.013333
