# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.098215	0.098215
2	0.454399	0.356184
3	0.792506	0.338107
4	1.156357	0.363851
5	1.532160	0.375803
6	1.931446	0.399286
7	2.336717	0.405271
8	2.754320	0.417603
9	3.186518	0.432198
10	3.640076	0.453558
11	4.095336	0.455260
12	4.562587	0.467251
13	5.043071	0.480484
14	5.539230	0.496159
15	6.039193	0.499963
16	6.546683	0.507490
17	7.075634	0.528951
18	7.596697	0.521063
19	8.128611	0.531914
20	8.683127	0.554516
21	9.258663	0.575536
22	9.865449	0.606786
23	10.506628	0.641179
24	11.187646	0.681018
25	11.913007	0.725361
26	12.703290	0.790283
27	13.572350	0.869060
28	14.527333	0.954983
29	15.604534	1.077201
30	16.809238	1.204704
31	18.183145	1.373907
32	19.739929	1.556784
33	21.474044	1.734115
34	23.433697	1.959653
35	25.618548	2.184851
36	28.053100	2.434552
37	30.720297	2.667197
38	33.623121	2.902824
39	36.758790	3.135669
40	40.079578	3.320788
41	43.572192	3.492614
42	47.186283	3.614091
43	50.898749	3.712466
44	54.655458	3.756709
45	58.411526	3.756068
46	62.104854	3.693328
47	65.698405	3.593551
48	69.132302	3.433897
49	72.409368	3.277066
50	75.494889	3.085521
51	78.325143	2.830254
52	80.932682	2.607539
53	83.299468	2.366786
54	85.419896	2.120428
55	87.303315	1.883419
56	88.964680	1.661365
57	90.408615	1.443935
58	91.652777	1.244162
59	92.728696	1.075919
60	93.641278	0.912582
61	94.408459	0.767181
62	95.050279	0.641820
63	95.579770	0.529491
64	96.018113	0.438343
65	96.382585	0.364472
66	96.680693	0.298108
67	96.923407	0.242714
68	97.126864	0.203457
69	97.294746	0.167882
70	97.436223	0.141477
71	97.552355	0.116132
72	97.651391	0.099036
73	97.733691	0.082300
74	97.811947	0.078256
75	97.878291	0.066344
76	97.938950	0.060659
77	97.993463	0.054513
78	98.042030	0.048567
79	98.085712	0.043682
80	98.128954	0.043242
81	98.167371	0.038417
82	98.204407	0.037036
83	98.241323	0.036916
84	98.275656	0.034333
85	98.310950	0.035294
86	98.343902	0.032952
87	98.375493	0.031591
88	98.405662	0.030169
89	98.434590	0.028928
90	98.464018	0.029428
91	98.491905	0.027887
92	98.520533	0.028628
93	98.546959	0.026426
94	98.572283	0.025324
95	98.598468	0.026185
96	98.621710	0.023242
97	98.644812	0.023102
98	98.667654	0.022842
99	98.688874	0.021220
100	98.710995	0.022121
101	98.732756	0.021761
102	98.753556	0.020800
103	98.774016	0.020460
104	98.792854	0.018838
105	98.812033	0.019179
106	98.829790	0.017757
107	98.847527	0.017737
108	98.865604	0.018077
109	98.882660	0.017056
110	98.899316	0.016656
111	98.916793	0.017477
112	98.933149	0.016356
113	98.949885	0.016736
114	98.966421	0.016536
115	98.982256	0.015835
116	98.997571	0.015315
117	99.012545	0.014974
