# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.080033	0.080033
2	0.424204	0.344171
3	0.735942	0.311738
4	1.045977	0.310035
5	1.346607	0.300630
6	1.658741	0.312134
7	1.970618	0.311877
8	2.291821	0.321203
9	2.626330	0.334509
10	2.977035	0.350705
11	3.331562	0.354527
12	3.695494	0.363932
13	4.071049	0.375555
14	4.460643	0.389594
15	4.859444	0.398801
16	5.267135	0.407691
17	5.688469	0.421334
18	6.110634	0.422165
19	6.555293	0.444659
20	7.007080	0.451787
21	7.482132	0.475052
22	7.973856	0.491724
23	8.483816	0.509960
24	9.022962	0.539146
25	9.598818	0.575856
26	10.208909	0.610091
27	10.877332	0.668423
28	11.598088	0.720756
29	12.388640	0.790552
30	13.268275	0.879635
31	14.248833	0.980558
32	15.358984	1.110151
33	16.626470	1.267486
34	18.055646	1.429176
35	19.672134	1.616488
36	21.495379	1.823245
37	23.549477	2.054098
38	25.828785	2.279308
39	28.351460	2.522675
40	31.111662	2.760202
41	34.091114	2.979452
42	37.298053	3.206939
43	40.691097	3.393044
44	44.231674	3.540577
45	47.877272	3.645598
46	51.581678	3.704406
47	55.318774	3.737096
48	59.027476	3.708702
49	62.658105	3.630629
50	66.196444	3.538339
51	69.583706	3.387262
52	72.789041	3.205335
53	75.780967	2.991926
54	78.563860	2.782893
55	81.106376	2.542516
56	83.416811	2.310435
57	85.475285	2.058474
58	87.307578	1.832293
59	88.924819	1.617241
60	90.325364	1.400545
61	91.534221	1.208857
62	92.572022	1.037801
63	93.452132	0.880110
64	94.200292	0.748160
65	94.832302	0.632010
66	95.352440	0.520138
67	95.791574	0.439134
68	96.151962	0.360388
69	96.452097	0.300135
70	96.698355	0.246258
71	96.904082	0.205727
72	97.079732	0.175650
73	97.227523	0.147791
74	97.348860	0.121337
75	97.455307	0.106447
76	97.546547	0.091240
77	97.627491	0.080944
78	97.696575	0.069084
79	97.761283	0.064708
80	97.818942	0.057659
81	97.872265	0.053323
82	97.924063	0.051798
83	97.973049	0.048986
84	98.019877	0.046828
85	98.063616	0.043739
86	98.103276	0.039660
87	98.143748	0.040472
88	98.180577	0.036829
89	98.217148	0.036571
90	98.251423	0.034275
91	98.286371	0.034948
92	98.321556	0.035185
93	98.354088	0.032532
94	98.388026	0.033938
95	98.419271	0.031245
96	98.450239	0.030968
97	98.478771	0.028532
98	98.507917	0.029146
99	98.535479	0.027562
100	98.562091	0.026612
101	98.588703	0.026612
102	98.615513	0.026810
103	98.641630	0.026117
104	98.666598	0.024968
105	98.691467	0.024869
106	98.715267	0.023800
107	98.738255	0.022988
108	98.761184	0.022929
109	98.784093	0.022909
110	98.804864	0.020771
111	98.824922	0.020058
112	98.845336	0.020414
113	98.865295	0.019959
114	98.883967	0.018672
115	98.903985	0.020018
116	98.921766	0.017781
117	98.940497	0.018731
118	98.957882	0.017385
119	98.974138	0.016256
120	98.990196	0.016058
121	99.006373	0.016177
