# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.082918	0.082918
2	0.421187	0.338269
3	0.765350	0.344163
4	1.136448	0.371098
5	1.528849	0.392401
6	1.949392	0.420543
7	2.396045	0.446653
8	2.865469	0.469424
9	3.370639	0.505170
10	3.913124	0.542485
11	4.500588	0.587464
12	5.136552	0.635964
13	5.805787	0.669235
14	6.523542	0.717755
15	7.295952	0.772410
16	8.109116	0.813164
17	8.974421	0.865305
18	9.858635	0.884214
19	10.807501	0.948866
20	11.833914	1.026413
21	12.954228	1.120314
22	14.201091	1.246863
23	15.601659	1.400568
24	17.186891	1.585232
25	19.003556	1.816665
26	21.088185	2.084629
27	23.451459	2.363274
28	26.132987	2.681528
29	29.163747	3.030760
30	32.509381	3.345634
31	36.173771	3.664390
32	40.104515	3.930744
33	44.271802	4.167287
34	48.598467	4.326665
35	53.006642	4.408175
36	57.418437	4.411795
37	61.786159	4.367722
38	66.006310	4.220151
39	70.035803	4.029493
40	73.801718	3.765915
41	77.269193	3.467475
42	80.414070	3.144877
43	83.231360	2.817290
44	85.701852	2.470492
45	87.847231	2.145379
46	89.675986	1.828755
47	91.230682	1.554696
48	92.526366	1.295684
49	93.589913	1.063547
50	94.463626	0.873713
51	95.160581	0.696955
52	95.723967	0.563386
53	96.170620	0.446653
54	96.531921	0.361301
55	96.820644	0.288723
56	97.050589	0.229945
57	97.238612	0.188023
58	97.387268	0.148656
59	97.511906	0.124638
60	97.614517	0.102611
61	97.705240	0.090723
62	97.785643	0.080403
63	97.853273	0.067630
64	97.913057	0.059784
65	97.968557	0.055500
66	98.021100	0.052543
67	98.073663	0.052563
68	98.120191	0.046528
69	98.165713	0.045522
70	98.209988	0.044275
71	98.252614	0.042626
72	98.292262	0.039648
73	98.332132	0.039870
74	98.370694	0.038562
75	98.408834	0.038140
76	98.445807	0.036973
77	98.481593	0.035786
78	98.514865	0.033272
79	98.546145	0.031280
80	98.576580	0.030435
81	98.606533	0.029953
82	98.635681	0.029148
83	98.663702	0.028021
84	98.689672	0.025970
85	98.715621	0.025949
86	98.739720	0.024099
87	98.763919	0.024199
88	98.788219	0.024300
89	98.812499	0.024280
90	98.834888	0.022389
91	98.856694	0.021806
92	98.877313	0.020619
93	98.897550	0.020237
94	98.917807	0.020257
95	98.938164	0.020357
96	98.958763	0.020599
97	98.977451	0.018688
98	98.995857	0.018406
99	99.015249	0.019392
