# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.074601	0.074601
2	0.388904	0.314303
3	0.711794	0.322890
4	1.053614	0.341820
5	1.413785	0.360171
6	1.796647	0.382862
7	2.194661	0.398014
8	2.600550	0.405889
9	3.028737	0.428187
10	3.473180	0.444443
11	3.935057	0.461877
12	4.419532	0.484475
13	4.933357	0.513825
14	5.459584	0.526227
15	6.027190	0.567606
16	6.617879	0.590689
17	7.247496	0.629617
18	7.886073	0.638577
19	8.561277	0.675204
20	9.267870	0.706593
21	10.000877	0.733007
22	10.762486	0.761609
23	11.562536	0.800050
24	12.405442	0.842906
25	13.295264	0.889822
26	14.247527	0.952263
27	15.275682	1.028155
28	16.400081	1.124399
29	17.644537	1.244456
30	19.030394	1.385857
31	20.577555	1.547161
32	22.299602	1.722047
33	24.244104	1.944502
34	26.397574	2.153470
35	28.798959	2.401385
36	31.453684	2.654725
37	34.342406	2.888722
38	37.467856	3.125450
39	40.804706	3.336850
40	44.295995	3.491289
41	47.932819	3.636824
42	51.654776	3.721957
43	55.433544	3.778768
44	59.205746	3.772202
45	62.922877	3.717131
46	66.533662	3.610785
47	70.000203	3.466541
48	73.279681	3.279478
49	76.357374	3.077693
50	79.203820	2.846446
51	81.797824	2.594004
52	84.135159	2.337335
53	86.223139	2.087980
54	88.069209	1.846070
55	89.673855	1.604646
56	91.065530	1.391675
57	92.253624	1.188094
58	93.259537	1.005913
59	94.104277	0.844740
60	94.817549	0.713272
61	95.406442	0.588893
62	95.892151	0.485709
63	96.289941	0.397790
64	96.617058	0.327117
65	96.890974	0.273916
66	97.107275	0.216301
67	97.287753	0.180478
68	97.434261	0.146508
69	97.559799	0.125538
70	97.664910	0.105111
71	97.755131	0.090221
72	97.833061	0.077930
73	97.901582	0.068521
74	97.963201	0.061619
75	98.019881	0.056680
76	98.071510	0.051629
77	98.121175	0.049665
78	98.165341	0.044166
79	98.208515	0.043174
80	98.248266	0.039751
81	98.287531	0.039265
82	98.326066	0.038535
83	98.360935	0.034869
84	98.396215	0.035280
85	98.429868	0.033653
86	98.463371	0.033503
87	98.495471	0.032100
88	98.526841	0.031370
89	98.558062	0.031221
90	98.587749	0.029687
91	98.617062	0.029313
92	98.645888	0.028826
93	98.672732	0.026844
94	98.698846	0.026114
95	98.725147	0.026301
96	98.749446	0.024299
97	98.774625	0.025179
98	98.798270	0.023645
99	98.820998	0.022728
100	98.842585	0.021587
101	98.863686	0.021101
102	98.883702	0.020016
103	98.903793	0.020091
104	98.923453	0.019660
105	98.943001	0.019548
106	98.962175	0.019174
107	98.979366	0.017191
108	98.996744	0.017378
109	99.014141	0.017397
