# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.088962	0.088962
2	0.427182	0.338220
3	0.770105	0.342923
4	1.143660	0.373555
5	1.522883	0.379223
6	1.921824	0.398941
7	2.329448	0.407624
8	2.748147	0.418699
9	3.184996	0.436849
10	3.635493	0.450497
11	4.097929	0.462436
12	4.583219	0.485290
13	5.075644	0.492425
14	5.584471	0.508827
15	6.112754	0.528283
16	6.665197	0.552443
17	7.232193	0.566996
18	7.813238	0.581045
19	8.411429	0.598191
20	9.045799	0.634370
21	9.710379	0.664580
22	10.398235	0.687856
23	11.117587	0.719352
24	11.870004	0.752417
25	12.649796	0.779792
26	13.462653	0.812857
27	14.325719	0.863066
28	15.240060	0.914341
29	16.205454	0.965394
30	17.233720	1.028266
31	18.346667	1.112947
32	19.547651	1.200984
33	20.838099	1.290448
34	22.244744	1.406645
35	23.779063	1.534319
36	25.443247	1.664184
37	27.260793	1.817546
38	29.230273	1.969480
39	31.333980	2.103707
40	33.627510	2.293530
41	36.060532	2.433022
42	38.656584	2.596052
43	41.383586	2.727002
44	44.240534	2.856948
45	47.208955	2.968421
46	50.239183	3.030228
47	53.327781	3.088598
48	56.446026	3.118245
49	59.558683	3.112657
50	62.653070	3.094387
51	65.684585	3.031515
52	68.634354	2.949769
53	71.485091	2.850737
54	74.200335	2.715244
55	76.767986	2.567651
56	79.177572	2.409586
57	81.408953	2.231381
58	83.467395	2.058442
59	85.340437	1.873042
60	87.041183	1.700746
61	88.562920	1.521737
62	89.922110	1.359190
63	91.113185	1.191075
64	92.165712	1.052527
65	93.075309	0.909597
66	93.851966	0.776657
67	94.528687	0.676721
68	95.102014	0.573327
69	95.588671	0.486657
70	96.001180	0.412509
71	96.348384	0.347204
72	96.642927	0.294543
73	96.891079	0.248152
74	97.098730	0.207651
75	97.271227	0.172497
76	97.417312	0.146085
77	97.540283	0.122971
78	97.644480	0.104197
79	97.737623	0.093143
80	97.817560	0.079937
81	97.888030	0.070470
82	97.950440	0.062410
83	98.007604	0.057164
84	98.059984	0.052380
85	98.108927	0.048943
86	98.154272	0.045345
87	98.196823	0.042551
88	98.236781	0.039958
89	98.274086	0.037305
90	98.310165	0.036079
91	98.345601	0.035436
92	98.380313	0.034712
93	98.412211	0.031898
94	98.442361	0.030150
95	98.472591	0.030230
96	98.502660	0.030069
97	98.530599	0.027939
98	98.558538	0.027939
99	98.586195	0.027657
100	98.613209	0.027014
101	98.639620	0.026411
102	98.665649	0.026029
103	98.690131	0.024482
104	98.714532	0.024401
105	98.738712	0.024180
106	98.762168	0.023456
107	98.785966	0.023798
108	98.808618	0.022652
109	98.829823	0.021205
110	98.849943	0.020120
111	98.870485	0.020542
112	98.890303	0.019818
113	98.910503	0.020200
114	98.929879	0.019376
115	98.948713	0.018834
116	98.965858	0.017145
117	98.982460	0.016602
118	98.999384	0.016924
119	99.015484	0.016100
