# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.076209	0.076209
2	0.387725	0.311516
3	0.695377	0.307652
4	1.025025	0.329648
5	1.375138	0.350113
6	1.750628	0.375490
7	2.150085	0.399457
8	2.585382	0.435297
9	3.062215	0.476833
10	3.583783	0.521568
11	4.146846	0.563063
12	4.765129	0.618283
13	5.435331	0.670202
14	6.161055	0.725724
15	6.936947	0.775892
16	7.785345	0.848398
17	8.703432	0.918087
18	9.666717	0.963285
19	10.701200	1.034483
20	11.820022	1.118822
21	13.024712	1.204690
22	14.311507	1.286795
23	15.711860	1.400353
24	17.201824	1.489964
25	18.805709	1.603885
26	20.527479	1.721770
27	22.374258	1.846779
28	24.327311	1.953053
29	26.401167	2.073856
30	28.594035	2.192868
31	30.923060	2.329025
32	33.368622	2.445562
33	35.912469	2.543847
34	38.566393	2.653924
35	41.323713	2.757320
36	44.173823	2.850110
37	47.099921	2.926098
38	50.086189	2.986268
39	53.127113	3.040924
40	56.193715	3.066602
41	59.258144	3.064429
42	62.298303	3.040159
43	65.302421	3.004118
44	68.225138	2.922717
45	71.063033	2.837895
46	73.783365	2.720332
47	76.370538	2.587173
48	78.811291	2.440753
49	81.093005	2.281714
50	83.196725	2.103720
51	85.153722	1.956997
52	86.927070	1.773348
53	88.530995	1.603925
54	89.962118	1.431123
55	91.224986	1.262868
56	92.346544	1.121558
57	93.319468	0.972924
58	94.175815	0.856347
59	94.906207	0.730392
60	95.525214	0.619007
61	96.049740	0.524526
62	96.493691	0.443951
63	96.862620	0.368929
64	97.176048	0.313428
65	97.434800	0.258752
66	97.653103	0.218303
67	97.833311	0.180208
68	97.987157	0.153846
69	98.115044	0.127887
70	98.224678	0.109634
71	98.314792	0.090114
72	98.393275	0.078483
73	98.462561	0.069286
74	98.520175	0.057614
75	98.574690	0.054515
76	98.622222	0.047532
77	98.664925	0.042703
78	98.702999	0.038074
79	98.740530	0.037531
80	98.776974	0.036444
81	98.809434	0.032460
82	98.840626	0.031192
83	98.871134	0.030508
84	98.899991	0.028857
85	98.928386	0.028395
86	98.954567	0.026181
87	98.978112	0.023545
88	99.004836	0.026724
