# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.113717	0.113717
2	0.504309	0.390592
3	0.913326	0.409017
4	1.360006	0.446680
5	1.856166	0.496160
6	2.391043	0.534877
7	2.969116	0.578073
8	3.594926	0.625810
9	4.264642	0.669716
10	5.000257	0.735615
11	5.796602	0.796345
12	6.670664	0.874062
13	7.632619	0.961955
14	8.716805	1.084186
15	9.946736	1.229931
16	11.360439	1.413703
17	13.002914	1.642475
18	14.885229	1.882315
19	17.089115	2.203886
20	19.633018	2.543903
21	22.563965	2.930947
22	25.891362	3.327397
23	29.611641	3.720279
24	33.687342	4.075701
25	38.061283	4.373941
26	42.693996	4.632713
27	47.507258	4.813262
28	52.412913	4.905655
29	57.300994	4.888081
30	62.092526	4.791532
31	66.685124	4.592598
32	71.018078	4.332954
33	75.024211	4.006133
34	78.681003	3.656792
35	81.944710	3.263707
36	84.806028	2.861318
37	87.291552	2.485524
38	89.420458	2.128906
39	91.202414	1.781956
40	92.679847	1.477433
41	93.891676	1.211829
42	94.873334	0.981658
43	95.662179	0.788845
44	96.292854	0.630675
45	96.789683	0.496829
46	97.179768	0.390085
47	97.486947	0.307179
48	97.731145	0.244198
49	97.922904	0.191759
50	98.074243	0.151339
51	98.198420	0.124177
52	98.298394	0.099974
53	98.384118	0.085724
54	98.460315	0.076197
55	98.526255	0.065940
56	98.582424	0.056169
57	98.634823	0.052399
58	98.683513	0.048690
59	98.728797	0.045284
60	98.770960	0.042163
61	98.809109	0.038149
62	98.844846	0.035737
63	98.879022	0.034176
64	98.911394	0.032372
65	98.942367	0.030973
66	98.973259	0.030892
67	99.001536	0.028277
