# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.097303	0.097303
2	0.443438	0.346135
3	0.781285	0.337847
4	1.150665	0.369380
5	1.551677	0.401012
6	1.985367	0.433690
7	2.445676	0.460309
8	2.934184	0.488508
9	3.463440	0.529256
10	4.025788	0.562348
11	4.628746	0.602958
12	5.281747	0.653001
13	5.991480	0.709733
14	6.767772	0.776292
15	7.625600	0.857828
16	8.560110	0.934510
17	9.598593	1.038483
18	10.734734	1.136141
19	12.002671	1.267937
20	13.429853	1.427182
21	15.044418	1.614565
22	16.869573	1.825155
23	18.914986	2.045413
24	21.198062	2.283076
25	23.746664	2.548602
26	26.551202	2.804538
27	29.642044	3.090842
28	32.980495	3.338451
29	36.567482	3.586987
30	40.361546	3.794064
31	44.332239	3.970693
32	48.392815	4.060576
33	52.513497	4.120682
34	56.627983	4.114486
35	60.705095	4.077112
36	64.654831	3.949736
37	68.498819	3.843988
38	72.113234	3.614415
39	75.510706	3.397472
40	78.644270	3.133564
41	81.499363	2.855093
42	84.061127	2.561764
43	86.349275	2.288148
44	88.356209	2.006934
45	90.074017	1.717808
46	91.561088	1.487071
47	92.817284	1.256196
48	93.862772	1.045488
49	94.726954	0.864182
50	95.445902	0.718948
51	96.040612	0.594710
52	96.524502	0.483890
53	96.918588	0.394086
54	97.238064	0.319476
55	97.503511	0.265447
56	97.715127	0.211616
57	97.885481	0.170354
58	98.032570	0.147089
59	98.154855	0.122285
60	98.253539	0.098684
61	98.337798	0.084259
62	98.411047	0.073249
63	98.473265	0.062218
64	98.530115	0.056850
65	98.580394	0.050279
66	98.627358	0.046964
67	98.671066	0.043708
68	98.712189	0.041123
69	98.751300	0.039111
70	98.787313	0.036013
71	98.822122	0.034809
72	98.855550	0.033428
73	98.889096	0.033546
74	98.921892	0.032796
75	98.952064	0.030172
76	98.979512	0.027448
77	99.005184	0.025672
