# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.069300	0.069300
2	0.376245	0.306945
3	0.662671	0.286426
4	0.964020	0.301349
5	1.267455	0.303435
6	1.581561	0.314106
7	1.893420	0.311859
8	2.219239	0.325819
9	2.554225	0.334986
10	2.896412	0.342187
11	3.250874	0.354462
12	3.615505	0.364631
13	3.988942	0.373437
14	4.375617	0.386675
15	4.774989	0.399372
16	5.193195	0.418206
17	5.631399	0.438204
18	6.075279	0.443880
19	6.536248	0.460969
20	7.016673	0.480425
21	7.520185	0.503512
22	8.046021	0.525836
23	8.592276	0.546255
24	9.169601	0.577325
25	9.765800	0.596199
26	10.378687	0.612887
27	11.018071	0.639384
28	11.672678	0.654607
29	12.357693	0.685015
30	13.070067	0.712374
31	13.814473	0.744406
32	14.610568	0.796095
33	15.449046	0.838478
34	16.367173	0.918127
35	17.368400	1.001227
36	18.457841	1.089441
37	19.677257	1.219416
38	21.029757	1.352500
39	22.541275	1.511518
40	24.220517	1.679242
41	26.087440	1.866923
42	28.148603	2.061163
43	30.399754	2.251151
44	32.854993	2.455239
45	35.499899	2.644906
46	38.312308	2.812409
47	41.301627	2.989319
48	44.417832	3.116205
49	47.657854	3.240022
50	50.970726	3.312872
51	54.330794	3.360068
52	57.689719	3.358925
53	61.052074	3.362355
54	64.331370	3.279296
55	67.534686	3.203316
56	70.588531	3.053845
57	73.506605	2.918074
58	76.239605	2.733000
59	78.795796	2.556191
60	81.155500	2.359704
61	83.325818	2.170318
62	85.284726	1.958908
63	87.031583	1.746857
64	88.591561	1.559978
65	89.968832	1.377271
66	91.167508	1.198676
67	92.212080	1.044572
68	93.112938	0.900858
69	93.880210	0.767272
70	94.530826	0.650616
71	95.087591	0.556765
72	95.556363	0.468772
73	95.952746	0.396383
74	96.278565	0.325819
75	96.550629	0.272064
76	96.777283	0.226654
77	96.968615	0.191332
78	97.127373	0.158758
79	97.262503	0.135130
80	97.376853	0.114350
81	97.474996	0.098143
82	97.558778	0.083782
83	97.633714	0.074936
84	97.699423	0.065709
85	97.758854	0.059431
86	97.813471	0.054617
87	97.863596	0.050125
88	97.913801	0.050205
89	97.959112	0.045311
90	98.001414	0.042302
91	98.040828	0.039414
92	98.079840	0.039012
93	98.117729	0.037889
94	98.152850	0.035121
95	98.187109	0.034259
96	98.220826	0.033717
97	98.254042	0.033216
98	98.286074	0.032032
99	98.317404	0.031330
100	98.348012	0.030608
101	98.377156	0.029144
102	98.406922	0.029766
103	98.435926	0.029004
104	98.463887	0.027961
105	98.491206	0.027319
106	98.516459	0.025253
107	98.541692	0.025233
108	98.567567	0.025875
109	98.592459	0.024892
110	98.615746	0.023287
111	98.638030	0.022284
112	98.660294	0.022264
113	98.681214	0.020920
114	98.702255	0.021041
115	98.723035	0.020780
116	98.744397	0.021362
117	98.764114	0.019717
118	98.784392	0.020278
119	98.804229	0.019837
120	98.822762	0.018533
121	98.841315	0.018553
122	98.859507	0.018192
123	98.878401	0.018894
124	98.896734	0.018333
125	98.915428	0.018694
126	98.933219	0.017791
127	98.950048	0.016829
128	98.966897	0.016849
129	98.982201	0.015304
130	98.996903	0.014702
131	99.011846	0.014943
