# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.076671	0.076671
2	0.405208	0.328537
3	0.724866	0.319658
4	1.056074	0.331208
5	1.386519	0.330445
6	1.726746	0.340227
7	2.073320	0.346574
8	2.433513	0.360193
9	2.801178	0.367665
10	3.186901	0.385723
11	3.578811	0.391910
12	3.985525	0.406714
13	4.410538	0.425013
14	4.840512	0.429974
15	5.281192	0.440680
16	5.745856	0.464664
17	6.225283	0.479427
18	6.711580	0.486297
19	7.223949	0.512369
20	7.755863	0.531914
21	8.315416	0.559553
22	8.889572	0.574156
23	9.491146	0.601574
24	10.106981	0.615835
25	10.755939	0.648958
26	11.418114	0.662175
27	12.109515	0.691401
28	12.826888	0.717373
29	13.573507	0.746619
30	14.364377	0.790870
31	15.204700	0.840323
32	16.096485	0.891785
33	17.046903	0.950418
34	18.091929	1.045026
35	19.251870	1.159941
36	20.523734	1.271864
37	21.941387	1.417653
38	23.508705	1.567318
39	25.248185	1.739480
40	27.175093	1.926908
41	29.282198	2.107105
42	31.574502	2.292304
43	34.057086	2.482584
44	36.719867	2.662781
45	39.551577	2.831710
46	42.530381	2.978804
47	45.643223	3.112842
48	48.845169	3.201946
49	52.121315	3.276146
50	55.435244	3.313929
51	58.735835	3.300591
52	62.013467	3.277632
53	65.230157	3.216690
54	68.336089	3.105932
55	71.317926	2.981837
56	74.148210	2.830284
57	76.820372	2.672162
58	79.308239	2.487867
59	81.599237	2.290998
60	83.680049	2.080812
61	85.575140	1.895091
62	87.284792	1.709652
63	88.799624	1.514832
64	90.126224	1.326600
65	91.292412	1.166188
66	92.307248	1.014836
67	93.179931	0.872683
68	93.930306	0.750375
69	94.572857	0.642551
70	95.120880	0.548023
71	95.580442	0.459562
72	95.967852	0.387410
73	96.290885	0.323033
74	96.560206	0.269321
75	96.787727	0.227521
76	96.980940	0.193213
77	97.140849	0.159909
78	97.274787	0.133938
79	97.390446	0.115659
80	97.488408	0.097962
81	97.575765	0.087357
82	97.652235	0.076470
83	97.717999	0.065764
84	97.779223	0.061224
85	97.834662	0.055439
86	97.884738	0.050076
87	97.931058	0.046320
88	97.973782	0.042724
89	98.013815	0.040033
90	98.052823	0.039008
91	98.089381	0.036558
92	98.124693	0.035312
93	98.159885	0.035192
94	98.192285	0.032400
95	98.224042	0.031757
96	98.257326	0.033284
97	98.287858	0.030532
98	98.316963	0.029105
99	98.344703	0.027740
100	98.374853	0.030150
101	98.402352	0.027499
102	98.428826	0.026474
103	98.455863	0.027037
104	98.480690	0.024827
105	98.506300	0.025610
106	98.530806	0.024506
107	98.554950	0.024144
108	98.577708	0.022758
109	98.601531	0.023823
110	98.624068	0.022537
111	98.646485	0.022417
112	98.667074	0.020589
113	98.688386	0.021312
114	98.709196	0.020810
115	98.729082	0.019886
116	98.749369	0.020287
117	98.769154	0.019785
118	98.788096	0.018942
119	98.807018	0.018922
120	98.825016	0.017998
121	98.842532	0.017516
122	98.859445	0.016913
123	98.876117	0.016672
124	98.892387	0.016270
125	98.908517	0.016130
126	98.925309	0.016792
127	98.941378	0.016069
128	98.956523	0.015145
129	98.972070	0.015547
130	98.987697	0.015627
131	99.002260	0.014563
