# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.078260	0.078260
2	0.400364	0.322104
3	0.701339	0.300975
4	1.001152	0.299813
5	1.301682	0.300530
6	1.606666	0.304984
7	1.919571	0.312905
8	2.233929	0.314358
9	2.554678	0.320749
10	2.881488	0.326810
11	3.210506	0.329018
12	3.550950	0.340444
13	3.894396	0.343446
14	4.240650	0.346254
15	4.597963	0.357313
16	4.951267	0.353304
17	5.315862	0.364595
18	5.676022	0.360160
19	6.038757	0.362735
20	6.404494	0.365737
21	6.783904	0.379410
22	7.167052	0.383148
23	7.561452	0.394400
24	7.962243	0.400791
25	8.370567	0.408324
26	8.793087	0.422520
27	9.230112	0.437025
28	9.675116	0.445004
29	10.135439	0.460323
30	10.615904	0.480465
31	11.112617	0.496713
32	11.635049	0.522432
33	12.175259	0.540210
34	12.750484	0.575225
35	13.367444	0.616960
36	14.029024	0.661580
37	14.743611	0.714587
38	15.526930	0.783319
39	16.390194	0.863264
40	17.346185	0.955991
41	18.400306	1.054121
42	19.572989	1.172683
43	20.875040	1.302051
44	22.321275	1.446235
45	23.925948	1.604673
46	25.694113	1.768165
47	27.643220	1.949107
48	29.768369	2.125149
49	32.087300	2.318931
50	34.565637	2.478337
51	37.214980	2.649343
52	40.025492	2.810512
53	42.971201	2.945709
54	46.025615	3.054414
55	49.194272	3.168657
56	52.385162	3.190890
57	55.620769	3.235607
58	58.854323	3.233554
59	62.042502	3.188179
60	65.167429	3.124927
61	68.193878	3.026449
62	71.112920	2.919042
63	73.881387	2.768467
64	76.490777	2.609390
65	78.930400	2.439623
66	81.184569	2.254169
67	83.256847	2.072278
68	85.140282	1.883435
69	86.834196	1.693914
70	88.354547	1.520351
71	89.691265	1.336718
72	90.875762	1.184497
73	91.913576	1.037814
74	92.809046	0.895470
75	93.583650	0.774604
76	94.257857	0.674207
77	94.822217	0.564360
78	95.307213	0.484996
79	95.712903	0.405690
80	96.055517	0.342614
81	96.342820	0.287303
82	96.585308	0.242488
83	96.791717	0.206409
84	96.965803	0.174086
85	97.110471	0.144668
86	97.236489	0.126018
87	97.339383	0.102894
88	97.432633	0.093250
89	97.512171	0.079538
90	97.581097	0.068926
91	97.643264	0.062167
92	97.697665	0.054401
93	97.747941	0.050276
94	97.793975	0.046034
95	97.837124	0.043149
96	97.878259	0.041135
97	97.916450	0.038191
98	97.955048	0.038598
99	97.990799	0.035751
100	98.026182	0.035383
101	98.060674	0.034492
102	98.091893	0.031219
103	98.122124	0.030231
104	98.151987	0.029863
105	98.181908	0.029921
106	98.211016	0.029108
107	98.239853	0.028837
108	98.266656	0.026803
109	98.293149	0.026493
110	98.321502	0.028353
111	98.348034	0.026532
112	98.371564	0.023530
113	98.396837	0.025273
114	98.421142	0.024305
115	98.444169	0.023027
116	98.467661	0.023492
117	98.490223	0.022562
118	98.513521	0.023298
119	98.535463	0.021942
120	98.556882	0.021419
121	98.576190	0.019308
122	98.597396	0.021206
123	98.617266	0.019870
124	98.636323	0.019057
125	98.655302	0.018979
126	98.674610	0.019308
127	98.692466	0.017856
128	98.711716	0.019250
129	98.729766	0.018050
130	98.747874	0.018108
131	98.765459	0.017585
132	98.781514	0.016055
133	98.798189	0.016675
134	98.814496	0.016307
135	98.830260	0.015764
136	98.845192	0.014932
137	98.860588	0.015396
138	98.875616	0.015028
139	98.889947	0.014331
140	98.904026	0.014079
141	98.918415	0.014389
142	98.932030	0.013615
143	98.945703	0.013673
144	98.960480	0.014777
145	98.973533	0.013053
146	98.986935	0.013402
147	98.999620	0.012685
148	99.012828	0.013208
