# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.074907	0.074907
2	0.371383	0.296476
3	0.661257	0.289874
4	0.957158	0.295901
5	1.259384	0.302226
6	1.560540	0.301156
7	1.870499	0.309959
8	2.184364	0.313865
9	2.503523	0.319159
10	2.830038	0.326515
11	3.161628	0.331590
12	3.501268	0.339640
13	3.848125	0.346857
14	4.202299	0.354174
15	4.568369	0.366070
16	4.939178	0.370809
17	5.321942	0.382764
18	5.704231	0.382289
19	6.100716	0.396485
20	6.510287	0.409571
21	6.934887	0.424600
22	7.372612	0.437725
23	7.831969	0.459357
24	8.310261	0.478292
25	8.803047	0.492786
26	9.311853	0.508806
27	9.839891	0.528038
28	10.383771	0.543880
29	10.934948	0.551177
30	11.506943	0.571995
31	12.085204	0.578261
32	12.691540	0.606336
33	13.299006	0.607466
34	13.930562	0.631556
35	14.587160	0.656598
36	15.278337	0.691177
37	16.012043	0.733706
38	16.791074	0.779031
39	17.635000	0.843926
40	18.557818	0.922818
41	19.566032	1.008214
42	20.680183	1.114151
43	21.899140	1.218957
44	23.237338	1.338198
45	24.724934	1.487596
46	26.378226	1.653292
47	28.179965	1.801739
48	30.135483	1.955518
49	32.269704	2.134221
50	34.576997	2.307293
51	37.038625	2.461628
52	39.644179	2.605554
53	42.387215	2.743036
54	45.255103	2.867888
55	48.212134	2.957031
56	51.245836	3.033702
57	54.322821	3.076985
58	57.420030	3.097209
59	60.498800	3.078770
60	63.522985	3.024185
61	66.487391	2.964406
62	69.353573	2.866182
63	72.094090	2.740517
64	74.703510	2.609420
65	77.162085	2.458575
66	79.464203	2.302118
67	81.588768	2.124565
68	83.551860	1.963092
69	85.340869	1.789009
70	86.957659	1.616790
71	88.404272	1.446613
72	89.696987	1.292715
73	90.836616	1.139629
74	91.837811	1.001195
75	92.721450	0.883639
76	93.479325	0.757875
77	94.137331	0.658006
78	94.702446	0.565115
79	95.180480	0.478034
80	95.589337	0.408857
81	95.934707	0.345370
82	96.232532	0.297825
83	96.481621	0.249089
84	96.691294	0.209673
85	96.869858	0.178564
86	97.021278	0.151420
87	97.151027	0.129749
88	97.262833	0.111806
89	97.360343	0.097510
90	97.447206	0.086863
91	97.524572	0.077366
92	97.589863	0.065291
93	97.648671	0.058808
94	97.702423	0.053752
95	97.751495	0.049072
96	97.798882	0.047387
97	97.844128	0.045246
98	97.883802	0.039674
99	97.921275	0.037473
100	97.957162	0.035887
101	97.993168	0.036006
102	98.027429	0.034261
103	98.059886	0.032457
104	98.092422	0.032536
105	98.123392	0.030970
106	98.154065	0.030673
107	98.184698	0.030633
108	98.213388	0.028690
109	98.240908	0.027520
110	98.268587	0.027679
111	98.294422	0.025835
112	98.321347	0.026925
113	98.345953	0.024606
114	98.369865	0.023912
115	98.394748	0.024883
116	98.419155	0.024407
117	98.442155	0.023000
118	98.465333	0.023178
119	98.487658	0.022325
120	98.509527	0.021869
121	98.530643	0.021116
122	98.552037	0.021394
123	98.571904	0.019867
124	98.592267	0.020363
125	98.611876	0.019609
126	98.630434	0.018558
127	98.649944	0.019510
128	98.669236	0.019292
129	98.686684	0.017448
130	98.702982	0.016298
131	98.719141	0.016159
132	98.735915	0.016774
133	98.751836	0.015921
134	98.768332	0.016496
135	98.784551	0.016219
136	98.800789	0.016238
137	98.816076	0.015287
138	98.830233	0.014157
139	98.845302	0.015069
140	98.859340	0.014038
141	98.873596	0.014256
142	98.887713	0.014117
143	98.901830	0.014117
144	98.916403	0.014573
145	98.930718	0.014315
146	98.943685	0.012967
147	98.956236	0.012551
148	98.969421	0.013185
149	98.981952	0.012531
150	98.993868	0.011916
151	99.006557	0.012689
