# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.079014	0.079014
2	0.404205	0.325191
3	0.697101	0.292896
4	0.994076	0.296975
5	1.292365	0.298289
6	1.600583	0.308218
7	1.906552	0.305969
8	2.222430	0.315878
9	2.546825	0.324395
10	2.885049	0.338224
11	3.227292	0.342243
12	3.580180	0.352888
13	3.946738	0.366558
14	4.316937	0.370199
15	4.696827	0.379890
16	5.079104	0.382277
17	5.478135	0.399031
18	5.870739	0.392604
19	6.275620	0.404881
20	6.689694	0.414074
21	7.121199	0.431505
22	7.563349	0.442150
23	8.022790	0.459441
24	8.493135	0.470345
25	8.980115	0.486980
26	9.490833	0.510718
27	10.023140	0.532307
28	10.581931	0.558791
29	11.180777	0.598846
30	11.810325	0.629548
31	12.486315	0.675990
32	13.209582	0.723267
33	13.997457	0.787875
34	14.868187	0.870730
35	15.827960	0.959773
36	16.892216	1.064256
37	18.070288	1.178072
38	19.380740	1.310452
39	20.852445	1.471705
40	22.479492	1.627047
41	24.293619	1.814127
42	26.284399	1.990780
43	28.481738	2.197339
44	30.876862	2.395124
45	33.473233	2.596371
46	36.238019	2.764786
47	39.183000	2.944981
48	42.275424	3.092424
49	45.486817	3.211393
50	48.807847	3.321030
51	52.183875	3.376028
52	55.580239	3.396364
53	58.975687	3.395448
54	62.321988	3.346301
55	65.602307	3.280319
56	68.765747	3.163440
57	71.782141	3.016394
58	74.644566	2.862425
59	77.322379	2.677813
60	79.811560	2.489181
61	82.094042	2.282482
62	84.170661	2.076619
63	86.032702	1.862041
64	87.694630	1.661928
65	89.158296	1.463666
66	90.456233	1.297937
67	91.589197	1.132964
68	92.570658	0.981461
69	93.407820	0.837162
70	94.133216	0.725396
71	94.735245	0.602029
72	95.241227	0.505982
73	95.672990	0.431763
74	96.034116	0.361126
75	96.335927	0.301811
76	96.587257	0.251330
77	96.795707	0.208450
78	96.970609	0.174902
79	97.118370	0.147761
80	97.244841	0.126471
81	97.351832	0.106991
82	97.442467	0.090635
83	97.520188	0.077721
84	97.589313	0.069125
85	97.650658	0.061345
86	97.705238	0.054580
87	97.757231	0.051993
88	97.804926	0.047695
89	97.850452	0.045526
90	97.892158	0.041706
91	97.931536	0.039378
92	97.968407	0.036871
93	98.003726	0.035319
94	98.037154	0.033428
95	98.070204	0.033050
96	98.102279	0.032075
97	98.134812	0.032533
98	98.166569	0.031757
99	98.197809	0.031240
100	98.226183	0.028374
101	98.255174	0.028991
102	98.283150	0.027976
103	98.311126	0.027976
104	98.338227	0.027101
105	98.365029	0.026802
106	98.391712	0.026683
107	98.416863	0.025151
108	98.441994	0.025131
109	98.465434	0.023440
110	98.489391	0.023957
111	98.513129	0.023738
112	98.535832	0.022703
113	98.557103	0.021271
114	98.579329	0.022226
115	98.601714	0.022385
116	98.621552	0.019838
117	98.642365	0.020813
118	98.662422	0.020057
119	98.681663	0.019241
120	98.700526	0.018863
121	98.718474	0.017948
122	98.737039	0.018565
123	98.755305	0.018266
124	98.772517	0.017212
125	98.791121	0.018604
126	98.806860	0.015739
127	98.824032	0.017172
128	98.839532	0.015500
129	98.856266	0.016734
130	98.872224	0.015958
131	98.887884	0.015660
132	98.902986	0.015102
133	98.918347	0.015361
134	98.932733	0.014386
135	98.947199	0.014466
136	98.960610	0.013411
137	98.975135	0.014525
138	98.988944	0.013809
139	99.002295	0.013351
