# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.080641	0.080641
2	0.397860	0.317219
3	0.686266	0.288406
4	0.981638	0.295372
5	1.267729	0.286091
6	1.566149	0.298420
7	1.870941	0.304792
8	2.187943	0.317002
9	2.510129	0.322186
10	2.844407	0.334278
11	3.185690	0.341283
12	3.536353	0.350663
13	3.907814	0.371461
14	4.289863	0.382049
15	4.677927	0.388064
16	5.082120	0.404193
17	5.487421	0.405301
18	5.906178	0.418757
19	6.338966	0.432788
20	6.788594	0.449628
21	7.244753	0.456159
22	7.734118	0.489365
23	8.248259	0.514141
24	8.788759	0.540500
25	9.363573	0.574814
26	9.984555	0.620982
27	10.658908	0.674353
28	11.397853	0.738945
29	12.204081	0.806228
30	13.096016	0.891935
31	14.085511	0.989495
32	15.194849	1.109338
33	16.433172	1.238323
34	17.822387	1.389215
35	19.377336	1.554949
36	21.110090	1.732754
37	23.050828	1.940738
38	25.177267	2.126439
39	27.520139	2.342872
40	30.076377	2.556238
41	32.830862	2.754485
42	35.777559	2.946697
43	38.874297	3.096738
44	42.116604	3.242307
45	45.503628	3.387024
46	48.964604	3.460976
47	52.468028	3.503424
48	55.962982	3.494954
49	59.448952	3.485970
50	62.870251	3.421299
51	66.176813	3.306562
52	69.353578	3.176765
53	72.390988	3.037410
54	75.234604	2.843616
55	77.897110	2.662506
56	80.366098	2.468988
57	82.615031	2.248933
58	84.645433	2.030402
59	86.478518	1.833085
60	88.114958	1.636440
61	89.544385	1.429427
62	90.802992	1.258607
63	91.891591	1.088599
64	92.836462	0.944871
65	93.645144	0.808682
66	94.325216	0.680072
67	94.913962	0.588746
68	95.407661	0.493699
69	95.825073	0.417412
70	96.175043	0.349970
71	96.471326	0.296283
72	96.716018	0.244692
73	96.921884	0.205866
74	97.095217	0.173333
75	97.242131	0.146914
76	97.364725	0.122594
77	97.472437	0.107712
78	97.565268	0.092831
79	97.645651	0.080383
80	97.719128	0.073477
81	97.781939	0.062811
82	97.840257	0.058318
83	97.892837	0.052580
84	97.942864	0.050027
85	97.989269	0.046405
86	98.032924	0.043655
87	98.071572	0.038648
88	98.110735	0.039163
89	98.148433	0.037698
90	98.186290	0.037857
91	98.220980	0.034690
92	98.255275	0.034295
93	98.287650	0.032375
94	98.318818	0.031168
95	98.349847	0.031029
96	98.380579	0.030732
97	98.408066	0.027487
98	98.436404	0.028338
99	98.465039	0.028635
100	98.492764	0.027725
101	98.518846	0.026082
102	98.543978	0.025132
103	98.569922	0.025944
104	98.594738	0.024816
105	98.620583	0.025845
106	98.643895	0.023312
107	98.666534	0.022639
108	98.689489	0.022955
109	98.711178	0.021689
110	98.733282	0.022104
111	98.754100	0.020818
112	98.777649	0.023549
113	98.797517	0.019868
114	98.818058	0.020541
115	98.838441	0.020383
116	98.857181	0.018740
117	98.877148	0.019967
118	98.896442	0.019294
119	98.914292	0.017850
120	98.931964	0.017672
121	98.949002	0.017038
122	98.965269	0.016267
123	98.981219	0.015950
124	98.996635	0.015416
125	99.011892	0.015257
