# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.104156	0.104156
2	0.480968	0.376812
3	0.868915	0.387947
4	1.302130	0.433215
5	1.764829	0.462699
6	2.269785	0.504956
7	2.806468	0.536683
8	3.383427	0.576959
9	4.000258	0.616831
10	4.652313	0.652055
11	5.362003	0.709690
12	6.119507	0.757504
13	6.939537	0.820030
14	7.816636	0.877099
15	8.759090	0.942454
16	9.768334	1.009244
17	10.859666	1.091332
18	12.010856	1.151190
19	13.257896	1.247040
20	14.617641	1.359745
21	16.102478	1.484837
22	17.755168	1.652690
23	19.577874	1.822706
24	21.567161	1.989287
25	23.782018	2.214857
26	26.215048	2.433030
27	28.881489	2.666441
28	31.777703	2.896214
29	34.908864	3.131161
30	38.267737	3.358873
31	41.808731	3.540994
32	45.508546	3.699815
33	49.315305	3.806759
34	53.197807	3.882502
35	57.100901	3.903094
36	60.985524	3.884623
37	64.798285	3.812761
38	68.486237	3.687952
39	71.977599	3.491362
40	75.274411	3.296812
41	78.333629	3.059218
42	81.129689	2.796060
43	83.650708	2.521019
44	85.906346	2.255638
45	87.899553	1.993207
46	89.627844	1.728291
47	91.119491	1.491647
48	92.383163	1.263672
49	93.454974	1.071811
50	94.347008	0.892034
51	95.089457	0.742449
52	95.698306	0.608849
53	96.192490	0.494184
54	96.598524	0.406034
55	96.933746	0.335222
56	97.201188	0.267442
57	97.413056	0.211868
58	97.588751	0.175695
59	97.736841	0.148090
60	97.862196	0.125355
61	97.965079	0.102883
62	98.054260	0.089181
63	98.133296	0.079036
64	98.201056	0.067760
65	98.261601	0.060545
66	98.319054	0.057453
67	98.372082	0.053028
68	98.418380	0.046298
69	98.465466	0.047086
70	98.508187	0.042721
71	98.549574	0.041387
72	98.588011	0.038437
73	98.624306	0.036295
74	98.659429	0.035123
75	98.691723	0.032294
76	98.725007	0.033284
77	98.755744	0.030737
78	98.785350	0.029606
79	98.815016	0.029666
80	98.843025	0.028009
81	98.871075	0.028050
82	98.899185	0.028110
83	98.925052	0.025867
84	98.950313	0.025261
85	98.974644	0.024331
86	98.998066	0.023422
87	99.021326	0.023260
