# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.072706	0.072706
2	0.374666	0.301960
3	0.653092	0.278426
4	0.932128	0.279036
5	1.202389	0.270261
6	1.473614	0.271225
7	1.740510	0.266896
8	2.007485	0.266975
9	2.278828	0.271343
10	2.549954	0.271126
11	2.826039	0.276085
12	3.108617	0.282578
13	3.394422	0.285805
14	3.679499	0.285077
15	3.972781	0.293282
16	4.265808	0.293027
17	4.565033	0.299225
18	4.862192	0.297159
19	5.163660	0.301468
20	5.465915	0.302255
21	5.777398	0.311483
22	6.090554	0.313156
23	6.412545	0.321991
24	6.736759	0.324214
25	7.066935	0.330176
26	7.403683	0.336748
27	7.747082	0.343399
28	8.094515	0.347433
29	8.455446	0.360931
30	8.822910	0.367464
31	9.195588	0.372678
32	9.583929	0.388341
33	9.975103	0.391174
34	10.378241	0.403138
35	10.792457	0.414216
36	11.221903	0.429446
37	11.661364	0.439461
38	12.120522	0.459158
39	12.600990	0.480468
40	13.113924	0.512934
41	13.647814	0.533890
42	14.210649	0.562835
43	14.799142	0.588493
44	15.437319	0.638177
45	16.109301	0.671982
46	16.832049	0.722748
47	17.622878	0.790829
48	18.474253	0.851375
49	19.401206	0.926953
50	20.418515	1.017309
51	21.517758	1.099243
52	22.708459	1.190701
53	24.014564	1.306105
54	25.440461	1.425897
55	26.972888	1.532427
56	28.620680	1.647792
57	30.401743	1.781063
58	32.311040	1.909297
59	34.339893	2.028853
60	36.478464	2.138571
61	38.725060	2.246596
62	41.081590	2.356530
63	43.525367	2.443777
64	46.041574	2.516207
65	48.622498	2.580924
66	51.246121	2.623623
67	53.898590	2.652469
68	56.585001	2.686411
69	59.253880	2.668879
70	61.897770	2.643890
71	64.494849	2.597079
72	67.039450	2.544601
73	69.503081	2.463631
74	71.871240	2.368159
75	74.157957	2.286717
76	76.336727	2.178770
77	78.386772	2.050045
78	80.311161	1.924389
79	82.108713	1.797552
80	83.780865	1.672152
81	85.322816	1.541951
82	86.732244	1.409428
83	88.019420	1.287176
84	89.200381	1.180961
85	90.256630	1.056249
86	91.198912	0.942282
87	92.043577	0.844665
88	92.788186	0.744609
89	93.453084	0.664898
90	94.037838	0.584754
91	94.550418	0.512580
92	95.002118	0.451700
93	95.388688	0.386570
94	95.732520	0.343832
95	96.031213	0.298693
96	96.283823	0.252610
97	96.504242	0.220419
98	96.696996	0.192754
99	96.863953	0.166957
100	97.008381	0.144428
101	97.135493	0.127112
102	97.247021	0.111528
103	97.342394	0.095373
104	97.425863	0.083469
105	97.500064	0.074201
106	97.564073	0.064009
107	97.624500	0.060427
108	97.678454	0.053954
109	97.729791	0.051337
110	97.776012	0.046221
111	97.817176	0.041164
112	97.855506	0.038330
113	97.890668	0.035162
114	97.924591	0.033923
115	97.956251	0.031660
116	97.986475	0.030224
117	98.016777	0.030302
118	98.045643	0.028866
119	98.073859	0.028216
120	98.100659	0.026800
121	98.126809	0.026150
122	98.153176	0.026367
123	98.176375	0.023199
124	98.200105	0.023730
125	98.223678	0.023573
126	98.246031	0.022353
127	98.267695	0.021664
128	98.288336	0.020641
129	98.310177	0.021841
130	98.330405	0.020228
131	98.351085	0.020680
132	98.371608	0.020523
133	98.390576	0.018968
134	98.409800	0.019224
135	98.429752	0.019952
136	98.448425	0.018673
137	98.467826	0.019401
138	98.486873	0.019047
139	98.504464	0.017591
140	98.523806	0.019342
141	98.541830	0.018024
142	98.558457	0.016627
143	98.575222	0.016765
144	98.592006	0.016784
145	98.608574	0.016568
146	98.624001	0.015427
147	98.639408	0.015407
148	98.655622	0.016214
149	98.671226	0.015604
150	98.685629	0.014403
151	98.699914	0.014285
152	98.714219	0.014305
153	98.728642	0.014423
154	98.742121	0.013479
155	98.755324	0.013203
156	98.769078	0.013754
157	98.782694	0.013616
158	98.795346	0.012652
159	98.808077	0.012731
160	98.821339	0.013262
161	98.834345	0.013006
162	98.846584	0.012239
163	98.857997	0.011413
164	98.870177	0.012180
165	98.881944	0.011767
166	98.894537	0.012593
167	98.906855	0.012318
168	98.918110	0.011255
169	98.929601	0.011491
170	98.940345	0.010744
171	98.951364	0.011019
172	98.962344	0.010980
173	98.972615	0.010271
174	98.982926	0.010311
175	98.993788	0.010862
176	99.003607	0.009819
