# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.118730	0.118730
2	0.503283	0.384553
3	0.895367	0.392084
4	1.337575	0.442208
5	1.819137	0.481562
6	2.346005	0.526868
7	2.909879	0.563874
8	3.505697	0.595818
9	4.155769	0.650072
10	4.836996	0.681227
11	5.576566	0.739570
12	6.368649	0.792083
13	7.225917	0.857268
14	8.162845	0.936928
15	9.187004	1.024159
16	10.318861	1.131857
17	11.580785	1.261924
18	12.954374	1.373589
19	14.528317	1.573943
20	16.301723	1.773406
21	18.308602	2.006879
22	20.563165	2.254563
23	23.105252	2.542087
24	25.918445	2.813193
25	29.025134	3.106689
26	32.398517	3.373383
27	36.029726	3.631209
28	39.900744	3.871018
29	43.968108	4.067364
30	48.168454	4.200346
31	52.446739	4.278285
32	56.743122	4.296383
33	60.979198	4.236076
34	65.105775	4.126577
35	69.061898	3.956123
36	72.814570	3.752672
37	76.290285	3.475715
38	79.469751	3.179466
39	82.354183	2.884432
40	84.935523	2.581340
41	87.215310	2.279787
42	89.184454	1.969144
43	90.868341	1.683887
44	92.287722	1.419381
45	93.482375	1.194653
46	94.461694	0.979319
47	95.269243	0.807549
48	95.921886	0.652643
49	96.448754	0.526868
50	96.873491	0.424737
51	97.213447	0.339956
52	97.484229	0.270782
53	97.699280	0.215051
54	97.873135	0.173855
55	98.014478	0.141343
56	98.128006	0.113528
57	98.226229	0.098223
58	98.307913	0.081684
59	98.378969	0.071056
60	98.446199	0.067230
61	98.503854	0.057655
62	98.554869	0.051015
63	98.600215	0.045346
64	98.642565	0.042350
65	98.684470	0.041905
66	98.721618	0.037148
67	98.760284	0.038666
68	98.797027	0.036743
69	98.831604	0.034577
70	98.863731	0.032127
71	98.893651	0.029920
72	98.924381	0.030730
73	98.952439	0.028058
74	98.979627	0.027188
75	99.004770	0.025143
