# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.091556	0.091556
2	0.445297	0.353741
3	0.788396	0.343099
4	1.160500	0.372104
5	1.546826	0.386326
6	1.952936	0.406110
7	2.374068	0.421132
8	2.812443	0.438375
9	3.269702	0.457259
10	3.752685	0.482983
11	4.262313	0.509628
12	4.794004	0.531691
13	5.359521	0.565517
14	5.952723	0.593202
15	6.584112	0.631389
16	7.246086	0.661974
17	7.944526	0.698440
18	8.649067	0.704541
19	9.397336	0.748269
20	10.181171	0.783835
21	10.994951	0.813780
22	11.863380	0.868429
23	12.789559	0.926179
24	13.797472	1.007913
25	14.892520	1.095048
26	16.096627	1.204107
27	17.446739	1.350112
28	18.955639	1.508900
29	20.660412	1.704773
30	22.587303	1.926891
31	24.745354	2.158051
32	27.162070	2.416716
33	29.818987	2.656917
34	32.726247	2.907260
35	35.913415	3.187168
36	39.325322	3.411907
37	42.934543	3.609221
38	46.695090	3.760547
39	50.582619	3.887529
40	54.504714	3.922095
41	58.435290	3.930576
42	62.328620	3.893330
43	66.098968	3.770348
44	69.708829	3.609861
45	73.124116	3.415287
46	76.290621	3.166505
47	79.213604	2.922983
48	81.874182	2.660578
49	84.265493	2.391311
50	86.379017	2.113524
51	88.241877	1.862860
52	89.858555	1.616678
53	91.243013	1.384458
54	92.425216	1.182203
55	93.416967	0.991751
56	94.243549	0.826582
57	94.931747	0.688198
58	95.498685	0.566938
59	95.967386	0.468701
60	96.350352	0.382966
61	96.668087	0.317735
62	96.921191	0.253104
63	97.128207	0.207016
64	97.304617	0.176410
65	97.445941	0.141324
66	97.567262	0.121321
67	97.670880	0.103618
68	97.760455	0.089575
69	97.838508	0.078053
70	97.908880	0.070372
71	97.970591	0.061711
72	98.027941	0.057350
73	98.080550	0.052609
74	98.130439	0.049889
75	98.176407	0.045968
76	98.219194	0.042787
77	98.261381	0.042187
78	98.301948	0.040567
79	98.340415	0.038467
80	98.377181	0.036766
81	98.412127	0.034946
82	98.447053	0.034926
83	98.479939	0.032886
84	98.511784	0.031845
85	98.544650	0.032866
86	98.575575	0.030925
87	98.604520	0.028945
88	98.633165	0.028645
89	98.660390	0.027225
90	98.686534	0.026144
91	98.714119	0.027585
92	98.740924	0.026805
93	98.765928	0.025004
94	98.790872	0.024944
95	98.814056	0.023184
96	98.837180	0.023124
97	98.859484	0.022304
98	98.880768	0.021284
99	98.901992	0.021224
100	98.922516	0.020524
101	98.943080	0.020564
102	98.962503	0.019423
103	98.982026	0.019523
104	99.001169	0.019143
