# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.081152	0.081152
2	0.409923	0.328771
3	0.743458	0.333535
4	1.102375	0.358917
5	1.476966	0.374591
6	1.871915	0.394949
7	2.289464	0.417549
8	2.719824	0.430360
9	3.174566	0.454742
10	3.650807	0.476241
11	4.152030	0.501223
12	4.669647	0.517617
13	5.213067	0.543420
14	5.790457	0.577390
15	6.394371	0.603914
16	7.032034	0.637663
17	7.698563	0.666529
18	8.388893	0.690330
19	9.108189	0.719296
20	9.861935	0.753746
21	10.661682	0.799747
22	11.503626	0.841944
23	12.392912	0.889286
24	13.343632	0.950720
25	14.385413	1.041781
26	15.531546	1.146133
27	16.786575	1.255029
28	18.186312	1.399737
29	19.761804	1.575492
30	21.519297	1.757493
31	23.497125	1.977828
32	25.721090	2.223965
33	28.184026	2.462936
34	30.879748	2.695722
35	33.826312	2.946564
36	36.999616	3.173304
37	40.387490	3.387874
38	43.937787	3.550297
39	47.641840	3.704053
40	51.435232	3.793392
41	55.272242	3.837010
42	59.100505	3.828263
43	62.869856	3.769351
44	66.525286	3.655430
45	70.040692	3.515406
46	73.352678	3.311986
47	76.446672	3.093994
48	79.308501	2.861829
49	81.903034	2.594533
50	84.240139	2.337105
51	86.316153	2.076014
52	88.153196	1.837043
53	89.754071	1.600875
54	91.129306	1.375235
55	92.306446	1.177140
56	93.302866	0.996420
57	94.131138	0.828272
58	94.829715	0.698577
59	95.402241	0.572526
60	95.885508	0.483267
61	96.276894	0.391386
62	96.597918	0.321024
63	96.860490	0.262572
64	97.075080	0.214590
65	97.252737	0.177657
66	97.396404	0.143667
67	97.518312	0.121908
68	97.621683	0.103371
69	97.710421	0.088738
70	97.788250	0.077829
71	97.855169	0.066919
72	97.917224	0.062055
73	97.973974	0.056750
74	98.026160	0.052186
75	98.073742	0.047582
76	98.118482	0.044740
77	98.159718	0.041236
78	98.201535	0.041817
79	98.240269	0.038734
80	98.276681	0.036412
81	98.311452	0.034771
82	98.344661	0.033209
83	98.377390	0.032729
84	98.410219	0.032829
85	98.440666	0.030447
86	98.471393	0.030727
87	98.500138	0.028745
88	98.529104	0.028966
89	98.556508	0.027404
90	98.583832	0.027324
91	98.609515	0.025683
92	98.636219	0.026704
93	98.660841	0.024622
94	98.684282	0.023441
95	98.707783	0.023501
96	98.732205	0.024422
97	98.753984	0.021779
98	98.776704	0.022720
99	98.798363	0.021659
100	98.819101	0.020738
101	98.839579	0.020478
102	98.860237	0.020658
103	98.879854	0.019617
104	98.899611	0.019757
105	98.917627	0.018016
106	98.936263	0.018636
107	98.954059	0.017796
108	98.972035	0.017976
109	98.989290	0.017255
110	99.006365	0.017075
