# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.068681	0.068681
2	0.391183	0.322502
3	0.690282	0.299099
4	1.005891	0.315609
5	1.320268	0.314377
6	1.646585	0.326317
7	1.980948	0.334363
8	2.320854	0.339906
9	2.678144	0.357290
10	3.054884	0.376740
11	3.443266	0.388382
12	3.858428	0.415162
13	4.291709	0.433281
14	4.746864	0.455155
15	5.230548	0.483684
16	5.741669	0.511121
17	6.281875	0.540206
18	6.829849	0.547974
19	7.411398	0.581549
20	8.026046	0.614648
21	8.663243	0.637197
22	9.340691	0.677448
23	10.047383	0.706692
24	10.789121	0.741738
25	11.576851	0.787730
26	12.415441	0.838590
27	13.329307	0.913866
28	14.333389	1.004082
29	15.449462	1.116073
30	16.717638	1.268176
31	18.142664	1.425026
32	19.769917	1.627253
33	21.601563	1.831646
34	23.671475	2.069912
35	25.989606	2.318131
36	28.582042	2.592436
37	31.434240	2.852198
38	34.541353	3.107113
39	37.887189	3.345836
40	41.435133	3.547944
41	45.172191	3.737058
42	49.006558	3.834367
43	52.898083	3.891525
44	56.806177	3.908094
45	60.662001	3.855824
46	64.418469	3.756468
47	68.068152	3.649683
48	71.511058	3.442906
49	74.747704	3.236646
50	77.735257	2.987553
51	80.481484	2.746227
52	82.957876	2.476392
53	85.170493	2.212617
54	87.135308	1.964815
55	88.835811	1.700503
56	90.308081	1.472270
57	91.572879	1.264798
58	92.646039	1.073160
59	93.549634	0.903595
60	94.306252	0.756618
61	94.938005	0.631753
62	95.452483	0.514478
63	95.873506	0.421023
64	96.226365	0.352859
65	96.512789	0.286424
66	96.746227	0.233438
67	96.936713	0.190486
68	97.091974	0.155261
69	97.227070	0.135096
70	97.341425	0.114355
71	97.435714	0.094289
72	97.519772	0.084058
73	97.595625	0.075853
74	97.660610	0.064985
75	97.720807	0.060197
76	97.776435	0.055628
77	97.826599	0.050164
78	97.873783	0.047184
79	97.920093	0.046310
80	97.962887	0.042794
81	98.003416	0.040529
82	98.042197	0.038781
83	98.078355	0.036158
84	98.115586	0.037231
85	98.150592	0.035006
86	98.184982	0.034390
87	98.217107	0.032125
88	98.249073	0.031966
89	98.277701	0.028628
90	98.308495	0.030794
91	98.340521	0.032026
92	98.370679	0.030158
93	98.399228	0.028549
94	98.427539	0.028311
95	98.455214	0.027675
96	98.481498	0.026284
97	98.507782	0.026284
98	98.532675	0.024893
99	98.556953	0.024278
100	98.581111	0.024158
101	98.605448	0.024337
102	98.629249	0.023801
103	98.651917	0.022668
104	98.675181	0.023264
105	98.696598	0.021417
106	98.717538	0.020940
107	98.739551	0.022013
108	98.760988	0.021437
109	98.780577	0.019589
110	98.800543	0.019966
111	98.819973	0.019430
112	98.837734	0.017761
113	98.855793	0.018059
114	98.874786	0.018993
115	98.892130	0.017344
116	98.909553	0.017423
117	98.926619	0.017066
118	98.942791	0.016172
119	98.958148	0.015357
120	98.973942	0.015794
121	98.989736	0.015794
122	99.005212	0.015476
