# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.112019	0.112019
2	0.527254	0.415235
3	0.927011	0.399757
4	1.373404	0.446393
5	1.845240	0.471836
6	2.349638	0.504398
7	2.876612	0.526974
8	3.438172	0.561560
9	4.026679	0.588507
10	4.648409	0.621730
11	5.306690	0.658281
12	5.997753	0.691063
13	6.729417	0.731664
14	7.517522	0.788105
15	8.345988	0.828466
16	9.238954	0.892966
17	10.202797	0.963843
18	11.209286	1.006489
19	12.308547	1.099261
20	13.509782	1.201235
21	14.835367	1.325585
22	16.283718	1.448351
23	17.877171	1.593453
24	19.635375	1.758204
25	21.559392	1.924017
26	23.662135	2.102743
27	25.943984	2.281849
28	28.419336	2.475352
29	31.105533	2.686197
30	33.977574	2.872041
31	37.058936	3.081362
32	40.295826	3.236890
33	43.691552	3.395726
34	47.206796	3.515244
35	50.815894	3.609098
36	54.477122	3.661228
37	58.156114	3.678992
38	61.809583	3.653469
39	65.390651	3.581068
40	68.853966	3.463315
41	72.167126	3.313160
42	75.296107	3.128981
43	78.202413	2.906306
44	80.894284	2.691871
45	83.348383	2.454099
46	85.559035	2.210652
47	87.509317	1.950282
48	89.227541	1.718224
49	90.722889	1.495348
50	91.997046	1.274157
51	93.085399	1.088353
52	94.007999	0.922600
53	94.779663	0.771664
54	95.413523	0.633860
55	95.937229	0.523706
56	96.370128	0.432899
57	96.719780	0.349652
58	97.005773	0.285993
59	97.240238	0.234465
60	97.430974	0.190736
61	97.589549	0.158575
62	97.719673	0.130124
63	97.827662	0.107989
64	97.916925	0.089263
65	97.995441	0.078516
66	98.064152	0.068711
67	98.125585	0.061433
68	98.179239	0.053654
69	98.227499	0.048260
70	98.273333	0.045834
71	98.316821	0.043488
72	98.356279	0.039458
73	98.394554	0.038275
74	98.430985	0.036431
75	98.465250	0.034265
76	98.498974	0.033724
77	98.531134	0.032160
78	98.561750	0.030616
79	98.591645	0.029895
80	98.621900	0.030255
81	98.649930	0.028030
82	98.676336	0.026406
83	98.701158	0.024822
84	98.727043	0.025885
85	98.751083	0.024040
86	98.777208	0.026125
87	98.801769	0.024561
88	98.825849	0.024080
89	98.849027	0.023178
90	98.869839	0.020812
91	98.891112	0.021273
92	98.912124	0.021012
93	98.933016	0.020892
94	98.953006	0.019990
95	98.972835	0.019829
96	98.991221	0.018386
97	99.010248	0.019027
