# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.065164	0.065164
2	0.363807	0.298643
3	0.648464	0.284657
4	0.931571	0.283107
5	1.214738	0.283167
6	1.497666	0.282928
7	1.790190	0.292524
8	2.085654	0.295464
9	2.387436	0.301782
10	2.696926	0.309490
11	3.018317	0.321391
12	3.348271	0.329954
13	3.684185	0.335914
14	4.029417	0.345232
15	4.389807	0.360390
16	4.764601	0.374794
17	5.146805	0.382204
18	5.537274	0.390469
19	5.946537	0.409263
20	6.367621	0.421084
21	6.808851	0.441230
22	7.272530	0.463679
23	7.756136	0.483606
24	8.256331	0.500195
25	8.778658	0.522327
26	9.319084	0.540426
27	9.871848	0.552764
28	10.450340	0.578492
29	11.042421	0.592081
30	11.651031	0.608610
31	12.282091	0.631060
32	12.945872	0.663781
33	13.626421	0.680549
34	14.336930	0.710509
35	15.083617	0.746687
36	15.874012	0.790395
37	16.716717	0.842705
38	17.614792	0.898075
39	18.576899	0.962107
40	19.624693	1.047794
41	20.759286	1.134593
42	21.977699	1.218413
43	23.310785	1.333086
44	24.749624	1.438839
45	26.319983	1.570359
46	28.003625	1.683642
47	29.826257	1.822632
48	31.783470	1.957213
49	33.855892	2.072422
50	36.054729	2.198837
51	38.398775	2.344046
52	40.842792	2.444017
53	43.401165	2.558373
54	46.054602	2.653437
55	48.787011	2.732409
56	51.569267	2.782256
57	54.385734	2.816467
58	57.230790	2.845056
59	60.082203	2.851413
60	62.898571	2.816368
61	65.653013	2.754442
62	68.358204	2.705191
63	70.968013	2.609809
64	73.480671	2.512658
65	75.886901	2.406230
66	78.154438	2.267537
67	80.266892	2.112454
68	82.236184	1.969292
69	84.056492	1.820308
70	85.720624	1.664132
71	87.232455	1.511831
72	88.607262	1.374807
73	89.837059	1.229797
74	90.926454	1.089395
75	91.899388	0.972934
76	92.751907	0.852519
77	93.498197	0.746290
78	94.145906	0.647709
79	94.704670	0.558764
80	95.193501	0.488831
81	95.609559	0.416058
82	95.961744	0.352185
83	96.267996	0.306252
84	96.527143	0.259147
85	96.749973	0.222830
86	96.940400	0.190427
87	97.101781	0.161381
88	97.239719	0.137938
89	97.356399	0.116680
90	97.459688	0.103289
91	97.548613	0.088925
92	97.628201	0.079588
93	97.697359	0.069158
94	97.760000	0.062641
95	97.815807	0.055807
96	97.864700	0.048893
97	97.910613	0.045913
98	97.954321	0.043708
99	97.994512	0.040191
100	98.032558	0.038046
101	98.068716	0.036158
102	98.103166	0.034450
103	98.135371	0.032205
104	98.166304	0.030933
105	98.196880	0.030576
106	98.226164	0.029284
107	98.254713	0.028549
108	98.281196	0.026483
109	98.308315	0.027119
110	98.334858	0.026543
111	98.361242	0.026384
112	98.387884	0.026642
113	98.411367	0.023483
114	98.434055	0.022688
115	98.456306	0.022251
116	98.479531	0.023225
117	98.501246	0.021715
118	98.523517	0.022271
119	98.545311	0.021794
120	98.566847	0.021536
121	98.587966	0.021119
122	98.607476	0.019510
123	98.626608	0.019132
124	98.645839	0.019231
125	98.664137	0.018298
126	98.681620	0.017483
127	98.698209	0.016589
128	98.715911	0.017702
129	98.733434	0.017523
130	98.750301	0.016867
131	98.766354	0.016053
132	98.782248	0.015894
133	98.798817	0.016569
134	98.815346	0.016529
135	98.831359	0.016013
136	98.845127	0.013768
137	98.859948	0.014821
138	98.873934	0.013986
139	98.888695	0.014761
140	98.902999	0.014304
141	98.917065	0.014066
142	98.930912	0.013847
143	98.943269	0.012357
144	98.956203	0.012934
145	98.968878	0.012675
146	98.981931	0.013053
147	98.994129	0.012198
148	99.006268	0.012139
