# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.069896	0.069896
2	0.384028	0.314132
3	0.680023	0.295995
4	0.991403	0.311380
5	1.310657	0.319254
6	1.638989	0.328332
7	1.980758	0.341769
8	2.336567	0.355809
9	2.707359	0.370792
10	3.096489	0.389130
11	3.503796	0.407307
12	3.929983	0.426187
13	4.385374	0.455391
14	4.868402	0.483028
15	5.369627	0.501225
16	5.903290	0.533663
17	6.468948	0.565658
18	7.052080	0.583132
19	7.672350	0.620270
20	8.324013	0.651663
21	9.005804	0.681791
22	9.733048	0.727244
23	10.498373	0.765325
24	11.303929	0.805556
25	12.175043	0.871114
26	13.109525	0.934482
27	14.105307	0.995782
28	15.191974	1.086667
29	16.391902	1.199928
30	17.711678	1.319776
31	19.162208	1.450530
32	20.767494	1.605286
33	22.543283	1.775789
34	24.506286	1.963003
35	26.661183	2.154897
36	29.011910	2.350727
37	31.575881	2.563971
38	34.330481	2.754600
39	37.278862	2.948381
40	40.383747	3.104885
41	43.624849	3.241102
42	47.007351	3.382502
43	50.472805	3.465454
44	53.963827	3.491022
45	57.497028	3.533201
46	60.986965	3.489937
47	64.405580	3.418615
48	67.733872	3.328292
49	70.919459	3.185587
50	73.951294	3.031835
51	76.784426	2.833132
52	79.402306	2.617880
53	81.806520	2.404214
54	83.982346	2.175826
55	85.953885	1.971539
56	87.712662	1.758777
57	89.261369	1.548707
58	90.613542	1.352173
59	91.785009	1.171467
60	92.788203	1.003194
61	93.647868	0.859665
62	94.376779	0.728911
63	94.989216	0.612437
64	95.501970	0.512754
65	95.923678	0.421708
66	96.278040	0.354362
67	96.576164	0.298124
68	96.824597	0.248433
69	97.028522	0.203925
70	97.197940	0.169418
71	97.341931	0.143991
72	97.463928	0.121997
73	97.568973	0.105045
74	97.659336	0.090363
75	97.737748	0.078412
76	97.810095	0.072347
77	97.874468	0.064373
78	97.933438	0.058970
79	97.987728	0.054290
80	98.037117	0.049389
81	98.083514	0.046397
82	98.128344	0.044830
83	98.171768	0.043424
84	98.211075	0.039307
85	98.251105	0.040030
86	98.287399	0.036294
87	98.324316	0.036917
88	98.359786	0.035470
89	98.393308	0.033522
90	98.428316	0.035008
91	98.457219	0.028903
92	98.488371	0.031152
93	98.518258	0.029887
94	98.548366	0.030108
95	98.576746	0.028380
96	98.604303	0.027557
97	98.631217	0.026914
98	98.657247	0.026030
99	98.681671	0.024424
100	98.706557	0.024886
101	98.730438	0.023881
102	98.753174	0.022736
103	98.776131	0.022957
104	98.798426	0.022295
105	98.820379	0.021953
106	98.840705	0.020326
107	98.862116	0.021411
108	98.882864	0.020748
109	98.903813	0.020949
110	98.923055	0.019242
111	98.942558	0.019503
112	98.961117	0.018559
113	98.979495	0.018378
114	98.996728	0.017233
115	99.013720	0.016992
