# [1]Depth	[2]Cumulative number of genotypes	[3]Number of genotypes
1	0.085656	0.085656
2	0.418949	0.333293
3	0.726416	0.307467
4	1.044107	0.317691
5	1.362393	0.318286
6	1.693264	0.330871
7	2.028701	0.335437
8	2.375949	0.347248
9	2.731673	0.355724
10	3.102008	0.370335
11	3.479072	0.377064
12	3.869079	0.390007
13	4.274807	0.405728
14	4.696237	0.421430
15	5.120069	0.423832
16	5.552060	0.431991
17	6.001400	0.449340
18	6.452924	0.451524
19	6.914651	0.461727
20	7.399246	0.484595
21	7.898312	0.499066
22	8.418738	0.520426
23	8.966200	0.547462
24	9.544292	0.578092
25	10.161212	0.616920
26	10.817655	0.656443
27	11.517432	0.699777
28	12.279282	0.761850
29	13.106580	0.827298
30	14.013380	0.906800
31	15.010897	0.997517
32	16.106159	1.095262
33	17.322292	1.216133
34	18.658125	1.335833
35	20.136803	1.478678
36	21.769622	1.632819
37	23.575142	1.805520
38	25.544926	1.969784
39	27.699659	2.154733
40	30.023520	2.323861
41	32.535486	2.511966
42	35.218427	2.682941
43	38.057017	2.838590
44	41.045102	2.988085
45	44.167259	3.122157
46	47.391171	3.223912
47	50.676024	3.284853
48	53.993095	3.317071
49	57.329977	3.336882
50	60.648616	3.318639
51	63.897659	3.249043
52	67.067755	3.170096
53	70.107095	3.039340
54	73.032869	2.925774
55	75.787649	2.754780
56	78.352160	2.564511
57	80.735256	2.383096
58	82.925463	2.190207
59	84.908031	1.982568
60	86.697571	1.789540
61	88.297755	1.600184
62	89.716306	1.418551
63	90.962989	1.246683
64	92.039234	1.076245
65	92.964614	0.925380
66	93.760587	0.795973
67	94.444682	0.684095
68	95.025156	0.580474
69	95.505940	0.480784
70	95.910517	0.404577
71	96.252525	0.342008
72	96.540102	0.287577
73	96.778251	0.238149
74	96.976857	0.198606
75	97.145052	0.168195
76	97.280751	0.135699
77	97.397354	0.116603
78	97.498970	0.101616
79	97.587584	0.088614
80	97.664942	0.077358
81	97.734419	0.069477
82	97.795539	0.061120
83	97.850883	0.055344
84	97.902217	0.051334
85	97.948092	0.045875
86	97.990136	0.042044
87	98.030790	0.040654
88	98.068268	0.037478
89	98.105290	0.037022
90	98.140465	0.035175
91	98.174966	0.034501
92	98.207601	0.032635
93	98.239541	0.031940
94	98.269535	0.029994
95	98.300085	0.030550
96	98.329543	0.029458
97	98.356897	0.027354
98	98.384013	0.027116
99	98.411586	0.027573
100	98.437729	0.026143
101	98.463217	0.025488
102	98.487911	0.024694
103	98.512804	0.024893
104	98.535513	0.022709
105	98.558580	0.023067
106	98.581388	0.022808
107	98.603978	0.022590
108	98.624385	0.020407
109	98.644930	0.020545
110	98.664542	0.019612
111	98.684730	0.020188
112	98.705653	0.020923
113	98.725027	0.019374
114	98.742714	0.017687
115	98.760500	0.017786
116	98.778723	0.018223
117	98.795239	0.016516
118	98.812787	0.017548
119	98.829104	0.016317
120	98.845163	0.016059
121	98.860746	0.015583
122	98.876726	0.015980
123	98.892507	0.015781
124	98.907971	0.015464
125	98.923157	0.015186
126	98.938144	0.014987
127	98.952655	0.014511
128	98.966650	0.013995
129	98.979553	0.012903
130	98.993548	0.013995
131	99.006352	0.012804
